IDENT,PROBLEM,ACTION
103761,L/H REAR ENGINE BAFFLE SUPPORT CRACKED.,FABRICATED NEW BAFFLE SUPPORT OF LIKE MATERIAL & RIVETE
103762,INTAKES #2 & 4 LEAKING ON R/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.
103763,R/H ENG #1 CYL HAS LOW COMPRESSIONS (55 PSI).,"STAKED EXHAUST VALVE, OPS CK GOOD ON COMPRESSIONS. REMO"
103764,"#2, 3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.
103765,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.
103766,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.
103767,#4 CYL INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103768,L/H ENG #1 & 4 ROCKER COVERS ARE LEAKING.,REPLACED GASKETS.
103769,"L/H & R/H ENG FIREWALLS NEED TO BE SEALED, WHERE ENG CONTROL",CLEANED FIREWALL ON BOTH ENGINES & APPLIED FIREWALL SEA
103770,"R/H ENG, R/H BAFFLE TIE ROD IS RUBBING ON OIL RETURN LINE HO",MOVED R/H ENG BAFFLE TIE ROD OFF OF OIL RETURN LINE HOS
103771,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET.
103772,#2 INTAKE GASKET LEAKING.,REPLACED INTAKE GASKET.
103773,BOTH ENG BAFFLE PLUGS WORN.,REPLACED PLUGS.
103774,TOP BOLT ON CRANKCASE HAS OIL LEAK.,"REMOVED BOLT, APPLIED SEALANT TO BOLT & REINSTALLED BOL"
103775,FOD ON TOP OF ENGINE,REMOVED FOD FROM TOP OF ENGINE
103776,OIL COOLER BOLT BACKED OFF,TIGHTENED BOLT ON THE OIL COOLER
103777,#4 & 1 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKETS.
103778,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.
103779,CRACKS NOTED EXTENDING FROM RIVET ON INSIDE OF #! CYL BAFFLE,"STOP DRILLED CRACKS ON #1 CYL BAFFLE, ON INSIDE."
103780,ENGINE R/H REAR BAFFLE SUPPORT BRACKET LOOSE.,"REMOVED REAR BAFFLE, DRILLED OUT RIVETS ON BAFFLE SUPPO"
103781,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.
103782,DAMAGED GROMMET FOR OIL PRESSURE SWITCH WIRE HARNESS THROUGH,"REMOVED & REPLACED GROMMET. INSPECTED WIRES FOR DAMAGE,"
103783,"AFT L/H ENGINE BAFFLE CRACKED, TOP CORNER NEXT TO CYL #4.",STOP DRILLED CRACK.
103784,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,INSPECTED. REPALCED O-RING ON ENGINE BREATHER FITTING.
103785,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,"ADDED, RAN, NO LEAKS OR SEEP FOUND. COWLED &"
103786,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,REMOVED L/H LOWER NACELLE PANEL. BEGAN VISUAL INSP TO F
103787,START ASSIST ON L/H ENGINE.,STARTED A/C FOR PILOT.
103788,"DURING CRUISE, RPM OVERSPED, HIGHEST NUMBER SEEN WAS 2740. N",ANALYZED FDM CARD DATA. FOUND TO BE MOMENTARY OVERSPEED
103789,CREW WAS UNABLE TO START L/H ENGINE.,GOT L/H ENGINE STARTED FOR CREW.
103790,"START ASSIST, L/H ENGINE.",STARTED L/H ENGINE FOR PILOT.
103791,ENGINE IDLE SPEED AT 780 RPM.,"RAN UP A/C, UNABLE TO DUPLICATE DISCREPANCY. OPS CK GOO"
103792,#2 & 3 INTAKE GASKETS LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.
103793,#2 & 3 CYLINDER ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.
103794,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
103795,ALL VALVE COVERS LOOSE.,TIGHTENED ALL COVERS.
103796,1 BAFFLE BUTTON WORN.,"REPLACED W/ NEW, R/H SIDE."
103797,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.
103798,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.
103799,"FWD BAFFLE SEAL WORN, BY AIR FILTER.",APPLIED RTV TO WORN AREAS.
103800,"L/H ENG, L/H REAR ENGINE BAFFLE CRACKED.",STOP DRILLED CRACK.
103801,R/H ENG #3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.
103802,L/H ENG #3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103803,"#2 & 3 ROCKER COVER GASKETS LEAKING, L/H ENGINE.",REMOVED & REPLACED ROCKER COVER GASKETS.
103804,#3 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.
103805,"OIL LEAK AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL.","RAN ENGINE, LEAK CK GOOD."
103806,"OIL LEAK AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL.",REPLACED CRANKSHAFT OIL SEAL IAW LYCOMING . REI
103807,SCREW MISSING FROM #3 SIDE BAFFLE.,INSTALLED SCREW.
103808,#3 INTAKE TUBE GASKET IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103809,#2 ROCKER BOX COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.
103810,L/H ENG #2 FWD ENGINE BAFFLE LOOSE.,"CLEANED THREADS, INSTALLED PROPER SCREW."
103811,R/H ENG #1 ROCKER BOX COVER GASKET LEAKING.,REPLACED GASKET W/ NEW SILICONE GASKET.
103812,R/H ENG #2 CYL COMPRESSION 15/80 (EXHAUST LEAK).,REMOVED CYL FROM ENGINE. REMOVED BOTH EXHAUST & INTAKE
103813,R/H ENG #2 CYL COMPRESSION 15/80 (EXHAUST LEAK).,"REINSTALLED CYL, TORQUED TO SPECS. CK DRY VALVE CLEARAN"
103814,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103815,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.
103816,SCREW MISSING ON AFT #4 CYLINDER ENGINE BAFFLE.,INSTALLED NEW SCREW & APPLICABLE WASHERS ON #4 CYL ENG
103817,"CREW REQUESTED START ASSTI, L/H ENGINE WOULD NOT START.",STARTED L/H ENGINE FOR CREW.
103818,"#2, 3, 4 INTAKE GASKETS LEAKING ON L/H ENG.",REMOVED & REPLACED INTAKE GASKETS.
103819,#3 VALVE COVER GASKET LEAKING ON L/H ENGINE.,REMOVED & REPLACED #3 VALVE COVER GASKET.
103820,"#1, 2, 3 VALVE COVER GASKETS LEAKING ONR/H ENGINE.",REMOVED & REPLACED VALVE COVER GASKETS.
103821,ALL ROCKER COVER SCREWS ARE LOOSE.,TIGHTENED ALL SCREWS.
103822,#2 & 4 CYL INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.
103823,#2 & 4 INTAKE LEAKING.,REMOVED & REPLACED GASKETS.
103824,"#3, 4 & 1 INTAKES ARE LEAKING.",REPLACED INTAKE GASKETS.
103825,#3 ROCKER COVER IS LEAKING.,REPLACED ROCKER COVER GASKET.
103826,L/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
103827,"#2 INTAKE GASKET LEAKING, R/H ENGINE.",REMOVED & REPLACED GASKET.
103828,"CRACK IN ENGINE BAFFLE, ABOVE #3 CYL, R/H ENGINE.",STOP DRILLED CRACK.
103829,L/H ENG COWL SEAL UNSECURED ABOVE #4 CYL.,SECURED COWL SEAL ABOVE #4 CYL.
103830,R/H ENG PRIMER LINE CHAFING ON #2 INTAKE TUBE.,REMOVED & REPLACED TUBE. NO DAMAGE NOTED ON PRIMER LINE
103831,L/H SIDE BAFFLING ON #3 CYL CRACKED.,STOP DRILLED CRACK.
103832,"BAFFLE SEAL ABOVE #4 CYL, L/H ENG, HAS PULLED RIVET.",RESECURED BAFFLE SEAL.
103833,SCREW MISSING IN #3 SIDE BAFFLE.,INSTALLED SCREW.
103834,L/H BAFFLE PLUG NEEDS TO BE REPLACED.,INSTALLED NEW PLUG.
103835,#2 & 3 INTAKE GASKETS LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.
103836,#2 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED W/ NEW GASKET.
103837,LOOSE RIVETS NOTED ON R/H SIDE OF CARB AIR BOX ON L/H ENGINE,REMOVED LOOSE RIVETS & INSTALLED SCREWS.
103838,#1 CYL BAFFLING CRACKED BY ALTERNATOR BELT.,STOP DRILLED CRACK.
103839,OIL COOLER SUPPORT BRACKET ON CYL #4 CRACKED.,FABRICATED NEW BRACKET OUT OF LIKE MATERIAL.
103840,#2 INTAKE LEAKING ON R/H ENGINE.,REPLACED GASKET.
103841,#3 SIDE BAFFLE CRACKED ON R/H ENGINE.,STOP DRILLED CRACK.
103842,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.
103843,#2 & 4 INTAKES LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.
103844,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,"REMOVED BAFFLE, STOP DRILLED CRACK, FABRICATED & INSTAL"
103845,BAFFLE REPAIR PERFORMED ON PD #12 HAS RIVETS THAT ARE RUBBIN,"REMOVED BAFFLE, REMOVED PREVIOUSLY INSTALLED PATCH. FAB"
103846,#1 FWD BAFFLE SEAL LOOSE.,INSTALLED NEW POP RIVET.
103847,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.
103848,#3 REAR BAFFLE SCREW LOOSE.,REMOVED OIL FILLER TUBE TO TIGHTEN SCREW. TIGHTENED SCR
103849,#3 INTAKE GASKET LEAKING.,REPLACED GASKET.
103850,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
103851,"BAFFLE SEAL LOOSE, FWD OF #1 CYL.",SECURED BAFFLE SEAL.
103852,1 BAFFLE PLUG WORN.,REPLACED 1 PLUG.
103853,R/H BAFFLE PLUG MISSING.,REPLACED PLUG.
103854,R/H BAFFLE PLUG MISSING.,INSTALLED BAFFLE PLUG DOUBLER.
103855,R/H FWD BAFFLE HAS A CRACK.,STOP DRILLED CRACK.
103856,CRACK IN R/H AFT ENGINE BAFFLE.,STOP DRILLED CRACK.
103857,FWD R/H ENGINE BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET.
103858,L/H BAFFLE SEAL ON CYL #2 HAS STAPLE PULLED THROUGH.,INSTALLED POP RIVET.
103859,"DURING FLARE PHASE OF LANDING, ENGINE QUIT. ATTEMPTED TO RES",RETRIEVED A/C FROM RUNWAY.
103860,"DURING FLARE PHASE OF LANDING, ENGINE QUIT. ATTEMPTED TO RES",PERFORMED GROUND RUN OF ENGINE. TRIED TO PERFORM SEASON
103861,#4 INDUCTION TUBE GASKET LEAKING.,REMOVED & REPLACED GASKET.
103862,OIL IS LEAKING FROM TOP OF R/H ENG COWLING.,RUN UP LEAK CK GOOD.
103863,OIL IS LEAKING FROM TOP OF R/H ENG COWLING.,INSP REVEALED 3 BOLTS ON BACK BONE LEAKING. CLEANED ALL
103864,R/H SIDE AFT BAFFLE SEAL RIVET PULLED THRU.,REPLACED RIVET.
103865,CRACK NOTED BY NUTPLATE ON #1 CYL BAFFLE.,STOP DRILLED CRACK.
103866,#3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.
103867,"WHILE PERFORMING GO-AROUND @ D37 ON CLIMBOUT, ENGINE SPUTTER",RAN A/C & PERFORMED GROUND RUN SEVERAL TIMES. COULD NOT
103868,#3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.
103869,SEAL WORN ABOVE AIR INTAKE.,REPAIRED SEAL.
103870,L/H ENG #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED L/H ENG INTAKE GASKET.
103871,L/H ENG AFT L/H BAFFLE CRACKED.,INSPECTED L/H AFT BAFFLE CRACK PREVIOUSLY C/W.
103872,"#4 CYL INTAKE TUBE FLANGE WORN, L/H ENG.",REMOVED & REPLACED INTAKE TUBE FLANGE.
103873,R/H ENG #4 BAFFLE CRACKED.,REMOVED R/H ENG OIL COOLER FROM #4 CYL BAFFLE. STOP DRI
103874,#4 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED #4 INTAKE GASKET ON R/H ENGINE.
103875,"#4 CYL INTAKE TUBE NEEDS TO BE REPLACED, L/H ENG.",REMOVED & REPLACED L/H ENG #4 INTAKE TUBE.
103876,#2 INTAKE LEAKING.,REPLACED CYL #2 INTAKE GASKET.
103877,#4 CYL AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK.
103878,#2 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.
103879,"#1, 3, 4 ROCKER COVER SCREWS LOOSE.",TIGHTENED ROCKER COVER SCREWS.
103880,#2 ROCKER COVER LEAKING.,REPLACED #2 ROCKER COVER GASKET.
103881,#2 CYL BOTTOM ENGINE BAFFLE SEAL NEEDS TO BE SECURED.,SECURED SEAL W/ POP RIVET.
103882,"1, 2, 3 ROCKER COVER GASKETS LEAKING.","REMOVED, CLEANED & REPLACED W/ NEW SILICONE GASKETS."
103883,FWD LWR SEAL WORN ABOVE INTAKE FILTER HOUSING.,INSTALLED RTV TO WORN AREAS.
103884,BAFFLE SCREW MISSING ABOVE STARTER.,INSTALLED NEW BAFFLE SCREW & WASHERS.
103885,#1 CYL BAFFLING CRACKED.,STOP DRILLED CRACK.
103886,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.
103887,#4 ROCKER COVER GASKET LEAKING.,REMOVED OLD GASKET & INSTALLED NEW ONE.
103888,CRACK EXTENDING BEYOND RIVET ON #1 CYL BAFFLE.,"REMOCED BAFFLE, CLEANED. INSP, FOUND PAINT CRACKED. INS"
103889,#2 INTAKE LEAKING ON L/H ENG.,REMOVED & REPLACED GASKET.
103890,R/H ENG CRANKCASE LIFTING EYEBOLT LEAKING OIL.,LEAK CK GOOD.
103891,#1 ROCKER COVER LEAKING ON R/H ENG.,REMOVED & REPLACED GASKET.
103892,#2 & 3 INTAKES LEAKING ON R/H ENG.,REMOVED & REPLACED GASKETS.
103893,#3 & 4 ROCKER COVERS LEAKING IN L/H ENG.,REMOVED & REPLACED GASKETS.
103894,"BAFFLE SEAL BETWEEN CYLINDERS 2 & 4 ON R/H ENG, LOOSE.",RESECURED BAFFLE SEAL.
103895,R/H ENG CRANKCASE LIFTING EYEBOLT LEAKING OIL.,"CLEANED AREA, REMOVED BOLT, CLEANED & INSTALLED BOLT &"
103896,"2, 3, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.
103897,#1 SIDE BAFFLE BENT.,STRAIGHTENED BAFFLE.
103898,#1 BAFFLE BENT.,"REMOVED BAFFLE, STRAIGHTENED BAFFLE & REINSTALLED."
103899,SOME ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL ROCKER COVER SCREWS.
103900,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.
103901,EXCESSIVE FREE PLAY NOTED BETWEEN PILOT & COPILOT YOKES W/ A,ADJUSTED CENTER TURNBUCKLE ON CONTROL COLUMN & ADJUSTED
103902,BOTTOM OF OIL COOLER NEEDS SEALANT REPLACED BETWEEN COOLER &,INSTALLED SEALANT.
103903,INTERCYLINDER BAFFLE TENSION WIRE CHAFING ON #1 CYL OIL RETU,PUT BEND IN BAFFLE TENSIONER WIRE TO AVOID OIL RETURN L
103904,BOTH BAFFLE BUTTONS WORN,INSTALLED NEW PLUGS
103905,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST","RAN AIRCRAFT, OPS AND LEAK CHECK GOOD"
103906,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST","REMOVED CYLINDER, FOUND BENT EXHAUST VALVE. INSTALLED R"
103907,"FRONT BAFFLE SEAL NEEDS RTV, ABOVE ENG INLET.",INSTALLED RTV TO SEAL.
103908,"#4, 1 & 3 ROCKER COVERS LEAKING.",REMOVED & REPLACED GASKETS.
103909,LH ENGINE #4 CYL BAFFLE SEAL STAPLE PULLED THROUGH,REPLACED STAPLE WITH POP RIVET
103910,#1 AND #3 ROCKER COVERS LEAKING,"REMOVED, CLEANED, INSTALLED NEW SILICONE GASKETS"
103911,R/H ENGINE #3 INTAKE GASKET LEAKING,REMOVED AND REPLACED #3 INTAKE GASKET ON R/H ENG
103912,EXCESSIVE ENGINE VIBRATION ON DEPARTURE CLIMBOUT. VIBRATION,"RAN ACFT, IDLE RPM AND MIXTURE AND MAG CHECKS GOOD RAN"
103913,CYL #2 & 4 INTAKE GASKETS LEAKING,REPLACED CYL #2 & 4 INTAKE GASKETS
103914,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103915,"#1, 2, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.
103916,#1 CYL BOTTOM BAFFLE SEAL RIVET PULLED THROUGH.,INSTALLED NEW POP RIVET.
103917,"2, 3, 4 ROCKER COVER GASKETS LEAKING.","REMOVED OLD GASKETS, CLEANED & INSTALLED NEW SILICONE G"
103918,#4 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.
103919,#3 ROCKER COVER LEAKING ON R/H ENGINE.,REPLACED ROCKER COVER GASKET.
103920,#3 CYL TOP BAFFLING HAS A CRACK.,STOP DRILLED CRACK.
103921,#2 & 4 IGN TOP LEADS NEED TO BE SECURED.,SECURED LEADS.
103922,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.
103923,#1 & 2 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.
103924,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103925,#2 FWD SIDE BAFFLE SEAL DISCONNECTED.,REATTACHED USING POP RIVETS.
103926,"MISSING SCREW ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN",INSTALLED SCREW.
103927,R/H ENG #2 INTAKE GASKET LEAKING.,REPLACED GASKET.
103928,L/H ENG #2 & 4 ROCKER GASKETS ARE LEAKING.,REMOVED & REPLACED GASKETS.
103929,"L/H ENG #2, 3, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.
103930,R/H ENGINE #3 & 4 ROCKER GASKETS ARE LEAKING.,REMOVED & REPLACED GASKETS.
103931,L/H ENG INTAKE SCREEN WORN.,ORDERED PART.
103932,L/H ENG INTAKE SCREEN WORN.,INSTALLED NEW SCREEN.
103933,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.
103934,INTAKE GASKET CYL #1 LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103935,EXPERIENCED ENGINE ROUGHNESS & MOMENTARY POWER HESITATION. A,PERFORMED ENG RUN UP & NOTED EXCESSIVE RPM RISE AT IDLE
103936,EXPERIENCED ENGINE ROUGHNESS & MOMENTARY POWER HESITATION. A,REINSTALLED COWLING & PERFORMED ENG RUN NOTING IDLE SPE
103937,R/H ENG #2 INTAKE IS LEAKING.,REMOVED & REPLAED R/H ENG #2 INTAKE GASKET.
103938,R/H ENG #1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED R/H ENG #1 ROCKER COVER GASKET.
103939,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.
103940,#2 & 4 INTAKE GASKETS LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.
103941,#1 & 2 ROCKER COVER GASKETS LEAKING ON L/H ENGINE.,REMOVED & REPLACED ROCKER COVERS.
103942,PILOT REPORTED THAT CYL #1 FWD BAFFLE SEAL NEEDED TO BE LOOK,"LOOKED AT BAFFLE SEAL, REPOSITIONED, CHECKED GOOD"
103943,ALL ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL SCREWS ON ROCKER COVERS.
103944,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80.,LEAK CK GOOD.
103945,R/H ENG #3 CYL HAS LOW COMPRESSION 20/80.,LEAK CK GOOD.
103946,R/H ENG #4 BAFFLE CRACKED AT OIL COOLER.,STOP DRILLED CRACK.
103947,#4 CYL BAFFLE SEAL RIVET PULLED THROUGH.,RESECURED BAFFLE SEAL.
103948,R/H ENG #1 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED GASKETS.
103949,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80.,REMOVED CYLINDER & PISTON ASSY. STARTED INSTALLATION OF
103950,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80.,FINISHED INSTALLING CYLINDER IAW LYCOMING OVERH
103951,R/H ENG #3 CYL HAS LOW COMPRESSION 20/80.,REMOVED CYLINDER & PISTON ASSY. STARTED INSTALLATION OF
103952,R/H ENG #3 CYL HAS LOW COMPRESSION 20/80.,FINISHED INSTALLING CYLINDER IAW LYCOMING OVERH
103953,#3 ROCKER COVER MISSING A SCREW.,INSTALLED NEW SCREW.
103954,BAFFLE SCREW MISSING ON R/H SIDE BY OIL DIPSTICK HOUSING.,INSTALED NEW SCREW.
103955,"1, 2, 3 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.
103956,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103957,"WHILE TAXIING, ENGINE QUIT & COULD NOT RESTART.",STARTED A/C SEVERAL TIMES USING NORMAL PROCEDURES. PERF
103958,ENGINE BAFFLE PATCH CRACKED ABOVE #4 CYL.,STOP DRILLED CRACK.
103959,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM",RECOWLED R/H ENGINE.
103960,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM","RAN A/C, OPS & LEAK CK GOOD."
103961,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM",FOUND CYL #1 TOP & BOTTOM PLUGS WET W/ OIL & ELECTRODE
103962,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM","PERFORMED GROUND RUN, FOUND R/H ENG TO RUN ROUGH ANYTIM"
103963,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM","REMOVED & REPLACED CYL ASSY, DRY TAPPET CLEARANCE CK'ED"
103964,LEFT ENGINE #2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.
103965,"ON RUN UP, OBSERVED ENGINE ROUGHNESS. CONSISTANT W/ STICKING",REAMED #4 EXHAUST GUIDE IAW LYCOMING .
103966,SCREW MISSING FROM CYL #2 FWD BAFFLE.,INSTALLED NEW SCREW.
103967,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
103968,#1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.
103969,"#2, 3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.
103970,R/H #1 CYL BAFFLE HAS A CRACK.,STOP DRILLED CRACK.
103971,R/H #2 & 4 ROCKER GASKETS ARE LEAKING.,REPLACED GASKETS.
103972,R/H #3 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.
103973,#2 CYL BOTTOM FRONT BAFFLING HAS A CRACK.,STOP DRILLED CRACK.
103974,L/H ENGINE HAD C CLIP IN OIL SCREEN,REMOVED LH ENG & PROP.
103975,R/H #3 REAR & #4 SIDE BAFFLE SEALS TORN.,REPLACED #3 BAFFLE SEAL & RESECURED #4 SIDE.
103976,L/H ENGINE HAD C CLIP IN OIL SCREEN ,NO OTHER FOD OR DEFECTS NOTED.
103977,L/H ENGINE HAD C CLIP IN OIL SCREEN,"DISASSEMBLED, INSP'ED, VERIFIED THAT SNAP RING WAS MISS"
103978,L/H ENGINE HAD C CLIP IN OIL SCREEN,"INSTALLED PROP, BUT IS NOT TORQUED OR SAFETIED. INSTALL"
103979,L/H ENGINE HAD C CLIP IN OIL SCREEN,PREPPED ENGINE FOR INSTALLATION. FIXED L/H AFT LOWER BA
103980,L/H ENGINE HAD C CLIP IN OIL SCREEN,"CONTINUED INSTALLATION. SAEFTIED PROP, TIMED MAGNETOS T"
103981,"CYL #1, 2 & 3 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED INTAKE GASKETS.
103982,CYL #1 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.
103983,#4 INTAKE GASKET ON L/H ENGINE LEAKING.,REMOVED & REPLACED GASKET.
103984,#3 ROCKER COVER GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.
103985,PRIMER LINE CLAMP ON #4 INTAKE TUBE OF L/H ENGINE LOOSE.,TIGHTENED CLAMP.
103986,"#2, 3, 4 INTAKE GASKETS LEAKING ON R/H ENGINE.",REMOVED & REPLACED INTAKE GASKETS ON R/H ENGINE.
103987,"CHAFING DAMAGE NOTED ON #3 INTAKE TUBE, BY PRIMER LINE.",INSPECTED #3 INTAKE TUBE & PRIMER LINE ON R/H ENGINE NO
103988,ENGINE SCROLL DIRTY.,CLEANED ENGINE SCROLL.
103989,CYL #3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKET.
103990,R/H ENGINE #2 INTAKE LEAKING.,REPLACED GASKET.
103991,CYL #1 & 3 INTAKE GASKETS ARE LEAKING.,REMOVED & REPLACED GASKETS.
103992,CYL #2 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.
103993,L/H I/B CYL BAFFLING CONNECTING ROD IS BROKEN.,REMOVED & REPLACED CONNECTING ROD.
103994,LEFT ENGINE WILL NOT START HOT.,STARTED BOTH ENGINES USING NORMAL PROCEDURES. SHUT DOWN
103995,FWD ENG BLACK COWLING SEAL WEARING AT FILTER.,INSTALLED BLACK RTV IN WORN AREAS.
103996,#3 ROCKER GASKET IS LEAKING.,REPLACED GASKET.
103997,ALL 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.
103998,"CYL #1, 2 & 4 ROCKER COVER GASKETS ARE LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.
103999,#4 ROCKER COVER LEAKING.,REPLACED ROCKER COVER GASKET.
104000,#4 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.
104001,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
104002,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.
104003,ENG FWD SEAL (BLACK) WORN SPOTS AT AIR INLET.,APPLIED RTV TO AREAS.
104004,#1 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.
104005,CYL #1 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.
104006,#4 ROCKER COVER GASKET LEAKING.,"REMOVED COVER, CLEANED & INSTALLED NEW SILICONE GASKET."
104007,SIGNIFICANT AMOUNT OF OIL LEAKING FROM #4 CYLINDER AREA.,REMOVED & REPLACED #4 CYL ROCKER COVER GASKET. RAN ENGI
104008,SMALL LEAK NOTED ON UPPER ENGINE CRANKCASE BACKBONE.,REMOVED BOLT ON UPPER CRANKCASE BACKBONE & APPLIED HIGH
104009,#2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.
