c5_id,c119_input,entities,labels
19911128053639A,ENGINES LOST POWER ON CLIMBOUT. CRASH LANDED OFF END RUNWAY. LINEMAN HAD FUELED CONVAIR WITH JET FUEL INSTEAD AVGAS,ENGINES LOST POWER ON CLIMBOUT,ORG
19920216040189A,LOST POWER EN ROUTE. STRUCK A TREE LANDING ON A ROAD AT NIGHT. FOUND WATER IN THE FUEL.                            ,LOST POWER EN ROUTE.,ORG
19911208061009I,NOSE GEAR FOLDED ON LANDING ROLLOUT. RETRACTION ROD WAS BENT. PRIOR HARD LANDINGS.                                 ,NOSE GEAR FOLDED,ORG
19911208061009I,NOSE GEAR FOLDED ON LANDING ROLLOUT. RETRACTION ROD WAS BENT. PRIOR HARD LANDINGS.                                 ,RETRACTION ROD WAS,PERSON
19911208061009I,NOSE GEAR FOLDED ON LANDING ROLLOUT. RETRACTION ROD WAS BENT. PRIOR HARD LANDINGS.                                 ,PRIOR HARD LANDINGS,ORG
19920309017049A,LOST POWER ON DESCENT TO SPRAY FIELD. NOSED OVER IN WET WHEAT. WORN MAGS DIRTY OIL. INCORRECT WORN IGNITERS FACTORS,LOST POWER ON DESCENT TO,ORG
19920309017049A,LOST POWER ON DESCENT TO SPRAY FIELD. NOSED OVER IN WET WHEAT. WORN MAGS DIRTY OIL. INCORRECT WORN IGNITERS FACTORS,MAGS,PERSON
19920309017049A,LOST POWER ON DESCENT TO SPRAY FIELD. NOSED OVER IN WET WHEAT. WORN MAGS DIRTY OIL. INCORRECT WORN IGNITERS FACTORS,WORN,PERSON
19920131005599I,AIRCRAFT DEPARTED WITHOUT THE EMERGENCY ESCAPE HATCH PROPERLY LATCHED. RETURNED. HATCH SECURED AFTER LANDING.      ,LATCHED,ORG
19920131005599I,AIRCRAFT DEPARTED WITHOUT THE EMERGENCY ESCAPE HATCH PROPERLY LATCHED. RETURNED. HATCH SECURED AFTER LANDING.      ,RETURNED,PERSON
19920131005599I,AIRCRAFT DEPARTED WITHOUT THE EMERGENCY ESCAPE HATCH PROPERLY LATCHED. RETURNED. HATCH SECURED AFTER LANDING.      ,HATCH,PERSON
19911114051499A,"LEFT FUEL TANK VENT BLOCKED, ENGINE QUIT TURNING FINAL DUE CAVATATION OF FUEL. LANDED HARD,SHORT OF RUNWAY.        ",LANDED HARD,PERSON
19911114051499A,"LEFT FUEL TANK VENT BLOCKED, ENGINE QUIT TURNING FINAL DUE CAVATATION OF FUEL. LANDED HARD,SHORT OF RUNWAY.        ",RUNWAY,ORG
19911123053339A,ENGINE OVERHEATED IN FLIGHT. STRUCK A LOG AND OVERTURNED ON PRECAUTIONARY LANDING. FORGOT TO SERVICE COOLANT.      ,LOG,ORG
19911123053339A,ENGINE OVERHEATED IN FLIGHT. STRUCK A LOG AND OVERTURNED ON PRECAUTIONARY LANDING. FORGOT TO SERVICE COOLANT.      ,COOLANT,ORG
19911128053699A,NEGLECTED TO REMOVE CONTROL LOCK. ABORTED TAKEOFF UPON DISCOVERY. RAN OFF END RUNWAY. STRUCK LIGHTS AND A FENCE.   ,DISCOVERY,PRODUCT
19911128053699A,NEGLECTED TO REMOVE CONTROL LOCK. ABORTED TAKEOFF UPON DISCOVERY. RAN OFF END RUNWAY. STRUCK LIGHTS AND A FENCE.   ,RAN,ORG
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,RAN,ORG
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,RUNWAY,ORG
19911220057019A,WRECKAGE INDICATES PILOT EXERTED CONTROL PRESSURE WITH AUTOPILOT ON CAUSING RUNAWAY TRIM LOST CONTROL AND CRASHED. ,WRECKAGE INDICATES PILOT,ORG
19911220057019A,WRECKAGE INDICATES PILOT EXERTED CONTROL PRESSURE WITH AUTOPILOT ON CAUSING RUNAWAY TRIM LOST CONTROL AND CRASHED. ,AUTOPILOT ON CAUSING RUNAWAY,ORG
19920126001119A,STUDENT ON FIRST SOLO. WINDOW POPPED OPEN. LOST CONTROL AND RAN OFF RUNWAY TRYING TO CLOSE WINDOW.                 ,RAN,ORG
19920223003339A,FAILED TO CLIMB ON TAKEOFF FROM SHORT STRIP. SETTLED TO GROUND. REPORTED LOW RPM. FOUND PROP IN CRUISE PITCH.      ,CLIMB,GPE
19920223003339A,FAILED TO CLIMB ON TAKEOFF FROM SHORT STRIP. SETTLED TO GROUND. REPORTED LOW RPM. FOUND PROP IN CRUISE PITCH.      ,CRUISE,ORG
19911122053369A,CABIN DOOR OPENED ON TAKEOFF ROLL. ABORTED AND RAN OFF END OF RUNWAY. NOSE GEAR COLLAPSED.                         ,RAN,ORG
19911122053369A,CABIN DOOR OPENED ON TAKEOFF ROLL. ABORTED AND RAN OFF END OF RUNWAY. NOSE GEAR COLLAPSED.                         ,RUNWAY,ORG
19911025054759I,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,FUEL LEAK ON,PERSON
19920307005539A,ENGINE QUIT. COLLIDED WITH A BUILDING ON FORCED LANDING. FOUND WATER IN FUEL FROM A FIELD FUEL TRUCK.              ,COLLIDED,ORG
19911226057229I,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,JAM,ORG
19911226057229I,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,SUMP,ORG
19920305005079A,ON LOADING TAIL HIT RAMP. ON TAKEOFF REPORTED JAMMED ELEVATORS WANTED RETURN. TRAFFIC ON RUNWAY. LOST CONTROL.     ,TRAFFIC ON RUNWAY,ORG
19920308005309A,LEFT ENGINE SHUT DOWN FOR TRAINING. RESTART UNSUCCESSFUL. NO SAFE GEAR INDICATION. LANDED IN FIELD NEXT TO AIRPORT.,UNSUCCESSFUL,ORG
19911026048049A,ENCOUNTERED SPATIAL DISORIENTATION ON CLIMBING TURN AFTER TAKEOFF. DESCENDED INTO GROUND. PANEL LIGHTS INOPERATIVE.,ENCOUNTERED SPATIAL DISORIENTATION,PERSON
19911102056059I,GLIDER CANOPY OPENED DURING TAKEOFF AND UNABLE TO LATCH. HELD IT SHUT. ON RELEASE PILOT LANDED. LATCH DID NOT FAIL.,GLIDER CANOPY,ORG
19911102056059I,GLIDER CANOPY OPENED DURING TAKEOFF AND UNABLE TO LATCH. HELD IT SHUT. ON RELEASE PILOT LANDED. LATCH DID NOT FAIL.,ON RELEASE PILOT,ORG
19911102056059I,GLIDER CANOPY OPENED DURING TAKEOFF AND UNABLE TO LATCH. HELD IT SHUT. ON RELEASE PILOT LANDED. LATCH DID NOT FAIL.,FAIL,LAW
19920223003349A,DOOR POPPED OPEN ON CLIMBOUT. TURNED FUEL PUMP IN ERROR. FLOODED ENGINE QUIT. LANDED GEAR UP SHORT OF RUNWAY.      ,ON CLIMBOUT,ORG
19920223003349A,DOOR POPPED OPEN ON CLIMBOUT. TURNED FUEL PUMP IN ERROR. FLOODED ENGINE QUIT. LANDED GEAR UP SHORT OF RUNWAY.      ,GEAR,ORG
19920223003349A,DOOR POPPED OPEN ON CLIMBOUT. TURNED FUEL PUMP IN ERROR. FLOODED ENGINE QUIT. LANDED GEAR UP SHORT OF RUNWAY.      ,RUNWAY,ORG
19911129053769A,RIGHT ENGINE SEIZED EN ROUTE DUE TO OIL STARVATION. ENGINES AND PROPS NOT AIRWORTHY. LANDING GEAR WAS INOPERATIVE. ,ENGINES,ORG
19920402008289A,ENGINE QUIT ON PRACTICE GO AROUND. FUEL SELECTOR BETWEEN IDNETS. STUDENT CAUSED STALL. POSSIBLY LEANED BY MISTAKE  ,MISTAKE,GPE
19920426023369I,CYLINDER HEAD TEMPERATURE IN RED LINE ON CLIMB. FORCED LANDING ON ROAD. OIL TANK EMPTY. HAD OIL STARVATION.        ,RED LINE ON CLIMB,ORG
19920524016269A,ENGINE QUIT ON CLIMBOUT. FOUND RUST AND WATER IN GASCOLATOR. NON STC APPROVED ENGINE IN AIRCRAFT.                  ,CLIMBOUT,ORG
19920408009219A,BEGAN GO AROUND WITH FLAPS DOWN. USABLE CLIMB SPEED. DRIFTED AND STALLED INTO TREES AND GROUND.                    ,BEGAN,PERSON
19920408009219A,BEGAN GO AROUND WITH FLAPS DOWN. USABLE CLIMB SPEED. DRIFTED AND STALLED INTO TREES AND GROUND.                    ,DRIFTED,ORG
19920601017399A,SMOKE AND FIRE UNDER INSTRUMENT PANEL. FORCE LANDED IN PLOWED FIELD AND BURNED. DID NOT TURN OFF MASTER SWITCH.    ,SMOKE,ORG
19920407009169A,ENGINE QUIT ON CLIMB TO CRUISE. HAD FUEL SELECTOR ON OFF POSITION. UNABLE RESTART. STRUCK FENCE FORCED LANDING.    ,CRUISE,ORG
19920418010409A,"HURRIED BOARDING HELICOPTER DUE TO RAIN. NEGLECTED TO REMOVE TIE DOWN STRAP,NOSED DOWN LIFTING. ROTORS HIT GROUND. ",HURRIED BOARDING HELICOPTER,ORG
19920418010409A,"HURRIED BOARDING HELICOPTER DUE TO RAIN. NEGLECTED TO REMOVE TIE DOWN STRAP,NOSED DOWN LIFTING. ROTORS HIT GROUND. ",NOSED,ORG
19920418010409A,"HURRIED BOARDING HELICOPTER DUE TO RAIN. NEGLECTED TO REMOVE TIE DOWN STRAP,NOSED DOWN LIFTING. ROTORS HIT GROUND. ",ROTORS HIT GROUND,ORG
19920405008919A,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ",2500,CARDINAL
19920405008919A,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ",FT SOD,ORG
19920405008919A,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ",NORTH WIND,GPE
19920405008919A,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ",HIT TREES OFF END,ORG
19920405008919A,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ",STRIP,ORG
19920605022149A,SLUGGISH CLIMBOUT. ABORTED. LANDED ON RUNWAY. BRAKES WEAK. VEERED OFF TO STOP. NOSED OVER. WORN PADS. LOW FLUID.   ,CLIMBOUT,ORG
19920605022149A,SLUGGISH CLIMBOUT. ABORTED. LANDED ON RUNWAY. BRAKES WEAK. VEERED OFF TO STOP. NOSED OVER. WORN PADS. LOW FLUID.   ,VEERED,ORG
19920605022149A,SLUGGISH CLIMBOUT. ABORTED. LANDED ON RUNWAY. BRAKES WEAK. VEERED OFF TO STOP. NOSED OVER. WORN PADS. LOW FLUID.   ,WORN,PERSON
19920603018269A,LOST POWER ON TAKEOFF. LANDED IN ROUGH GROUND OFF END RUNWAY. TURBO INDUCTION TUBE CAME OFF AT THROTTLE BODY ELBOW.,LOST POWER ON TAKEOFF,ORG
19920603018269A,LOST POWER ON TAKEOFF. LANDED IN ROUGH GROUND OFF END RUNWAY. TURBO INDUCTION TUBE CAME OFF AT THROTTLE BODY ELBOW.,ROUGH GROUND OFF END,ORG
19920601017319A,"TRIED TO DEPART A SHORT RUNWAY,CALM WIND WITH CRUISE PROP SETTING. UNABLE TO LEAVE GROUND EFFECT. STRUCK TREES.    ",DEPART,PERSON
19920601017319A,"TRIED TO DEPART A SHORT RUNWAY,CALM WIND WITH CRUISE PROP SETTING. UNABLE TO LEAVE GROUND EFFECT. STRUCK TREES.    ",RUNWAY,ORG
19920601017319A,"TRIED TO DEPART A SHORT RUNWAY,CALM WIND WITH CRUISE PROP SETTING. UNABLE TO LEAVE GROUND EFFECT. STRUCK TREES.    ",CALM,ORG
19920514014899A,PREFLIGHTED HELICOPTER ON FLATBED. UNTIED ONE SKID. ROLLED OVER. TRYING LIFT. OTHER SKID TIED.                     ,PREFLIGHTED,ORG
19920514014899A,PREFLIGHTED HELICOPTER ON FLATBED. UNTIED ONE SKID. ROLLED OVER. TRYING LIFT. OTHER SKID TIED.                     ,ONE,CARDINAL
19920408009269A,LIFTED TO A HOVER TO AIR TAXI. ROLLED OVER AND SELF DESTRUCTED. INDICATES A TIEDOWN ROPE NOT DETACHED PRIOR LIFT.  ,DETACHED,PERSON
19920402008299A,TOOK OFF WITH CHEMICAL FILLER HOSE ATTACHED. JERKED HELICOPTER OUT OF CONTROL. COLLAPSED SKID. CHOPPED TAILBOOM.   ,HOSE,ORG
19920402008299A,TOOK OFF WITH CHEMICAL FILLER HOSE ATTACHED. JERKED HELICOPTER OUT OF CONTROL. COLLAPSED SKID. CHOPPED TAILBOOM.   ,JERKED HELICOPTER OUT,ORG
19920402008299A,TOOK OFF WITH CHEMICAL FILLER HOSE ATTACHED. JERKED HELICOPTER OUT OF CONTROL. COLLAPSED SKID. CHOPPED TAILBOOM.   ,CHOPPED,ORG
19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,CANOPY,ORG
19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,AGL,ORG
19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,CANOPY.CRASH,ORG
19920523016059A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF ROLL. TEST FLIGHT AFTER REBUILD. AILERONS CABLES WERE REVERSED.        ,VEERED,ORG
19920523016059A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF ROLL. TEST FLIGHT AFTER REBUILD. AILERONS CABLES WERE REVERSED.        ,OVERTURNED ON TAKEOFF ROLL,ORG
19920607018429A,"HAD NR2 ENGINE PROBLEM.ATTEMPTED FERRY FLIGHT FOR MAINTENANCE.NR2 ENGINE OVER TEMP ON TAKEOFF,CRASH LANDED,HIT TREE",MAINTENANCE.NR2,GPE
19920523019479A,AMPHIBIOUS BEAVER HAD SPOOL DOWN EN ROUTE WHEN PILOT TURNED FUEL OFF INSTEAD OF HEAT ON. LANDED ON MUD FLATS.      ,SPOOL,ORG
19920523019479A,AMPHIBIOUS BEAVER HAD SPOOL DOWN EN ROUTE WHEN PILOT TURNED FUEL OFF INSTEAD OF HEAT ON. LANDED ON MUD FLATS.      ,EN ROUTE WHEN PILOT,ORG
19920807055489A,NOSE GEAR STEERING FAILED DURING TAXI TO RAMP. NOSE GEAR COLLAPSED. HYDRAULIC FLUID CONTAMINATED BY AIR.           ,NOSE GEAR STEERING,ORG
19920807055489A,NOSE GEAR STEERING FAILED DURING TAXI TO RAMP. NOSE GEAR COLLAPSED. HYDRAULIC FLUID CONTAMINATED BY AIR.           ,RAMP,ORG
19920721033479I,AVIONICS COMPARTMENT EXIT DOOR LIGHT ON AFTER ROTATION. RETURNED. DOOR WAS FULLY OPEN AND LOCKED IN PLACE.         ,AVIONICS,ORG
19920721033479I,AVIONICS COMPARTMENT EXIT DOOR LIGHT ON AFTER ROTATION. RETURNED. DOOR WAS FULLY OPEN AND LOCKED IN PLACE.         ,EXIT,GPE
19920721033479I,AVIONICS COMPARTMENT EXIT DOOR LIGHT ON AFTER ROTATION. RETURNED. DOOR WAS FULLY OPEN AND LOCKED IN PLACE.         ,RETURNED,PERSON
19920726030829A,SET TRIM FULL NOSE DOWN IN ERROR FOR TAKEOFF. UNABLE RAISE NOSE TO CLIMB. ABORTED. HIT NOSE FIRST. BENT AIRFRAME.  ,NOSE,ORG
19920726030829A,SET TRIM FULL NOSE DOWN IN ERROR FOR TAKEOFF. UNABLE RAISE NOSE TO CLIMB. ABORTED. HIT NOSE FIRST. BENT AIRFRAME.  ,CLIMB,GPE
19920926038809A,NO ELEVATOR CONTROL ON TAKEOFF PRIOR TOW RELEASE. DIVED INTO GROUND. PILOT FAILED TO CONNECT ELEVATOR CONTROL.     ,DIVED INTO GROUND,ORG
19920726027439A,SEAT SLID BACK ON INITIAL TAKEOFF ROLL. LOST CONTROL. AIRCRAFT GROUND LOOPED. UNABLE VERIFY SEAT CONDITION. BURNED.,SEAT,ORG
19920726027439A,SEAT SLID BACK ON INITIAL TAKEOFF ROLL. LOST CONTROL. AIRCRAFT GROUND LOOPED. UNABLE VERIFY SEAT CONDITION. BURNED.,SLID,PERSON
19920726027439A,SEAT SLID BACK ON INITIAL TAKEOFF ROLL. LOST CONTROL. AIRCRAFT GROUND LOOPED. UNABLE VERIFY SEAT CONDITION. BURNED.,ON INITIAL TAKEOFF ROLL,ORG
19920726027439A,SEAT SLID BACK ON INITIAL TAKEOFF ROLL. LOST CONTROL. AIRCRAFT GROUND LOOPED. UNABLE VERIFY SEAT CONDITION. BURNED.,AIRCRAFT GROUND LOOPED,ORG
19920829043799I,LEFT COCKPIT DOOR DEPARTED AIRCRAFT ON CLIMB. HIT NR1 PROPELLER. SHUT ENGINE DOWN. CONTINUED TO BETHAL. LANDED.    ,PROPELLER,ORG
19920829043799I,LEFT COCKPIT DOOR DEPARTED AIRCRAFT ON CLIMB. HIT NR1 PROPELLER. SHUT ENGINE DOWN. CONTINUED TO BETHAL. LANDED.    ,BETHAL,PERSON
19920723042449A,"TOOK OFF WITH FULL FLAPS, SLOW AND NOSE HIGH. DUMPED FLAPS. STALLED. DROPPED LEVEL TO IMPACT OFF END RUNWAY.       ",NOSE,ORG
19921007047969I,HEARD NOISE ON RIGHT SIDE OF AIRCRAFT ON TAKEOFF. ABORTED. OVERSHOT END OF RUNWAY. FOUND KEYS IN DOOR LOCK.        ,RUNWAY,ORG
19920806029929A,LOST POWER BOTH ENGINES ON IFR APPROACH.DITCHED IN LAKE SHORT OF PONTIAC.ALL TANKS BUT ONE EMPTY.SHORT IFR FLIGHT. ,ONE,CARDINAL
19920814031359A,LOST BOTH ENGINES ON CLIMBOUT. FAILED TO SECURE OR RAISE GEAR. FUEL ON AUX TANKS. LOW FUEL IN MAINS. STRUCK TREES. ,FUEL ON AUX TANKS,FAC
19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,BECAME AIRBORNE ON TAXI TEST,ORG
19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,TREES.HAD,NORP
19920926038889A,SLUGGISH CLIMBOUT. TRIED TO TURN BACK. STALLED INTO TREES. FOUND CARBURETOR HEAT FULL ON.                          ,CLIMBOUT,ORG
19920731028479A,OBSERVED TO HAVE ROUGH ENGINE ON RUNUP. DEPARTED CONTINUED ROUGH. TRIED RETURN. CRASHED. EXHAUST VALVE STUCK OPEN. ,DEPARTED CONTINUED ROUGH,ORG
19920903053529I,NOSE GEAR COLLAPSED ON ROLLOUT. FOUND TOW BAR ADAPTER NOT REMOVED BEFORE FLIGHT.                                   ,ON ROLLOUT,ORG
19920917048749I,AT LIFTOFF PILOT DISCOVERED CABIN DOOR NOT LATCHED. RETARDED THROTTLE AND LANDED ON SAME RUNWAY GEAR UP.           ,LATCHED,ORG
19920917048749I,AT LIFTOFF PILOT DISCOVERED CABIN DOOR NOT LATCHED. RETARDED THROTTLE AND LANDED ON SAME RUNWAY GEAR UP.           ,THROTTLE,ORG
19920921037879A,ON TAKEOFF ROLL REALIZED CONTROL LOCK IN PLACE. UNABLE TO REMOVE OR STOP. RAN OFF END OF RUNWAY INTO BAY.          ,ON TAKEOFF ROLL REALIZED,ORG
19920921037879A,ON TAKEOFF ROLL REALIZED CONTROL LOCK IN PLACE. UNABLE TO REMOVE OR STOP. RAN OFF END OF RUNWAY INTO BAY.          ,RAN OFF END,ORG
19920921037879A,ON TAKEOFF ROLL REALIZED CONTROL LOCK IN PLACE. UNABLE TO REMOVE OR STOP. RAN OFF END OF RUNWAY INTO BAY.          ,RUNWAY,ORG
19920921037879A,ON TAKEOFF ROLL REALIZED CONTROL LOCK IN PLACE. UNABLE TO REMOVE OR STOP. RAN OFF END OF RUNWAY INTO BAY.          ,BAY,LOC
19920902035109A,LOST LEFT ENGINE. FEATHERED. APACH NOT GOOD ONE ENGINE. CFI AWARE IMPROPER CRANKSHAFT INSTALLATION. IGNORED SAME.  ,APACH,ORG
19920902035109A,LOST LEFT ENGINE. FEATHERED. APACH NOT GOOD ONE ENGINE. CFI AWARE IMPROPER CRANKSHAFT INSTALLATION. IGNORED SAME.  ,ONE,CARDINAL
19920902035109A,LOST LEFT ENGINE. FEATHERED. APACH NOT GOOD ONE ENGINE. CFI AWARE IMPROPER CRANKSHAFT INSTALLATION. IGNORED SAME.  ,CFI AWARE IMPROPER CRANKSHAFT INSTALLATION,ORG
19921003040119A,"LANDED HALF WAY ON SHORT STRIP. BEGAN GO AROUND,CARB HEAT ON,FLAPS STILL DOWN,QUARTERING TAILWIND. STRUCK A FENCE. ",HALF,CARDINAL
19921003040119A,"LANDED HALF WAY ON SHORT STRIP. BEGAN GO AROUND,CARB HEAT ON,FLAPS STILL DOWN,QUARTERING TAILWIND. STRUCK A FENCE. ",BEGAN,PERSON
19921003040119A,"LANDED HALF WAY ON SHORT STRIP. BEGAN GO AROUND,CARB HEAT ON,FLAPS STILL DOWN,QUARTERING TAILWIND. STRUCK A FENCE. ",TAILWIND,ORG
19921003040119A,"LANDED HALF WAY ON SHORT STRIP. BEGAN GO AROUND,CARB HEAT ON,FLAPS STILL DOWN,QUARTERING TAILWIND. STRUCK A FENCE. ",STRUCK A FENCE,ORG
19920729027999A,OIL FILLER CAP NOT SECURED. RAN OUT OF USEFUL OIL. CRASHED IN TREES. GENERALLY POOR ENGINE MAINTENANCE.            ,RAN OUT,ORG
19920722026739A,LOST POWER ON CLIMBOUT. CRASH LANDED. FOUND FUEL CONTAMINATION.                                                    ,LOST POWER ON CLIMBOUT,ORG
19921015052759I,PILOT FAILED TO RECONNECT NOSE LANDING GEAR SCISSORS AFTER TOWING OPERATION. NOSE GEAR COLLAPSED WHILE TAXIING.    ,RECONNECT NOSE LANDING GEAR SCISSORS AFTER TOWING,ORG
19921022043239A,ENGINE QUIT EN ROUTE. CRASH LANDED. NO FUEL ONBOARD. FUEL STAINS FROM RIGHT FUEL CAP. CAP FOUND SECURE NO LEAKS.   ,CAP,ORG
19920805029139A,FAILED TO UNTIE FRONT SKID. ROLLED OVER ON ATTEMPTED LIFTOFF. MAIN ROTORS STRUCK FISHING VESSELS DECK.             ,UNTIE,PERSON
19920807056889A,INDICATES UNSECURED RIGHT ENGINE COWL LIFTED INFLIGHT. HIT MAIN ROTORS DEBRIS HIT TAIL ROTORS. LOST TAIL ROTOR USE.,ROTORS DEBRIS HIT,PERSON
19920730028629A,AEROSOL SPRAY CAN SITTING ON REAR OF GLARE SHIELD SHORTED ON ELECTRIC TERMINALS. BURST INTO FLAME. ABORTED TAKEOFF.,BURST,PERSON
19920815031499A,ENGINE QUIT ON APPROACH. STRUCK WIRES ON FORCED LANDING. SELECTOR ON EMPTY TANK THAT SHOWED FULL ON GAUGE.         ,GAUGE,ORG
19920908035559A,REPORTED PORPOISING AUTOPILOT. DEPARTED WITH INTENTION ADJUST IN AIR. LOST BOTH WINGS OUTSIDE ENGINES. OVERSTRESSED,OVERSTRESSED,ORG
19920722026749A,REPORTED JAMMED YOKE ON TAKEOFF ROLL. UNABLE STOP SKIPPED ACROSS LAKE TO IMPACT SHORE. POSSIBLE CONTROL LOCK.      ,YOKE,PERSON
19920722026749A,REPORTED JAMMED YOKE ON TAKEOFF ROLL. UNABLE STOP SKIPPED ACROSS LAKE TO IMPACT SHORE. POSSIBLE CONTROL LOCK.      ,ON TAKEOFF ROLL,ORG
19921215055859I,REAR HALF OF MAIN CABIN DOOR OPENED ON CLIMB. RETURNED. LANDED SAFELY. PILOT UNSURE IF DOOR PROPERLY CLOSED.       ,PILOT UNSURE,ORG
19930226006089I,ON CLIMBOUT THE LEFT SIDE OF ENGINE COWLING CAME LOOSE. RETURNED TO AIRPORT. LANDED GEAR UP.                       ,ON CLIMBOUT,ORG
19930226006089I,ON CLIMBOUT THE LEFT SIDE OF ENGINE COWLING CAME LOOSE. RETURNED TO AIRPORT. LANDED GEAR UP.                       ,COWLING,PERSON
19930226006089I,ON CLIMBOUT THE LEFT SIDE OF ENGINE COWLING CAME LOOSE. RETURNED TO AIRPORT. LANDED GEAR UP.                       ,GEAR,ORG
19930214004179I,ON TAKEOFF ROLL RIGHT FUEL CAP SEPARATED FROM AIRCRAFT. CAP WENT THROUGH REAR ROTATING PROPELLER. PROP DESTROYED.  ,ON TAKEOFF ROLL,ORG
19921031044419A,FAILED DEVELOP TAKEOFF POWER. ABORTED 2/3 DOWN RUNWAY.HIT BRAKES TO STOP. NOSED OVER. PROP LEVER NOT FORWARD.      ,2/3,CARDINAL
19921217050819A,ENGINE QUIT ON SLOW FLIGHT DEMO. NO STARTER. CRASHED TRYING FOR A ROAD. ENGINE WOULDN'T IDLE BELOW 70 MPH.         ,70,CARDINAL
19921106045759A,NOSE WHEEL JAMMED IN UP POSITION ON DEPARTURE. LANDED NOSE GEAR UP.FLASH LIGHT LEFT BY MECHANIC NOT NOTICED BY CREW,NOSE,ORG
19921119049779I,DOOR POPPED OPEN ON TAKEOFF ROLL. ABORTED. USED EXCESSIVE BRAKE PRESSURE TO STOP. DAMAGED TIRES. MEDICAL EXPIRED.  ,ON TAKEOFF ROLL,ORG
19930326021359I,LEFT ENGINE OIL CAP CAME OFF AFTER TAKEOFF. SHUT ENGINE DOWN. RETURNED. LANDED SAFELY.                             ,RETURNED,PERSON
19930112003259I,ENGINE QUIT ON CLIMB. AIRCRAFT LANDED. CROSSED A DITCH. FOUND WATER IN CARBURETOR. AIRCRAFT HAD NOT FLOWN IN MONTHS,FLOWN,ORG
19930112003259I,ENGINE QUIT ON CLIMB. AIRCRAFT LANDED. CROSSED A DITCH. FOUND WATER IN CARBURETOR. AIRCRAFT HAD NOT FLOWN IN MONTHS,MONTHS,DATE
19921120047599A,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,ON TAKEOFF ROLL,ORG
19921120047599A,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,RAN,ORG
19921120047599A,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,RUNWAY,ORG
19921218050889A,LACKED ACCELERATION ON TAKEOFF. FAILED TO ABORT. OVERRAN RUNWAY. PARKING BRAKE ON BUT WARNING LIGHT INOPERATIVE.   ,RUNWAY,ORG
19921113046579A,ENGINE QUIT ON CLIMBOUT. FOUND WATER IN FUEL. FUEL TANK CAPS NOT VENTED .                                          ,CLIMBOUT,ORG
19930127022499I,FLIGHT CREW FAILED TO SECURE RIGHT DOOR OF NOSE COMPARTMENT. FLIGHT BAG EXITED WHILE TAXIING TO GATE.              ,NOSE,ORG
