c5,c119,c119_output
19890411007649A,"ERRATIC TAKEOFF RUN .JERKED INTO AIR,HIT TAIL AND WING ON RUNWAY.CARTWHEELED OFF RUNWAY. ELEVATOR TRIM FULL NOSE UP",[[]]
19890322024319I,VEERED OFF RUNWAY AT START OF TAKEOFF ROLL. STOPPED WITHOUT DAMAGE. CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,[[]]
19890517027839I,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.           ,[[]]
19890307025089I,LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW. PULLED RIGHT ON ROLLOUT. WINDROW FROM SNOWPLOW CAUSED PULL.  ,[[]]
19890308025899I,RIGHT EMERGENCY DOOR SEPARATED ON CLIMB. RETURNED. FOUND RELEASE HANDLE PARTIALLY DISENGAGED.                      ,[[]]
19890318057879I,NOSE GEAR UNSAFE LIGHT. TOW BAR HANGING FROM WHEEL. RETURNED. LANDED WITH GEAR UP. FORGOT TO REMOVE BAR.           ,[[]]
19890502019819I,UNABLE TO RETRACT RIGHT MAIN GEAR ON CLIMBOUT. RETURNED AFTER DUMPING FUEL. LANDING GEAR SAFETY PIN WAS IN PLACE.  ,[[]]
19890212002089A,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ",[[]]
19890505030929I,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.                 ,[[]]
19890321019889I,UNABLE TO RETRACT GEAR. RETURNED AND LANDED SAFELY. NOSE GEAR LOCK PINS INSTALLED. REMOVED AND RESUMED FLIGHT.     ,[[]]
19890308009319I,STUDENT DELAYED GEAR EXTENSION ON SIMULATED ENGINE FAILURE. TOWER ADVISED GEAR UP. LOWERED GEAR AND LANDED.        ,[[]]
19890421019839I,NR2 FIRE WARNING ON CLIMBOUT. SHUT ENGINE DOWN AND RETURNED. FOUND BIRD NEST BEING BUILT IN ENGINE INTAKE. NO FIRE.,[[]]
19890221013499I,ELEVATOR PARTIALLY JAMMED IN CRUISE. EMERGENCY LANDING AT BURLINGTON WITHOUT INCIDENT. ICE IN HULL CAUSED PROBLEM. ,[[]]
19890311003709A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF. FOUND LOOSE FRONT COCKPIT SEAT HAD FALLEN TO FLOOR. JAMMED LEFT BRAKE.,[[]]
19890306022879I,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.                 ,[[]]
19890505026419I,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,[[]]
19890324004579A,NOSED UP ON LIFTOFF. UNABLE TO COMPENSATE AND STALLED. CONTROL STICK IN FRONT COCKPIT WAS TIED AFT BY THE SEATBELT.,[[]]
19890215010129I,SHUT DOWN ENGINE BECAUSE OF OIL LEAK AND PRESSURE FLUCTUATION. LANDED SAFELY. FOUND LOOSE OIL DIPSTICK.            ,[[]]
19890503010699A,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,[[]]
19890220017259I,SMOKE IN COCKPIT AFTER HEATER TURNED ON. RETURNED. OIL SPILL DURING PREFLIGHT SERVICE WAS SOURCE OF SMOKE.         ,[[]]
19890206009289I,NOSE GEAR LEFT RUNWAY WHILE MAKING 180 DEGREE TURN. PILOT LOWT DIRECTIONAL CONTROL. MISUSED THROTTLES.             ,[[]]
19890328004879I,TOOK OFF WITH TOW BAR ATTACHED. UNABLE TO RETRACT NOSE GEAR. DAMAGED DOWN LOCK. GEAR COLLAPSED ON LANDING.         ,[[]]
19890125022859I,LEFT ENGINE FAILED WHEN FUEL BOOST PUMP SET ON HIGH. SAFE LANDING. UNFAMILIAR SWITCHES AND PILOT FLOODED ENGINE.   ,[[]]
19890415008079A,SMELLED SMOKE IN CABIN. MADE PRECAUTIONARY LANDING IN A SOLT FIELD AND NOSED OVER. FOUND BIRD NEST IN CYLINDERS.   ,[[]]
19890211010529I,REPORTED AN OIL LEAK AFTER TAKEOFF. RETURNED. LANDED SAFELY. PILOT FORGOT TO REPLACE OIL CAP AFTER OIL CHANGE.     ,[[]]
19890728051289I,CABIN DOOR CAME AJAR AT TOP INFLIGHT. PRECAUTIONARY LANDING. TOP LATCH NOT ENGAGED.                                ,[[]]
19890715028739A,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.    ,[[]]
19890723054159I,AFTER LANDING IT WAS DETERMINED THERE WAS INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD.    ,[[]]
19890712022199A,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,[[]]
19890723024549A,REPORTED LOOSING POWER EN ROUTE. PANICED. CRASHED INTO POND. FOUND FEUEL CAP OFF. SIPHONED FUEL.                   ,[[]]
19890619031449I,OIL COVERED WINDSHIELD. EMERGENCY LANDING IN FIELD. OIL CAP DIPSTICK WAS MISSING. HAD PRIOR OIL CHANGE.            ,[[]]
19890812028949A,"LOST RIGHT ENGINE ON CLIMBOUT FEATHERED RETURNED AND LOST LEFT ENGINE,LANDED IN A CANAL.BOTH ENGINES TRAILING SMOKE",[[]]
19890523027869I,WHILE TAXIING FOR TAKEOFF THE RIGHT MAIN GEAR SANK THROUGH THE ASPHALT STOPPING THE AIRCRAFT. NO DAMAGE OR INJURIES,[[]]
19890716038839I,ENGINE FAILED ON GEAR RETRACTION. LANDED GEAR UP ON SAME RUNWAY. FOUND WATER IN FUEL.                              ,[[]]
19890714022489A,"NOT ACCELERATING ON TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. HIT FENCE AND A VAN. PARKING BRAKE NOT RELEASED.   ",[[]]
19890714042979I,FLUCTUATING ENGINE OIL PRESSURE. PRECAUTIONARY LANDING. DISCOVERED A LOOSE OIL FILTER CAP.                         ,[[]]
19890815029909A,RELEASED TOW ON INITIAL TAKEOFF AND LANDED HARD OFF AIRPORT. TOW PLANE SIGNALED SPOILERS DEPLOYED NOT A DISCONNECT.,[[]]
19890523030589I,LOW OIL PRESSURE AND OIL LEAK INFLIGHT. SHUT DOWN. LANDED FAST AND BLEW 2 TIRES BRAKING. OIL CAP LOCK TANG UNLOCKED,[[]]
19890621016669A,TRIED TO TAKE OFF WITH CEMENT TAIL TIEDOWN ATTACHED. SECOND TRY ROPE BROKE LIFTED OFF NOSE HIGH HIT TREES ON SHORE.,[[]]
19890528027179I,LOST DIRECTIONAL CONTROL ON ROLLOUT. VEERED OFF RUNWAY INTO DITCH. A BOTTLE HAD LODGED UNDER LEFT RUDDER PEDAL.    ,[[]]
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,[[]]
19890701018969A,ENGINE QUIT ON CLIMBOUT.LANDED IN TREES.WATER IN FUEL. HAD SAT OUTSIDE FOR THREE WEEKS WITH ONE THIRD FUEL IN TANKS,[[]]
19890804027359A,ON TEST FLIGHT UNABLE TO UNFEATHER LEFT ENGINE THAT HAS HYDRAULIC PUMP. LACKED KNOWLEDGE OF ALTERNATE PROCEDURES.  ,[[]]
19890818050259I,ENGINES LOST POWER AFTER LIFTOFF. IMPACTED GROUND BEYOND  END OF RUNWAY. PILOT STATED HE DID NOT DRAIN FUEL SUMPS. ,[[]]
19890524060929I,VIBRATION IN AIRFRAME ON DEPARTURE. RETURNED. FOUND RIGHT FRONT SEAT BELT HANGING OUT OF CABIN DOOR.               ,[[]]
19890727025429A,ENGINE QUIT DURING AN AEROBATIC MANUEVER. AIRCRAFT STALLED AND SPUN INTO TREES. FOUND PRIMER UNLOCKED.             ,[[]]
19890626017559A,DOOR CAME OPEN ON CLIMBOUT. TRIED TO CLOSE IT CIRCLING TO LAND TOO LOW DRAGGED A WING CARTWHEELED.                 ,[[]]
19890703036769I,ELECTRICAL PROBLEM EN ROUTE. DID NOT CHECK CIRCUIT BREAKERS. LANDED WITH GEAR UP.                                  ,[[]]
19890804031219A,"TRIED TO TAKE OFF WITH CARBURETOR HEAT STILL ON UNNOTICED BY PILOT. UNABLE TO CLIMB,CRASHED INTO TREES.            ",[[]]
19890618015879A,ENGINE QUIT ON DOWNWIND AFTER TAKEOFF. PILOT MAY HAVE BUMPED UNGUARDED MAGNETO SWITCHS TO OFF. FAILED TO RESET.    ,[[]]
19890804027709A,"ON LANDING, NO BRAKES, NO FLAPS, PROPS MALFUNCTIONED. UNABLE TO STOP. RAN OFF END OF RUNWAY.                       ",[[]]
19890830032899I,HAD A PILOTLESS GLIDER IN TOW ON TAKEOFF. GLIDER PITCHED UP AND LIFTED TAIL. PROP HIT GROUND BEFORE TAIL LOWERED.  ,[[]]
19891030056269I,ENGINE COWLING OPENED ON CLIMBOUT. DECLARED EMERGENCY AND RETURNED. NO CAUSE FOR INFLIGHT OPENING FOUND.           ,[[]]
19890920035599A,FAILED TO RECOGNIZE OFFSET RUDDER TRIM OR CORRECT SWERVE ON TAKEOFF. ABORTED LATE.IMPROPER PROCEDURES CAUSED OVERUN,[[]]
19890905048219I,UNSAFE GEAR LIGHT WHEN HANDLE UP. RETURNED. LANDED SAFELY. NOSE GEAR GROUND LOCK PIN NOT POSITIONED PROPERLY.      ,[[]]
19890826059819I,DOOR OPENED EN ROUTE. UNABLE TO COMMUNICATE WITH TOWER. DISRUPTED TRAFFIC. LANDED SAFELY.                          ,[[]]
19890930037119A,FLEW AIRCRAFT BEING RESTORED WITHOUT PROPER INSPECTION OR ANNUAL. UPPER STRUT ATTACH BOLT MISSING. WING FOLDED UP. ,[[]]
19891024042499A,ON TAKEOFF FIRE EXPLOSION RIGHT WING WHEN STROBES TURNED ON. HISTORY WING FUEL LEAK. AD ON SAME NOT COMPLIED.      ,[[]]
19891026056559I,SAW TOP HALF OF CABIN DOOR AJAR. PRECAUTIONARY LANDING. FOUND DOOR SUPPORT ROD BROKEN. MADE REPAIRS AND CONTINUED. ,[[]]
19891120046419A,"AFTER SEVERAL FORCED LANDINGS DUE TO ROUGH ENGINE WAS FORCED DOWN AGAIN. HAD BEEN IN STORAGE. RUST, VARNISH IN FUEL",[[]]
19891112045009A,FAILED TO DRAIN SUMPS PRIOR TAKEOFF AFTER AIRCRAFT SAT OUT IN HEAVY RAIN. ENGINE QUIT ON CLIMBOUT. CRASH LANDED.   ,[[]]
19891029043399A,"TOOK OFF WITH FULL FLAPS, WALLOWED AND CLIMBED NOSE HIGH AT SLOW SPEED UNTIL A STALL AND CRASH.                    ",[[]]
19891010039559A,HELICOPTER ROLLED OVER ON LIFTING FROM OIL PLATFORM PAD. LEFT REAR TIEDOWN STRAP WAS STILL SECURED.                ,[[]]
19890826031889A,ENGINE RPM DROP AND VIBRATION. HIT SEVERAL OBSTRUCTIONS ON FORCED LANDING. INDICATES OIL TANK VALVE WAS OFF.       ,[[]]
19891015053839I,HIT ROOF ON TAKEOFF IN TURBULENCE. LOST CONTROL ENGINE FLOODED. RECOVERED MADE HARD LANDING. SEAT BELT NOT SECURED.,[[]]
19890924035929A,FIRST SOLO IN TAIL WHEEL AIRCRAFT. PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY.,[[]]
19890831033149A,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,[[]]
19891005038889A,REPORT ENGINE QUIT. WAS RETURNIG. STALLED SHORT FINAL. BURNED ON IMPACT. FOAM PLUG ON CARB AIR DUCT NOT REMOVED.   ,[[]]
19891109060409I,BAGGAGE CART DISENGAGED FROM TOW HITCH AND ROLLED INTO PARKED AIRCRAFT. DAMAGED EMPANNAGE. DEFECT SERVICE EQUIPMENT,[[]]
19891105044249A,LANDED. DROPPED PASSENGER. ROSE TO LAND ON FAR SIDE OF WIRES. BURNERS FAILED. HIT WIRES. ACTUATOR WIRE WAS BROKEN. ,[[]]
19891128047319A,"TOOK OFF WITH CARGO LINE ATTACHED. LINE STRUCK TRAILS, REBOUNDED AND FOULED ROTOR BLADES. CRASHED IN FIELD.        ",[[]]
19891227064729A,"PRACTICE ICING TAKEOFFS AND LANDINGS,CONTROLLER INSTRUCTED GO AROUND.ENGINE QUIT,LANDED IN SNOW,FLIPPED OVER.      ",[[]]
19891227064179I,TOWER ADVISED PILOT FUEL VENTING FROM TANK AFTER DEPARTURE. RETURNED. SPRING LOADED FUEL CAP HAD POPPED OPEN.      ,[[]]
19891207063649I,OIL EXHAUSTION ON STUDENT CROSS-COUNTRY FLIGHT. FORCED LANDING. OIL FILLER CAP NOT SECURED. ENGINE OIL SIPHONED OUT,[[]]
19900105006659I,ENGINE QUIT AFTER DEPARTURE. FORCED LANDING IN FIELD. FOUND THREE GALLONS OF WATER IN FUEL.                        ,[[]]
19900108000289A,"DOOR CAME OPEN ON TAKEOFF,LOST CONTROL OF AIRCRAFT,STALLED,CRASHED INTO TREES OFF END OF AIRPORT AND BURNED.       ",[[]]
19900116000959A,FIRE ERUPTED STARTING ENGINE. FAILED TO NOTE LOOSE COWLING. NO AIR FILTER. FUEL LINE NOT CAPPED.                   ,[[]]
19900130001369A,ENGINE COWLING CAME LOOSE ON TEST FLIGHT. EMERGENCY LANDING DUE TO DAMAGED ROTORS.                                 ,"[[('TEST', '/location/location/contains', 'CAME LOOSE ON TEST'), ('TEST', '/location/location/contains', 'EMERGENCY'), ('TEST', '/location/location/contains', 'TEST'), ('TEST', '/location/location/contains', 'TEST FLIGHT. EMERGENCY'), ('TEST', '/location/location/contains', 'CAME LOOSE ON TEST FLIGHT. EMERGENCY')]]"
19900203028129I,PARTIAL POWER LOST ON GLIDER TOW. UNHOOKED GLIDER. LANDED SHORT OF RUNWAY. NOSED OVER. HAD OIL STARVATION.         ,[[]]
19900201001409A,LIFTED OFF TRAILER TO REPARK. ENCOUNTERED DYNAMIC ROLLOVER. A SKID WAS STILL TIED DOWN.                            ,"[[('DOWN', '/location/location/contains', 'DYNAMIC')]]"
19900121000809A,LOST POWER ON CLIMBOUT. TURNING BACK AND LANDING AT AIRPORT STRUCK POLES. FOUND WATER IN FUEL.                     ,[[]]
19900224002899A,RAN OUT OF FUEL EN ROUTE AT NIGHT. ON FORCED LANDING STRUCK TREES AND UTILITY POLE. FUEL CAP MISSING. SIPHONED FUEL,[[]]
19900214002219A,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,[[]]
19900404026989I,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.      ,[[]]
19900430021349I,"FIRE FROM RIGHT ENGINE ON CLIMB, RETURNED. OIL LEAK ONTO HOT EXHAUST SYSTEM FROM UNSECURED OIL DIPSTICK.           ",[[]]
19900330007269A,HIGH AND FAST BEGAN GO AROUND TRAILING SMOKE. LOST POWER STALLED BURNED ON IMPACT. BOOST PUMP ON MADE RICH MIXTURE.,[[]]
19900411014509I,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY. BOUNCED. MADE A GO AROUND. NOSE GEAR BROKE ON LANDING.        ,[[]]
19900326005779A,LOST POWER ON CLIMBOUT. TRIED RETURN. LANDED IN FALLOW FIELD. NOSED OVER WATER IN FUEL.                            ,[[]]
19900323014919I,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.     ,[[]]
19900504034769I,RIGHT ENGINE DID NOT ACCELERATE NORMALLY. ABORTED. FOUND ENGINE INLET COVER WAS PARTIALLY INGESTED INTO AIR INLET. ,[[]]
19900506014029A,STALLED AND CRASHED INTO RESIDENCE AFTER TAKEOFF. ATC ADVISED PILOT FLAPS APPEARED EXTENDED.                       ,[[]]
19900425011659A,RAN OUT OF FUEL ON FERRY FLIGHT. LEFT PONTOON SEPARATED LANDING IN A POND. FUEL CAP NOT SECURED. FUEL SIPHONED.    ,[[]]
19900423014219A,TURNING BASE LOST POWER. LANDED IN GRAVEL PIT. NOSED OVER. HAD PULLED MIXTURE CONTROL INSTEAD OF CARB HEAT CONTROL.,[[]]
19900420010469A,HIGH ON COUPLED APPROACH. LETDOWN AT 2000 FPM. AUTO PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH. AIRFRAME DAMAGED.,[[]]
19900511015629A,"TRIED TO GO AROUND WITH LEAN MIXTURE AND FULL FLAPS.  RIGHT ENGINE STALLED,LOST CONTROL BELOW VMC. CARTWHEELED.    ",[[]]
19900728045609I,COCKPIT DOOR OPENED AFTER DEPARTURE. RETURNED. LANDED WITHOUT INCIDENT.                                            ,[[]]
19900713025819A,"ON THIRD TRY FOR LANDING, BEGAN GO AROUND, FULL FLAPS. UNABLE CLIMB, ABORTED. RAN OFF END RUNWAY INTO TREES.       ",[[]]
19900531030209I,WHILE TAXIING THE RIGHT GEAR BROKE THROUGH THE ASPHALT AND BECAME STUCK ON TAXIWAY.                                ,[[]]
19900519017349A,SWITCHED TANKS TURNING FINAL AFTER DROPPING BANNER. ENGINE QUIT. NOSED OVER IN WHEAT FIELD. DID NOT DRAIN SUMPS.   ,[[]]
19900615034499I,PILOT FAILED TO REMOVE CHAIN FROM PROPELLER DURING PREFLIGHT. VIBRATION INFLIGHT. FOUND DAMAGE AT DESTINATION.     ,[[]]
19900703029289A,BEGAN TEST FLIGHT FROM MAINTENANCE WITH RUDDER TRIM NEAR FULL LEFT. ABORTED AND RAN THROUGH FENCE AT END RUNWAY.   ,[[]]
19900629023099A,"DOOR CAME OPEN ON LIFTOFF. TRIED GO AROUND,LOST POWER AT 300 FT,CRASHED AND BURNED OFF END OF AIRPORT.             ",[[]]
19900512024669I,TOP DOOR LATCH OPENED ON TAKEOFF ROLL. ABORTED. RAN OFF END OF RUNWAY.                                             ,[[]]
19900510015389A,TOOK OFF DOWNWIND WITH FULL FLAPS EXTENDED AND OVER GROSS WEIGHT. STRUCK MARKED WIRES AND CRASHED.                 ,[[]]
19900520016589A,DEPARTED INTO IMC WITH INOP GENERATOR AND ONLY BATTERY POWER. BATTERY WENT DEAD.HIT TREES AND FENCE ON ASR APPROACH,[[]]
19900802033759A,"ROUGH ENGINE ON LIFTOFF,ABORTED SAFELY BUT ENGINES DAMAGED BY JET FUEL PUMPED BY MISTAKE. PILOT FAILED TO CHECK.   ",[[]]
19900725059989I,PILOT FAILED TO REMOVE YOKE LOCK ON TAKEOFF. RAN OFF SIDE OF RUNWAY. NOSE GEAR COLLAPSED.                          ,[[]]
19900625043489I,PILOT DID NOT COMPLETE PREFLIGHT. ON START UP LEFT ENGINE FLAMED OUT. INLET COVER ON AND PARTLY INGESTED.          ,[[]]
19900724028329A,OBSERVED SPINNING TO IMPACT. OVER GROSS. FULL FLAPS FULL UP. TRIM FUEL UNPORTED.                                   ,[[]]
19900629022789A,"TRIED TO DEPART WITH FULL FLAPS. UNABLE TO CLIMB,STRUCK TREES AND POWERLINE.                                       ",[[]]
19900709024889A,RIGHT BANK AND PITCH-UP ON LANDING FLARE. DAMAGED RIGHT MAIN GEAR. AUTO PILOT SWITCH BUMPED ON.                    ,[[]]
19900706024509A,GEAR MOTOR RUNNING ON TAXI. NOSE GEAR BEGAN RETRACT ON TAKEOFF. ABORTED LANDED GEAR UP HAD GEAR LEVER UP AT START. ,[[]]
19900529017769A,RIGHT WING FOLDED ON TAKEOFF CLIMB. HOMEBUILT CRASHED INTO TREES. RIGHT WING RETAINING PINS WERE ABSENT.           ,[[]]
19900514018389A,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER. REFUELING HOSE MISPLACED OVER LANDING SKID.                        ,[[]]
19900805058249I,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF. SPOILERS WERE NOT CLOSED. ABORTED AND LANDED IN PASTURE. HIT STREET LIGHT.,[[]]
19901013047709A,RAN OUT OF FUEL NEAR DESTINATION. STRUCK AUTO LANDING ON HIGHWAY. LOOSE FUEL CAP SIPHONED FUEL. GAUGES INACCURATE. ,[[]]
19900816033169A,ENGINE QUIT ON TAKEOFF. PUT ON FUEL PUMP ENGINE STARTED. TURNED PUMP OFF ENGINE QUIT. HIT TREES. NO DEFECTS FOUND. ,[[]]
19900924053789I,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE. UNABLE TO COMMUNICATE WITH ATC. ,[[]]
19901006044409A,ON LANDING ROLL PORTABLE OXYGEN BOTTLE UNDER SEAT ROLLED FORWARD AND JAMMED RUDDER PEDALS. EXITED RUNWAY.          ,[[]]
19901116061599I,TURBULENCE ON CLIMBOUT. FLICK MAGNETO BROKE LOOSE IN BAGGAGE SPACE AND CRASHED THROUGH REAR WINDOW.                ,[[]]
19901111049719A,DEPARTED IFR WITH INOPERATIVE VACUUM PUMP. LOST POWER. CRASHED INTO TREES. FUEL SELECTOR ON EMPTY TANK. FULL OTHER.,[[]]
19901108060109I,FUEL EXHAUSTION OCCURED AFTER SWITCHING TANKS. DIVERTED FOR LANDING. TANKS HAD FUEL. SUSPECT ICE IN LINE.          ,[[]]
19901115062689A,YAWED 180 DEGREES AND SETTLED HARD TO RUNWAY WHILE TAXIING TO RUNWAY. HYDRAULIC TEST AND OFF SWITCHES IDENTICAL.   ,[[]]
19900922041649A,GLIDER PITCHED UP ON TAKEOFF WAS SAFELY RELEASED AND DIVED INTO GROUND. PILOT HAD NEGLECTED TO HOOK UP ELEVATORS.  ,[[]]
19900811033119A,ENGINE QUIT ON CLIMBOUT. STALLED. SPUN IN. NEGLECTED INSTALL ENGINE DRIVEN FUEL PUMP PER PLANS. AUX PUMP OFF.      ,[[]]
19901103048519A,STALLED AND FELL INTO LAKE ON TEST FLIGHT. ENGINES NOT CAPABLE FULL POWER DUE TO OPEN SURGE VALVES AND CABIN AIR ON,[[]]
19901114065859I,OIL STARTED SPRAYING UPON WINDSHIELD IN FLIGHT. PRECAUTIONARY LANDING. FOUND OIL DIPSTICK HAD BEEN LEFT OFF.       ,[[]]
19901019064929I,NOSE GEAR COLLAPSED WHEN PILOT ENTERED TAXIWAY UNDER CONSTRUCTION. POORLY LIGHTED AND NO WARNING SIGNS.            ,[[]]
19901101064289I,FUEL CAP MISSING FROM RIGHT TANK AND GAS ESCAPING WHILE TAXIING. REPLACED CAP. RESUMED FLIGHT WITHOUT CLEANING WING,[[]]
19901123065189I,UNABLE TO RETRACT LANDING GEAR AFTER TAKEOFF. GEAR BY-PASS HANDLE WAS LEFT IN THE BY-PASS POSITION ON TAKEOFF.     ,[[]]
19901117051049A,TRIED TO DEPART SHORT CLOSED STRIP AFTER LANDING DUE LOW OIL. UNABLE RAN OFF END. PISTON RINGS BROKEN. LOST TEMPER.,[[]]
19900924042209A,LEFT ENGINE QUIT ON CLIMBOUT. LANDED GEAR UP OFF AIRPORT. HAD FEATHERED WRONG PROP. MIXTURE TOO RICH ON LEFT ENGINE,[[]]
19901025055399I,RIGHT ENGINE CAUGHT FIRE ON CLIMB. SHUT DOWN AND RETURNED. OIL DIPSTICK HAD BEEN LEFT OFF.                         ,[[]]
19901018054419I,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",[[]]
19901005044379A,PARTIAL POWERLOSS ON CLIMBOUT. CRASH LANDED TRYING TO RETURN. HAD KNOWN EXHAUST SYSTEM LEAKS. OUT OF ANNUAL.       ,[[]]
19901017046219A,ENGINE QUIT ON CLIMBOUT. FORCE LANDED IN LAKE OFF END OF RUNWAY. PILOT BELIEVED FUEL SELECTOR OFF ON TAKEOFF.      ,[[]]
19901031063969I,NOSE GEAR COLLAPSED ON ROLLOUT. NO MECHANICAL FAILURE BUT HYDRAULIC RESERVOIR LOW AND GEAR DID NOT LOCK.           ,[[]]
19900908047359A,PILOT REPORT SEAT SLID BACK ON TAKEOFF ROLL. UNABLE REACH CONTROLS RAN OFF END RUNWAY. NO DEFECTS IN SEAT LATCH.   ,[[]]
19900926042499A,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,[[]]
19910131001309I,AIRCRAFT PASSENGER DOOR BLEW OPEN AND SEPARATED ON CLIMB. RETURNED AND LANDED WITHOUT INCIDENT.                    ,[[]]
19910315005409I,RESTARTED MOVEMENT OF CONTROL WHEEL ON TAKEOFF. ABORTED.VEERED OFF RUNWAY. FOLDED SEAT BACK RESTRICTED WHEEL.      ,[[]]
19910330007919I,LANDED GEAR UP. ABORTED TAKEOFF AFTER LIFTOFF WITH GEAR UP. DUE TO RIGHT ENGINE COWLING NOT BEING SECURED.         ,[[]]
19910313026919I,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,[[]]
19901209057909A,TAXIED WITHOUT REMOVING TOW BAR IN NOSE GEAR. PROP HIT TOW BAR AND HURLED IT INTO LEFT WING.                       ,[[]]
19910102001329I,FUEL EXHAUSTION. SWITCHED TANKS BUT UNABLE TO RESTART. LANDED ON HIGHWAY. FUEL DRAIN TRAPPED OPEN AND LEAKING.     ,[[]]
19910210005989I,TAKEOFF WARNING HORN SOUNDED ON TAKEOFF ROLL. ABORTED. SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT.          ,[[]]
19910326007669A,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY. WHEEL FELL THRU DEEP HOLE. PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE. ,[[]]
19910211006919I,FUEL EXHAUSTION. EMERGENCY LANDING ON A DIRT ROAD. FOUND FUEL CAP OFF FILLER NECK OF FUEL TANK.                    ,[[]]
19901204052779A,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS. ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY. NOSED OVER.          ",[[]]
19901216062489I,ENGINE FAILED. FORCED LANDING IN FIELD. LEFT FUEL TANK CAP MISSING. HAD NEGATIVE PRESSURE FUEL STARVATION.         ,[[]]
19901219063559I,RIGHT WING TOUCHED RUNWAY ON LANDING. CO-PILOT STATED BETA LIGHT ON RIGHT ENGINE CAME ON.                          ,[[]]
19910116004419I,GEAR HANDLE WAS IN UP POSITION AND CREW FAILED TO NOTICE. NOSE GEAR RETRACTED WHEN ENGINE WAS STARTED.             ,[[]]
19901204058499I,BANGING NOISE DURING TAKEOFF. RETURNED. FOUND FUELING ACCESS DOOR UNLATCHED.                                       ,[[]]
19901209053329A,LOST ELECTRONICS. LOST CONTROL ON LANDING WITH MANUAL GEAR NOT LOCKED. HAD FAILED TURN ON GENERATOR SWITCH.        ,[[]]
19910118004489I,ENGINE OVERHEATING. DIVERTED FOR LANDING. FOUND ENGINE INLET COVERS IN PLACE. PILOT STATED RUSHED PREFLIGHT.       ,[[]]
