c5_id,c119_input,entities,labels_raw,labels,confidence
20020618012459I,(-23) THIS AIRCRAFT HAD JUST RECEIVED AN ANNUAL INSPECTION. DURING THE PREFLIGHT INSPECTION THE PILOT FAILED TO NOT,23,"[{'value': 'CARDINAL', 'confidence': 0.5113237500190735}]",CARDINAL,0.5113237500190735
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",19,"[{'value': 'CARDINAL', 'confidence': 0.9999707937240601}]",CARDINAL,0.9999707937240601
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ","AUGUST 1, 2002","[{'value': 'DATE', 'confidence': 0.999972403049469}]",DATE,0.999972403049469
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",2030 EASTERN DAYLIGHT TIME,"[{'value': 'TIME', 'confidence': 0.7617034167051315}]",TIME,0.7617034167051315
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",GRUMMAN,"[{'value': 'NORP', 'confidence': 0.6697795987129211}]",NORP,0.6697795987129211
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",AMERICAN,"[{'value': 'NORP', 'confidence': 0.8735878467559814}]",NORP,0.8735878467559814
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",AA-5B,"[{'value': 'PRODUCT', 'confidence': 0.996362030506134}]",PRODUCT,0.996362030506134
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",N81310,"[{'value': 'PRODUCT', 'confidence': 0.9979974627494812}]",PRODUCT,0.9979974627494812
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",23,"[{'value': 'CARDINAL', 'confidence': 0.9970288872718811}]",CARDINAL,0.9970288872718811
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",CE-182,"[{'value': 'FAC', 'confidence': 0.9902138113975525}]",FAC,0.9902138113975525
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",HOT SPRINGS,"[{'value': 'GPE', 'confidence': 0.9999498724937439}]",GPE,0.9999498724937439
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",ARKANSAS,"[{'value': 'GPE', 'confidence': 0.9998960494995117}]",GPE,0.9998960494995117
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",FAYETTEVILLE,"[{'value': 'GPE', 'confidence': 0.9998286962509155}]",GPE,0.9998286962509155
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",TENNESSEE,"[{'value': 'GPE', 'confidence': 0.9999743700027466}]",GPE,0.9999743700027466
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.6121732592582703}]",PRODUCT,0.6121732592582703
20020710019879A,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,23,"[{'value': 'CARDINAL', 'confidence': 0.9997530579566956}]",CARDINAL,0.9997530579566956
20020905024699I,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,23,"[{'value': 'CARDINAL', 'confidence': 0.9987530708312988}]",CARDINAL,0.9987530708312988
20020905024699I,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,TWO,"[{'value': 'CARDINAL', 'confidence': 0.9993795156478882}]",CARDINAL,0.9993795156478882
20020905024699I,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,FIVE GALLON,"[{'value': 'QUANTITY', 'confidence': 0.9854645133018494}]",QUANTITY,0.9854645133018494
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI",23,"[{'value': 'CARDINAL', 'confidence': 0.997919499874115}]",CARDINAL,0.997919499874115
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI","SEPTEMBER 16, 2002","[{'value': 'DATE', 'confidence': 0.9999869465827942}]",DATE,0.9999869465827942
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI",9:30 A.M.,"[{'value': 'TIME', 'confidence': 0.9603033860524496}]",TIME,0.9603033860524496
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI",THE CANADAIGUA AI,"[{'value': 'GPE', 'confidence': 0.9364716609319051}]",GPE,0.9364716609319051
20021008028999I,(-23) AIRCRAFT WINGTIP STRUCK LIGHT POLE WHILE TAXIING IN AN AREA OF CONSTRUCTION. THE POLE LIGHTS WERE UNLIT AS WA,23,"[{'value': 'CARDINAL', 'confidence': 0.9978863596916199}]",CARDINAL,0.9978863596916199
20021008028999I,(-23) AIRCRAFT WINGTIP STRUCK LIGHT POLE WHILE TAXIING IN AN AREA OF CONSTRUCTION. THE POLE LIGHTS WERE UNLIT AS WA,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9998555183410645}]",ORG,0.9998555183410645
20021004034939I,(-23) DURING PREFLIGHT JUST PRIOR TO DEPARTURE PILOT WAS DISTRACTED BY CELL PHONE CALL. PILOT FAILED TO REMOVE AIRC,23,"[{'value': 'CARDINAL', 'confidence': 0.6138677000999451}]",CARDINAL,0.6138677000999451
20021027029099I,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN ",23,"[{'value': 'CARDINAL', 'confidence': 0.9996448755264282}]",CARDINAL,0.9996448755264282
20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,23,"[{'value': 'CARDINAL', 'confidence': 0.9993152618408203}]",CARDINAL,0.9993152618408203
20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,CESSNA,"[{'value': 'PRODUCT', 'confidence': 0.39057785272598267}]",PRODUCT,0.39057785272598267
20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,CE-401 N531MH,"[{'value': 'PRODUCT', 'confidence': 0.9251474738121033}]",PRODUCT,0.9251474738121033
20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,EAGLE CREEK AIRPORT,"[{'value': 'FAC', 'confidence': 0.9999246994654337}]",FAC,0.9999246994654337
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",23,"[{'value': 'CARDINAL', 'confidence': 0.6702158451080322}]",CARDINAL,0.6702158451080322
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J","NOVEMBER 17, 2002","[{'value': 'DATE', 'confidence': 0.9999732077121735}]",DATE,0.9999732077121735
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",1630 LOCAL TIME,"[{'value': 'TIME', 'confidence': 0.8339017033576965}]",TIME,0.8339017033576965
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",CESSNA,"[{'value': 'PRODUCT', 'confidence': 0.9856987595558167}]",PRODUCT,0.9856987595558167
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",152,"[{'value': 'CARDINAL', 'confidence': 0.7232428789138794}]",CARDINAL,0.7232428789138794
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",N4823L,"[{'value': 'CARDINAL', 'confidence': 0.7091720104217529}]",CARDINAL,0.7091720104217529
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",AERO WINGS INC,"[{'value': 'ORG', 'confidence': 0.9999639590581259}]",ORG,0.9999639590581259
20021024033449I,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,23,"[{'value': 'CARDINAL', 'confidence': 0.9999562501907349}]",CARDINAL,0.9999562501907349
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",19,"[{'value': 'CARDINAL', 'confidence': 0.9999830722808838}]",CARDINAL,0.9999830722808838
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","OCTOBER 2, 2002","[{'value': 'DATE', 'confidence': 0.9999742805957794}]",DATE,0.9999742805957794
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",1540 EASTERN DAYLIGHT TIME,"[{'value': 'TIME', 'confidence': 0.9990053176879883}]",TIME,0.9990053176879883
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",A BEAGLE AIRCRAFT B.206 BASSET,"[{'value': 'PRODUCT', 'confidence': 0.9982015132904053}]",PRODUCT,0.9982015132904053
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",N72KB,"[{'value': 'CARDINAL', 'confidence': 0.9626140594482422}]",CARDINAL,0.9626140594482422
20021201038509A,(-23) PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL. ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,23,"[{'value': 'CARDINAL', 'confidence': 0.9688624739646912}]",CARDINAL,0.9688624739646912
20021201038509A,(-23) PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL. ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9996945858001709}]",ORG,0.9996945858001709
20021201038509A,(-23) PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL. ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999698400497437}]",ORG,0.9999698400497437
20030225003209A,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,23,"[{'value': 'CARDINAL', 'confidence': 0.9936394095420837}]",CARDINAL,0.9936394095420837
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,23,"[{'value': 'CARDINAL', 'confidence': 0.9998164772987366}]",CARDINAL,0.9998164772987366
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,MS BOMBERGER,"[{'value': 'PRODUCT', 'confidence': 0.9976312816143036}]",PRODUCT,0.9976312816143036
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,CTJ,"[{'value': 'FAC', 'confidence': 0.9991827607154846}]",FAC,0.9991827607154846
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,SECOND,"[{'value': 'ORDINAL', 'confidence': 0.9999632835388184}]",ORDINAL,0.9999632835388184
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",19,"[{'value': 'CARDINAL', 'confidence': 0.9999864101409912}]",CARDINAL,0.9999864101409912
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP","JANUARY 9, 2003","[{'value': 'DATE', 'confidence': 0.9998342394828796}]",DATE,0.9998342394828796
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",1500 CENTRAL STANDARD TIME,"[{'value': 'TIME', 'confidence': 0.9655563533306122}]",TIME,0.9655563533306122
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",AS-350-BA,"[{'value': 'PRODUCT', 'confidence': 0.5927827954292297}]",PRODUCT,0.5927827954292297
20030306008999I,"(-23) DURING THE TAKEOFF ROLL THE PILOT IN COMMAND NOTICED A ""VIBRATION"". THE VIBRATION CONTINUED AND AS THE AIRCRA",AIRCRA,"[{'value': 'PRODUCT', 'confidence': 0.9999940395355225}]",PRODUCT,0.9999940395355225
20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,23,"[{'value': 'CARDINAL', 'confidence': 0.9999637603759766}]",CARDINAL,0.9999637603759766
20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.7075276374816895}]",PRODUCT,0.7075276374816895
20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,23,"[{'value': 'CARDINAL', 'confidence': 0.9983409643173218}]",CARDINAL,0.9983409643173218
20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,4,"[{'value': 'FAC', 'confidence': 0.9931066632270813}]",FAC,0.9931066632270813
20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,N961LL,"[{'value': 'CARDINAL', 'confidence': 0.9618038535118103}]",CARDINAL,0.9618038535118103
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",23,"[{'value': 'CARDINAL', 'confidence': 0.6377823948860168}]",CARDINAL,0.6377823948860168
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT","DECEMBER 19, 2002","[{'value': 'DATE', 'confidence': 0.9999809563159943}]",DATE,0.9999809563159943
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",1530 MOUNTAIN STANDARD,"[{'value': 'TIME', 'confidence': 0.9034054080645243}]",TIME,0.9034054080645243
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",A BEECHCRAFT A36,"[{'value': 'PRODUCT', 'confidence': 0.9980719089508057}]",PRODUCT,0.9980719089508057
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",N323D,"[{'value': 'CARDINAL', 'confidence': 0.600402295589447}]",CARDINAL,0.600402295589447
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",23,"[{'value': 'CARDINAL', 'confidence': 0.9995580315589905}]",CARDINAL,0.9995580315589905
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH","DECEMBER 19, 2002","[{'value': 'DATE', 'confidence': 0.9999825358390808}]",DATE,0.9999825358390808
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",APPROXIMATELY 1:03 AM,"[{'value': 'TIME', 'confidence': 0.9975121021270752}]",TIME,0.9975121021270752
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",A FALCON DA-20,"[{'value': 'PRODUCT', 'confidence': 0.9999175866444906}]",PRODUCT,0.9999175866444906
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",STANIFORD INTERNATIONAL AIRPORT,"[{'value': 'FAC', 'confidence': 0.9999485810597738}]",FAC,0.9999485810597738
20030306005039A,"(-23) BAGS FROM AFT BAGGAGE STRUCK THE TAIL ROTOR IN FLIGHT, SUBSEQUENTLY THE TAIL ROTOR FAILED THE PILOT LANDED IN",23,"[{'value': 'CARDINAL', 'confidence': 0.999967098236084}]",CARDINAL,0.999967098236084
20030223010089I,"(-23) CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED. ON TH",23,"[{'value': 'CARDINAL', 'confidence': 0.8543272018432617}]",CARDINAL,0.8543272018432617
20030223010089I,"(-23) CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED. ON TH",AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999496936798096}]",PRODUCT,0.9999496936798096
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",23,"[{'value': 'CARDINAL', 'confidence': 0.9121400117874146}]",CARDINAL,0.9121400117874146
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",02/08/2003,"[{'value': 'DATE', 'confidence': 0.9999721765518188}]",DATE,0.9999721765518188
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",APPROXIMATELY 22:30,"[{'value': 'TIME', 'confidence': 0.9949063956737518}]",TIME,0.9949063956737518
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",FS AIR,"[{'value': 'ORG', 'confidence': 0.9999768733978271}]",ORG,0.9999768733978271
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",23,"[{'value': 'CARDINAL', 'confidence': 0.9964978098869324}]",CARDINAL,0.9964978098869324
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D","JANUARY 30, 2003","[{'value': 'DATE', 'confidence': 0.9999926686286926}]",DATE,0.9999926686286926
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",0330,"[{'value': 'TIME', 'confidence': 0.989922821521759}]",TIME,0.989922821521759
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",ALASKA,"[{'value': 'GPE', 'confidence': 0.5735107064247131}]",GPE,0.5735107064247131
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",CESSNA,"[{'value': 'ORG', 'confidence': 0.934516429901123}]",ORG,0.934516429901123
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",208B AIRPLANE,"[{'value': 'PRODUCT', 'confidence': 0.9980469048023224}]",PRODUCT,0.9980469048023224
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",N1276P,"[{'value': 'CARDINAL', 'confidence': 0.8240634202957153}]",CARDINAL,0.8240634202957153
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",23,"[{'value': 'CARDINAL', 'confidence': 0.9669656753540039}]",CARDINAL,0.9669656753540039
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","JUNE 11, 2003","[{'value': 'DATE', 'confidence': 0.9999847114086151}]",DATE,0.9999847114086151
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",1242 EDT,"[{'value': 'TIME', 'confidence': 0.9943248927593231}]",TIME,0.9943248927593231
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",STEVEN D. AYERS,"[{'value': 'PERSON', 'confidence': 0.9194930195808411}]",PERSON,0.9194930195808411
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",RV-6A AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9990946650505066}]",PRODUCT,0.9990946650505066
20030404010269A,(-23) A HOSE USED TO FILL THE CHEMICAL TANK FOR AERIAL APPLICATION WAS NOT REMOVED BEFORE THE PILOT ATTEMPTED TO TA,23,"[{'value': 'CARDINAL', 'confidence': 0.9999587535858154}]",CARDINAL,0.9999587535858154
20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,23,"[{'value': 'CARDINAL', 'confidence': 0.9993521571159363}]",CARDINAL,0.9993521571159363
20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.7737007141113281}]",ORG,0.7737007141113281
20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9577776193618774}]",FAC,0.9577776193618774
20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,AIRCRA,"[{'value': 'ORG', 'confidence': 0.9907398223876953}]",ORG,0.9907398223876953
20030615012189A,"(-23) ON JUNE 15, 2003 AT APPROXIMATELY 1730 CENTRAL DAYLIGHT TIME, N20553 EXPERIENCED A LOSS OF POWER DURING TAKE ","JUNE 15, 2003","[{'value': 'DATE', 'confidence': 0.99983349442482}]",DATE,0.99983349442482
