,doc_idx,sent_idx,original_sentence,input,mention,biencoder_predicted_entity,crossencoder_predicted_entity
690,2215,0,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,departed hya to reposition to ack.,hya,Hya language,Hya language
691,2216,2,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR. LANDED OK. MECHANIC HAD FAILED TO LATCH DOOR AFTER MAINTENANCE. , mechanic had failed to latch door after maintenance.,mechanic,Mechanic,Mechanic
692,2223,1,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   , indicates maintenance failed to fasten cowling.,cowling,Cowling,Cowling
693,2225,1,HIGH OIL TEMP. LOUD POP. AUTOROTATED. ROCKED LANDING. CHOPPED TAIL. SHOP RAG WRAPPED ON TAIL SHAFT. BLOCKED COOLER., loud pop.,loud pop,Loud music,Pop music
694,2228,0,STALLED ON PULLUP FROM ABORTED LANDING ON DIRT STRIP. FULL NOSE UP TRIM. RISING TERRAIN OFF END OF STRIP.          ,stalled on pullup from aborted landing on dirt strip.,dirt strip,Dirt road,Runway
695,2229,0,HOPPER FIRE INFLIGHT. PILOT LANDED ON ROAD BETWEEN TREES. SULPHUR DUST A FACTOR. NON COMPLIANCE WITH ADS ON SUBJECT,hopper fire inflight.,hopper,Hopper balloon,Hopper balloon
696,2232,0,"NARRATIVE: NORMAL TWO PILOT OPERATION BUT BECAUSE THIS WAS A MAINTENANCE RUN TO DAYTON, ONLY ONE PILOT PERFORMED PR","narrative: normal two pilot operation but because this was a maintenance run to dayton, only one pilot performed pr",dayton,"Dayton, Ohio","Dayton, Ohio"
697,2234,0,"NARRATIVE: ON MONDAY, NOVEMBER 20, 1995, AT APPROXIMATELY 1400 EST, STUDENT PILOT PAUL HOSEFROS INITIATED A TAKEOFF","narrative: on monday, november 20, 1995, at approximately 1400 est, student pilot paul hosefros initiated a takeoff",paul hosefros,Paul Werbos,Paul Stender
698,2235,0,"NARRATIVE: THE PILOT, DAVID EDWARD SHIPLEY, PILOT IN COMMAND, STATED THAT WHILE PERFORMING AN EXTERNAL LOAD LIFT OF","narrative: the pilot, david edward shipley, pilot in command, stated that while performing an external load lift of",david edward shipley,David Shipley,David Shipley
699,2236,0,"NARRATIVE: ON DECEMBER 22, 1995, A NORTHERN AIR CARGO, INC., DOUGLAS DC-6 AIRCRAFT N1027N, FLIGHT NO. 60, DEPARTED ","narrative: on december 22, 1995, a northern air cargo, inc.",inc,Company,Corporation
700,2236,1,"NARRATIVE: ON DECEMBER 22, 1995, A NORTHERN AIR CARGO, INC., DOUGLAS DC-6 AIRCRAFT N1027N, FLIGHT NO. 60, DEPARTED ",", douglas dc-6 aircraft n1027n, flight no.",douglas,Douglas Aircraft Company,Douglas DC-6
701,2239,0,NARRATIVE: DOWNWIND FOR LANDING RUNWAY 29 AT WINONA NOSE GEAR WOULD NOT EXTEND. NOSE GEAR UP LANDING WAS MADE. NOSE,narrative: downwind for landing runway 29 at winona nose gear would not extend.,winona,"Winona, Minnesota","Winona, Minnesota"
702,2241,0,"NARRATIVE: AIRCRAFT DEPARTED FORT SMITH, ARKANSAS. DURING GEAR RETRACTION, THE LANDING GEAR CIRCUIT BREAKER POPPED.","narrative: aircraft departed fort smith, arkansas.",fort smith,"Fort Smith, Arkansas","Fort Smith, Arkansas"
703,2241,0,"NARRATIVE: AIRCRAFT DEPARTED FORT SMITH, ARKANSAS. DURING GEAR RETRACTION, THE LANDING GEAR CIRCUIT BREAKER POPPED.","narrative: aircraft departed fort smith, arkansas.",arkansas,Arkansas,Arkansas
704,2242,0,"NARRATIVE: ON MARCH 18, 1996 AT 2215Z, AN ATR-72 (N27806) ON A FLIGHT FROM BROWNSVILLE TO HOUSTON INTERCONTINENTAL ","narrative: on march 18, 1996 at 2215z, an atr-72 (n27806) on a flight from brownsville to houston intercontinental ",brownsville,"Brownsville, Texas","Brownsville, Texas"
705,2242,0,"NARRATIVE: ON MARCH 18, 1996 AT 2215Z, AN ATR-72 (N27806) ON A FLIGHT FROM BROWNSVILLE TO HOUSTON INTERCONTINENTAL ","narrative: on march 18, 1996 at 2215z, an atr-72 (n27806) on a flight from brownsville to houston intercontinental ",houston,Houston,Houston
706,2250,0,"NARRATIVE: ON JUNE 1, 1996, APPROXIMATELY 0615 CDT FOLLOWING DEPARTURE FROM THE DENVER INTERNATIONAL AIRPORT, COMMA","narrative: on june 1, 1996, approximately 0615 cdt following departure from the denver international airport, comma",denver,Denver,Denver
707,2251,0,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","narrative: on an ifr flight plan from chicago, il to san antonio, tx n898cb, a cessna 560, experienced a rapid loss",chicago,Chicago,Chicago
708,2251,0,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","narrative: on an ifr flight plan from chicago, il to san antonio, tx n898cb, a cessna 560, experienced a rapid loss",il,Illinois,Illinois
709,2251,0,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","narrative: on an ifr flight plan from chicago, il to san antonio, tx n898cb, a cessna 560, experienced a rapid loss",san antonio,San Antonio,San Antonio
710,2251,0,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","narrative: on an ifr flight plan from chicago, il to san antonio, tx n898cb, a cessna 560, experienced a rapid loss",tx,Texas,Texas
711,2251,0,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","narrative: on an ifr flight plan from chicago, il to san antonio, tx n898cb, a cessna 560, experienced a rapid loss",cessna,Cessna,Cessna
712,2254,5,MAINTENANCE TEST. LOST POWER. AUTOROTATED. ROLLED LANDING.NR2 GOVERNOR CONTROL LEVER OFF.NR2 WORKED ON PRIOR FLIGHT,nr2 worked on prior flight.,nr2,NRSN2,Testicular receptor 2
713,2260,1,"NARRATIVE: ON SEPTEMBER 25, 1996, AT 0652 MST, A BEECH SUPER KING AIR B200, PILOTED BY MR. ROY A. GOODART TOOK OFF ", roy a.,roy a,Roy Alon,Roy
714,2260,2,"NARRATIVE: ON SEPTEMBER 25, 1996, AT 0652 MST, A BEECH SUPER KING AIR B200, PILOTED BY MR. ROY A. GOODART TOOK OFF ", goodart took off .,goodart,John Goodyear,Glenn Goodart
715,2262,1,"NARRATIVE: ON OCTOBER 16, 1996, MR. CARL N. LEWIS, PILOT-IN-COMMAND OF MOONEY, N9266V, TOOK OFF FROM MONTGOMERY AIR", carl n.,carl n,Carl (name),Carl (name)
716,2262,2,"NARRATIVE: ON OCTOBER 16, 1996, MR. CARL N. LEWIS, PILOT-IN-COMMAND OF MOONEY, N9266V, TOOK OFF FROM MONTGOMERY AIR"," lewis, pilot-in-command of mooney, n9266v, took off from montgomery air.",lewis,Homer I. Lewis,Robert A. Lewis
717,2262,2,"NARRATIVE: ON OCTOBER 16, 1996, MR. CARL N. LEWIS, PILOT-IN-COMMAND OF MOONEY, N9266V, TOOK OFF FROM MONTGOMERY AIR"," lewis, pilot-in-command of mooney, n9266v, took off from montgomery air.",mooney,Walter E. Mooney,Mooney International Corporation
718,2262,2,"NARRATIVE: ON OCTOBER 16, 1996, MR. CARL N. LEWIS, PILOT-IN-COMMAND OF MOONEY, N9266V, TOOK OFF FROM MONTGOMERY AIR"," lewis, pilot-in-command of mooney, n9266v, took off from montgomery air.",montgomery,"Montgomery, Alabama","Montgomery, Alabama"
719,2264,1,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT, connecting rod bent by hydro lock in nr5 cyl on startup.,nr5 cyl,Paragliding at the 2018 Asian Games – Women's individual accuracy,2014 Dubai 24 Hour
720,2273,0,ENIGNE QUIT ON LOW LEVEL SEISMIC SURVEY FLIGHT. ROTOR DECAY ON AUTOROTATION. WATER IN FUEL AND AT SOURCE. (-23) DUR,enigne quit on low level seismic survey flight.,enigne,EnQuest,Eni
721,2275,0,"NARRATIVE: FLIGHT 3873, ATR-42, N21837, STARTED TAXIING FOR DEPARTURE FROM THE BATON ROUGE AIRPORT WITH THE MAIN CA","narrative: flight 3873, atr-42, n21837, started taxiing for departure from the baton rouge airport with the main ca",baton rouge,"Baton Rouge, Louisiana","Baton Rouge, Louisiana"
722,2275,0,"NARRATIVE: FLIGHT 3873, ATR-42, N21837, STARTED TAXIING FOR DEPARTURE FROM THE BATON ROUGE AIRPORT WITH THE MAIN CA","narrative: flight 3873, atr-42, n21837, started taxiing for departure from the baton rouge airport with the main ca",main ca,Baton Rouge Metropolitan Airport,Baton Rouge Metropolitan Airport
723,2276,2,TAXIING TO RAMP NO FREQUENCY FOR AREA. HAD TO BACK UP DUE OUTBONED TRAFFIC. ATC THEN SET UP 1219 FOR TEMP CONTROL. , atc then set up 1219 for temp control.,atc,Air traffic control,Air traffic control
724,2277,0,DEPARTED WITH TOWBAR ATTACHED. ATC ADVISED BUT FLEW TO AIRPORT. LANDED HARD LEFT MAIN NOSE HIT FOLED BOTH AND WING.,departed with towbar attached.,towbar,Tow hitch,Tow hitch
725,2277,1,DEPARTED WITH TOWBAR ATTACHED. ATC ADVISED BUT FLEW TO AIRPORT. LANDED HARD LEFT MAIN NOSE HIT FOLED BOTH AND WING., atc advised but flew to airport.,atc,Air traffic control,Air traffic control
726,2278,6,DOOR OPENED AT ROTATION. ABORTED. LANDED REMAINING RUNWAY. BLEW A TIRE. BRAKING. MISJUDGEMENT. WILL FLY DOOR OPEN. , will fly door open.,door open,Paragliding at the 2018 Asian Games – Women's individual accuracy,The Doors Open
727,2281,3,DEPARTED ENGINE NOT HEATHY CONTINUED. MORE POWER LOSS. HIT WIRES LDG ON 135. (-23) THE PILOT DEPARTED PAULS VALLEY , (-23) the pilot departed pauls valley .,pauls valley,"Paulls Valley, Western Australia","Pauls Valley, Oklahoma"
728,2284,3,RIGHT TRANSMISSION DOOR SEPERATED. STRUCK TAIL ROTOR. AUTORATATED HARD LANDING. COWLING IMPROPERLY INSTALLED.      , cowling improperly installed.,cowling,Cowling,Cowling
729,2286,0,NARRATIVE: AIRCRAFT LOST POWER AND LANDED IN CORN FIELD APPROXIMATELY ONE MILE SHORT OF SHANNON AIRPORT. MINOR DAMA,narrative: aircraft lost power and landed in corn field approximately one mile short of shannon airport.,shannon,"Shannon, Georgia",Shannon Airport
730,2286,1,NARRATIVE: AIRCRAFT LOST POWER AND LANDED IN CORN FIELD APPROXIMATELY ONE MILE SHORT OF SHANNON AIRPORT. MINOR DAMA, minor dama.,minor dama,Dama,DAMA/NaI
731,2287,1,"NARRATIVE: MS. LUNKEN DEPARTED NASHUA, NH ENROUTE TO ALTOONA, PA. IN THE VICINITY OF WILKES-BARRE, PA SHE OBSERVED "," lunken departed nashua, nh enroute to altoona, pa.",lunken,Bobsleigh at the 2014 Winter Olympics,Cincinnati Municipal Lunken Airport
732,2287,1,"NARRATIVE: MS. LUNKEN DEPARTED NASHUA, NH ENROUTE TO ALTOONA, PA. IN THE VICINITY OF WILKES-BARRE, PA SHE OBSERVED "," lunken departed nashua, nh enroute to altoona, pa.",nashua,"Nashua, New Hampshire","Nashua, New Hampshire"
733,2287,1,"NARRATIVE: MS. LUNKEN DEPARTED NASHUA, NH ENROUTE TO ALTOONA, PA. IN THE VICINITY OF WILKES-BARRE, PA SHE OBSERVED "," lunken departed nashua, nh enroute to altoona, pa.",nh,New Hampshire,New Hampshire
734,2287,1,"NARRATIVE: MS. LUNKEN DEPARTED NASHUA, NH ENROUTE TO ALTOONA, PA. IN THE VICINITY OF WILKES-BARRE, PA SHE OBSERVED "," lunken departed nashua, nh enroute to altoona, pa.",altoona,"Altoona, Pennsylvania","Altoona, Pennsylvania"
735,2287,1,"NARRATIVE: MS. LUNKEN DEPARTED NASHUA, NH ENROUTE TO ALTOONA, PA. IN THE VICINITY OF WILKES-BARRE, PA SHE OBSERVED "," lunken departed nashua, nh enroute to altoona, pa.",pa,Pennsylvania,Pennsylvania
736,2287,2,"NARRATIVE: MS. LUNKEN DEPARTED NASHUA, NH ENROUTE TO ALTOONA, PA. IN THE VICINITY OF WILKES-BARRE, PA SHE OBSERVED "," in the vicinity of wilkes-barre, pa she observed .",wilkes-barre,"Wilkes-Barre, Pennsylvania","Wilkes-Barre, Pennsylvania"
737,2287,2,"NARRATIVE: MS. LUNKEN DEPARTED NASHUA, NH ENROUTE TO ALTOONA, PA. IN THE VICINITY OF WILKES-BARRE, PA SHE OBSERVED "," in the vicinity of wilkes-barre, pa she observed .",pa,Pennsylvania,Pennsylvania
738,2289,0,"NARRATIVE: ON OCTOBER 20, 1997, ABOUT 1030 ALASKA DAYLIGHT TIME, THE PILOT OF A CESSNA 208B, N9304F, EXPERIENCED A ","narrative: on october 20, 1997, about 1030 alaska daylight time, the pilot of a cessna 208b, n9304f, experienced a ",alaska,Alaska,Alaska
739,2289,0,"NARRATIVE: ON OCTOBER 20, 1997, ABOUT 1030 ALASKA DAYLIGHT TIME, THE PILOT OF A CESSNA 208B, N9304F, EXPERIENCED A ","narrative: on october 20, 1997, about 1030 alaska daylight time, the pilot of a cessna 208b, n9304f, experienced a ",cessna,Cessna,Cessna
740,2290,1,"(.4)THE PILOT LANDED AT WATERTOWN, LOADED AND OFF-LOADED CARGO, AND DEPARTED WITHOUT GETTING OUT OF THE AIRPLANE. A","4)the pilot landed at watertown, loaded and off-loaded cargo, and departed without getting out of the airplane.",watertown,"Watertown (city), New York","Watertown, Massachusetts"
741,2293,0,"NARRATIVE: ON MARCH 12, 1998 AT APPROXIMATELY 1100 CST, BA-3100, N832JS, PILOTED BY PIC JEREMY CHIN AND SIC GREGORY","narrative: on march 12, 1998 at approximately 1100 cst, ba-3100, n832js, piloted by pic jeremy chin and sic gregory",jeremy chin,Jeremy Weir,Arthur Chin
742,2293,0,"NARRATIVE: ON MARCH 12, 1998 AT APPROXIMATELY 1100 CST, BA-3100, N832JS, PILOTED BY PIC JEREMY CHIN AND SIC GREGORY","narrative: on march 12, 1998 at approximately 1100 cst, ba-3100, n832js, piloted by pic jeremy chin and sic gregory",sic gregory,Doug Gregory,William G. Gregory
743,2297,0,BELLY PANEL SEPERATED AIRCRAFT IN FLIGHT. PANEL WAS NEVER FOUND. OPERATOR HAS IMPLIMENTED PREVENTATIVE PROCEDURES. ,belly panel seperated aircraft in flight.,belly panel,Aircraft dope,Drop tank
744,2300,0,"ON MAY 13, 1998, AT 1810 EASTERN STANTARD TIME (EST), A READ ROTORWAY EXECUTIVE 90, HOMEBUILT HELICOPTER, N4561C, O","on may 13, 1998, at 1810 eastern stantard time (est), a read rotorway executive 90, homebuilt helicopter, n4561c, o",eastern stantard time,Eastern Time Zone,Eastern Time Zone
745,2301,2,FUEL STARVATION ON SHORT FLIGHT. PILOT ADMITTED MISTAKE IN VISUAL FUEL CHECK. LANDED SAFE IN OPEN FIELD.           , landed safe in open field.,open,Open terrain,Open-field system
746,2305,0,RT AILERON OR WING WAS FLUTTER BEFORE GLIDER RELEASE. AFTER RELEASE WENT INTO RIGHT SPRIRAL. IMPACTED GROUND. (.4) ,rt aileron or wing was flutter before glider release.,rt aileron,Aileron,Aileron
747,2308,1,DURING THE AIRCRAFT TAKEODD THE TAIL WHEEL BECAME UNLOCKED DUE TO AN ACCUMULATION OF DIRT IN THE TAIL WHEEL. THE AI, the ai.,the ai,Mae Ai,Artificial intelligence
748,2311,1,"(.19) ON OCTOBER 1, 1998, AT 1230 CENTRAL DAYLIGHT TIME, A DIAMOND AIRCRAFT INDUSTRIES DA 20-A1 AIRPLANE, N527SS, W","19) on october 1, 1998, at 1230 central daylight time, a diamond aircraft industries da 20-a1 airplane, n527ss, w.",central daylight,Central Time Zone,Central Time Zone
749,2313,0,ACFT WAS INVOLVED IN AERIAL APPLICATION WHEN THE ENGINE RAN OUT OF OIL DUE TO THE PILOT NOT SECURING THE DIPSTICK.(,acft was involved in aerial application when the engine ran out of oil due to the pilot not securing the dipstick.,acft,American Car and Foundry Company,Acme Aircraft Corporation
750,2315,0,"ACFT WAS ON RIGHT BASE TO RWY 32, REPORTS NOT GOING TO MAKE IT AND LANDS SE OF RWY 32 IN PINELAWN CEMETARY. (.19)ON","acft was on right base to rwy 32, reports not going to make it and lands se of rwy 32 in pinelawn cemetary.",pinelawn,"Pineland, Florida","Woodlawn, Baltimore County, Maryland"
751,2317,0,"PILOT REPORTED THAT THE ACFT HAD ""LOST SOMETHING"" SHORTLY AFTER TAKE-OFF AND SAID HE WAS ATTEMPTING TO RETURN TO TH","pilot reported that the acft had ""lost something"" shortly after take-off and said he was attempting to return to th",acft,ACM Air Charter,Air traffic control
752,2321,0,"ON 5/6/99 AT APPROXIMATELY 1608C, DELTA 789 DEPARTED RUNWAY 36 BOUND FOR SAN FRANCISCO, CA. SHORTLY AFTER TAKEOFF T","on 5/6/99 at approximately 1608c, delta 789 departed runway 36 bound for san francisco, ca.",delta,Delta Air Lines,Delta Air Lines
753,2321,0,"ON 5/6/99 AT APPROXIMATELY 1608C, DELTA 789 DEPARTED RUNWAY 36 BOUND FOR SAN FRANCISCO, CA. SHORTLY AFTER TAKEOFF T","on 5/6/99 at approximately 1608c, delta 789 departed runway 36 bound for san francisco, ca.",san francisco,San Francisco,San Francisco
754,2321,0,"ON 5/6/99 AT APPROXIMATELY 1608C, DELTA 789 DEPARTED RUNWAY 36 BOUND FOR SAN FRANCISCO, CA. SHORTLY AFTER TAKEOFF T","on 5/6/99 at approximately 1608c, delta 789 departed runway 36 bound for san francisco, ca.",ca,California,California
755,2322,0,"(-23)AFTER LANDING, TAXIED ON TAXIWAY PAPA WAS MARCHALLED BY GROUP PERSONNEL INTO THE ATLANTIC FBO RAMP, HIT A RECE","(-23)after landing, taxied on taxiway papa was marchalled by group personnel into the atlantic fbo ramp, hit a rece",atlantic fbo,Fixed-base operator,Atlantic Ocean
756,2327,1,"(.19) ON OCTOBER 3, 1999, ABOUT 1510 ALASKA DAYLIGHT TIME, A WHEEL EQUIPPED BELLANCA 7GCBC AIRPLANE, N4156Y, SUSTAI","19) on october 3, 1999, about 1510 alaska daylight time, a wheel equipped bellanca 7gcbc airplane, n4156y, sustai.",alaska,Alaska,Alaska
757,2327,1,"(.19) ON OCTOBER 3, 1999, ABOUT 1510 ALASKA DAYLIGHT TIME, A WHEEL EQUIPPED BELLANCA 7GCBC AIRPLANE, N4156Y, SUSTAI","19) on october 3, 1999, about 1510 alaska daylight time, a wheel equipped bellanca 7gcbc airplane, n4156y, sustai.",sustai,"Susitna, Alaska",Sisimiut
758,2328,2,(.4) THE PILOT COMPLETED THREE TOUCH-AND-GOES BEFORE DEPARTING THE TRAFFIC PATTERN AND INITIATING A CLIMB. WHILE PA, while pa.,pa,Pennsylvania,Pennsylvania
759,2329,1,"(-23) ON TUESDAY, NOVEMBER 9, 1999 AT 1500 HOURS LOCAL, PILOT T. O'CONNELL ATTEMPTED A TAKE-OFF FROM CANANDAIGUA AI", o'connell attempted a take-off from canandaigua ai.,o'connell,Aaron D. O'Connell,Daniel O'Connell
760,2329,1,"(-23) ON TUESDAY, NOVEMBER 9, 1999 AT 1500 HOURS LOCAL, PILOT T. O'CONNELL ATTEMPTED A TAKE-OFF FROM CANANDAIGUA AI", o'connell attempted a take-off from canandaigua ai.,canandaigua ai,Canandaigua Airport,Artificial intelligence
761,2330,0,"(-23)^PRIVACY DATA ^ A PRIVATE PILOT WHILE FLYING N9023Q, A BEECH BE-58-58, ENROUTE AT 12,000 TO KMSN HAD THE FRONT","(-23)^privacy data ^ a private pilot while flying n9023q, a beech be-58-58, enroute at 12,000 to kmsn had the front",kmsn,Kazan International Airport,National Airspace System
762,2332,0,(-5) ON JANUARY 27TH AT 10:27PM AIRCRAFT N1959F A CE-172N OPERATED BY EAGLE AVIATION INC. AND PILOTED BY FRANCIS H.,(-5) on january 27th at 10:27pm aircraft n1959f a ce-172n operated by eagle aviation inc.,eagle aviation inc,Eagle Aircraft Company,Eagle Aircraft Company
763,2332,1,(-5) ON JANUARY 27TH AT 10:27PM AIRCRAFT N1959F A CE-172N OPERATED BY EAGLE AVIATION INC. AND PILOTED BY FRANCIS H., and piloted by francis h.,francis h,Francis Herbert Wenham,Francis McClean
764,2334,1,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT ","19) on february 19, 2000, at 1825 eastern standard time, a beech 1900d, n81sk, operated as skyway airline flight .",eastern standard,Eastern Time Zone,Eastern Time Zone
765,2334,1,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT ","19) on february 19, 2000, at 1825 eastern standard time, a beech 1900d, n81sk, operated as skyway airline flight .",skyway,Skyway Airlines,Skyway Airlines
766,2335,1,"(-23) MR. TIMOTHY ALLEN WELLS WAS ACTING AS PILOT IN COMMAND OF A BELL HELICOPTER MODEL BHT-47-G5, N4754R, ENGAGED "," timothy allen wells was acting as pilot in command of a bell helicopter model bht-47-g5, n4754r, engaged .",timothy allen wells,Tim Clark,Timothy Allen
767,2336,0,"(-23) LOCAL VFR FLIGHT FROM MOR TO GKT. ENROUTE THE ENGINE BEGAN TO RUN ROUGH, AND STOPPED SEVERAL TIMES. PILOT WAS",(-23) local vfr flight from mor to gkt.,local vfr,Instrument landing system localizer,Visual flight rules
768,2339,1,(-23)PILOT FAILED TO REMOVE AN ENGINE EXHAUST PLUG DURING HIS PRE-FLIGHT DUE TO A DISTRACTION FROM REFUELERS. DURIN, durin.,durin,Durin,Durin
769,2343,0,"(-23)ON MAY 26, 2000, N4628C DEPARTED RUNWAY 22, CULPEPER, VA (W49) ON A PERSONAL FLIGHT SUBSEQUENT TO MAINTENANCE ","(-23)on may 26, 2000, n4628c departed runway 22, culpeper, va (w49) on a personal flight subsequent to maintenance ",culpeper,"Culpeper, Virginia","Culpeper, Virginia"
770,2343,0,"(-23)ON MAY 26, 2000, N4628C DEPARTED RUNWAY 22, CULPEPER, VA (W49) ON A PERSONAL FLIGHT SUBSEQUENT TO MAINTENANCE ","(-23)on may 26, 2000, n4628c departed runway 22, culpeper, va (w49) on a personal flight subsequent to maintenance ",va,Virginia,United States Department of Veterans Affairs
771,2344,0,"(-23)PILOT TAXIED AIRCRAFT TO RUNWAY 31 AT READING AIRPORT (RDG), READING, PA, THEN STOPPED AND SET BRAKES. PILOT W","(-23)pilot taxied aircraft to runway 31 at reading airport (rdg), reading, pa, then stopped and set brakes.",reading airport,Reading Regional Airport,Reading Regional Airport
772,2344,0,"(-23)PILOT TAXIED AIRCRAFT TO RUNWAY 31 AT READING AIRPORT (RDG), READING, PA, THEN STOPPED AND SET BRAKES. PILOT W","(-23)pilot taxied aircraft to runway 31 at reading airport (rdg), reading, pa, then stopped and set brakes.",reading,"Reading, Pennsylvania","Reading, Pennsylvania"
773,2344,0,"(-23)PILOT TAXIED AIRCRAFT TO RUNWAY 31 AT READING AIRPORT (RDG), READING, PA, THEN STOPPED AND SET BRAKES. PILOT W","(-23)pilot taxied aircraft to runway 31 at reading airport (rdg), reading, pa, then stopped and set brakes.",pa,Pennsylvania,Pennsylvania
