,index,input,sentence,head,relation,tail
2447,1518,banging noise during takeoff. returned. found fueling access door unlatched.                                       ,<triplet> St. Petersburg <subj> Russia <obj> located in the administrative territorial entity <triplet> Russia <subj> St. Petersburg <obj> contains administrative territorial entity,Russia,contains administrative territorial entity,St. Petersburg
2448,1519,lost electronics. lost control on landing with manual gear not locked. had failed turn on generator switch.        ,<triplet> engine <subj> gear <obj> has part <triplet> gear <subj> engine <obj> part of,engine,has part,gear
2449,1519,lost electronics. lost control on landing with manual gear not locked. had failed turn on generator switch.        ,<triplet> engine <subj> gear <obj> has part <triplet> gear <subj> engine <obj> part of,gear,part of,engine
2450,1520,engine overheating. diverted for landing. found engine inlet covers in place. pilot stated rushed preflight.       ,<triplet> inlet <subj> engine <obj> part of,inlet,part of,engine
2451,1521,lost power on overwater climbout and ditched. had failed to turn on required boost pump switches.                  ,<triplet> climbout <subj> boost pump <obj> has part <triplet> boost pump <subj> climbout <obj> part of,climbout,has part,boost pump
2452,1521,lost power on overwater climbout and ditched. had failed to turn on required boost pump switches.                  ,<triplet> climbout <subj> boost pump <obj> has part <triplet> boost pump <subj> climbout <obj> part of,boost pump,part of,climbout
2453,1522,fuel leaking from aircraft. returned. found right fuel cap was missing.                                            ,<triplet> fuel cap <subj> leaking <obj> subclass of,fuel cap,subclass of,leaking
2454,1523,engine overheating low oil pressure. propeller problems.  precautionary landing. air intake cowl covers not removed,<triplet> engine overheating <subj> oil pressure <obj> has cause <triplet> oil pressure <subj> engine overheating <obj> has effect,engine overheating,has cause,oil pressure
2455,1523,engine overheating low oil pressure. propeller problems.  precautionary landing. air intake cowl covers not removed,<triplet> engine overheating <subj> oil pressure <obj> has cause <triplet> oil pressure <subj> engine overheating <obj> has effect,oil pressure,has effect,engine overheating
2456,1524,helicopter on cart. oil leak test. began to spin as pilot tried to become airborne to avoid mechanic. rolled over. ,<triplet> pilot <subj> helicopter <obj> item operated,pilot,item operated,helicopter
2457,1525,engine started when pilot rotated propeller to check compression. magnetos were left on from previous flight.      ,<triplet> propeller <subj> engine <obj> part of,propeller,part of,engine
2458,1526,"took off in glider tow with dive brakes open. pilot saw them as tow plane released.too low,hit wires and power pole",<triplet> glider <subj> tow plane <obj> subclass of,glider,subclass of,tow plane
2459,1527,forgot to remove control lock on preflight. on takeoff aircraft porpoised damaging gear and propeller.             ,<triplet> gear <subj> aircraft <obj> part of,gear,part of,aircraft
2460,1528,ground looped on takeoff roll in a strong gust quartering crosswind. had neglected to insure tailwheel was locked. ,<triplet> tailwheel <subj> takeoff <obj> use,tailwheel,use,takeoff
2461,1529,failed reset back trim for takeoff with back seat load. nose high premature takeoff. stalled. no full load training,<triplet> premature takeoff <subj> takeoff <obj> subclass of,premature takeoff,subclass of,takeoff
2462,1530,taxiway gave way under right main landing gear of aircraft while waiting for departure.                            ,<triplet> main landing gear <subj> aircraft <obj> part of,main landing gear,part of,aircraft
2463,1531,"engine missing on climbout. descended below trees. found in pond. electric fuel pump off, on takeoff should be on. ",<triplet> engine <subj> fuel pump <obj> has part <triplet> fuel pump <subj> engine <obj> part of,engine,has part,fuel pump
2464,1531,"engine missing on climbout. descended below trees. found in pond. electric fuel pump off, on takeoff should be on. ",<triplet> engine <subj> fuel pump <obj> has part <triplet> fuel pump <subj> engine <obj> part of,fuel pump,part of,engine
2465,1532,engine quit returning after jumpers away. attemped forced landing collided with trees halfmile from runway.        ,<triplet> forced landing <subj> landing <obj> subclass of,forced landing,subclass of,landing
2466,1533,lost both engines. hit vehicle on freeway on landing. fuel line leaking left engine. water in fuel right engine.   ,<triplet> left engine <subj> right engine <obj> opposite of <triplet> right engine <subj> left engine <obj> opposite of,left engine,opposite of,right engine
2467,1533,lost both engines. hit vehicle on freeway on landing. fuel line leaking left engine. water in fuel right engine.   ,<triplet> left engine <subj> right engine <obj> opposite of <triplet> right engine <subj> left engine <obj> opposite of,right engine,opposite of,left engine
2468,1534,reported problem on climbout. stalled and crashed. no locking pins in seat track. seat pin bent. belt not fastened ,<triplet> seat <subj> seat track <obj> connects with <triplet> seat track <subj> seat <obj> connects with,seat,connects with,seat track
2469,1534,reported problem on climbout. stalled and crashed. no locking pins in seat track. seat pin bent. belt not fastened ,<triplet> seat <subj> seat track <obj> connects with <triplet> seat track <subj> seat <obj> connects with,seat track,connects with,seat
2470,1535,on takeoff loose fuel cap spilled fuel. aborted. wing exploded on restart. jumped out. aircraft struck light pole. ,<triplet> aborted <subj> restart <obj> followed by <triplet> restart <subj> aborted <obj> follows,aborted,followed by,restart
2471,1535,on takeoff loose fuel cap spilled fuel. aborted. wing exploded on restart. jumped out. aircraft struck light pole. ,<triplet> aborted <subj> restart <obj> followed by <triplet> restart <subj> aborted <obj> follows,restart,follows,aborted
2472,1536,fire in flight. crash landed and burned. turbocharger exhaust pipe came off. pilot aware loss of power prior flight,<triplet> turbocharger <subj> exhaust pipe <obj> has part <triplet> exhaust pipe <subj> turbocharger <obj> part of,turbocharger,has part,exhaust pipe
2473,1536,fire in flight. crash landed and burned. turbocharger exhaust pipe came off. pilot aware loss of power prior flight,<triplet> turbocharger <subj> exhaust pipe <obj> has part <triplet> exhaust pipe <subj> turbocharger <obj> part of,exhaust pipe,part of,turbocharger
2474,1537,engine quit on downwind. struck dirt bank short of runway. fuel tanks had large amounts water including carb bowl. ,<triplet> carb bowl <subj> fuel tank <obj> part of,carb bowl,part of,fuel tank
2475,1538,engine rough taxiing out and takeoff. climbed slowly. struck trees off end runway. burned. no engine defects.      ,<triplet> taxiing <subj> takeoff <obj> followed by <triplet> takeoff <subj> taxiing <obj> follows,taxiing,followed by,takeoff
2476,1538,engine rough taxiing out and takeoff. climbed slowly. struck trees off end runway. burned. no engine defects.      ,<triplet> taxiing <subj> takeoff <obj> followed by <triplet> takeoff <subj> taxiing <obj> follows,takeoff,follows,taxiing
2477,1539,neglected to turn on oil supply valve prior to takeoff. lost oil pressure. elected to land on a road. wing hit sign,"<triplet> John F. Kennedy Airport <subj> Washington, D.C. <obj> place served by transport hub",John F. Kennedy Airport,place served by transport hub,"Washington, D.C."
2478,1540,strong surface winds damaged aileron bellcrank while tied down. pilot failed note on preflight. crashed on takeoff.,<triplet> bellcrank <subj> aileron <obj> part of,bellcrank,part of,aileron
2479,1541,smoke in cockpit. engine failed. forced landing in field. oil dip stick had not been replaced.                     ,<triplet> oil dip stick <subj> cockpit <obj> part of,oil dip stick,part of,cockpit
2480,1542,engine overheated. landed on a road to check. wind struck gas meter pipe. a rag was covering the oil cooler.       ,<triplet> oil cooler <subj> engine <obj> part of,oil cooler,part of,engine
2481,1543,"lifted to a hover,drifted sideways,struck ground and rolled over. cyclic control friction set too tight.           ",<triplet> hover <subj> control <obj> subclass of,hover,subclass of,control
2482,1544,pilot made emergency gear up landing in field after takeoff. water in fuel and injector nozzles fouled.            ,<triplet> emergency gear <subj> pilot <obj> used by,emergency gear,used by,pilot
2483,1545,gus lock string wrapped around control stick in flight. wing hit ground as pilot tried free control. cartwheeled.  ,<triplet> pilot <subj> control stick <obj> item operated,pilot,item operated,control stick
2484,1546,debris in cockpit blinded pilot on swath run. pulled up hit trees landed on road overshot into fence and trees.    ,<triplet> cockpit <subj> pilot <obj> used by <triplet> pilot <subj> cockpit <obj> uses,cockpit,used by,pilot
