c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19980607012559A,"ACFT TOOK OFF AND CLIMBED TO APPROX 150 FEET AGL AT WHICH POINT BEGAN TO LOSE POWER, ACFT TO LAND IN A GRASSY AREA.",[],"[('ACFT TOOK', 'NORP'), ('150', 'CARDINAL'), ('FEET', 'ORG'), ('POWER', 'PRODUCT'), ('ACFT', 'ORG')]","[('ACFT', 'PROPN'), ('TOOK', 'VERB'), ('OFF', 'ADV'), ('AND', 'CCONJ'), ('CLIMBED', 'NOUN'), ('TO', 'ADP'), ('APPROX', 'NOUN'), ('150', 'NUM'), ('FEET', 'NOUN'), ('AGL', 'PROPN'), ('AT', 'PROPN'), ('WHICH', 'DET'), ('POINT', 'PROPN'), ('BEGAN', 'VERB'), ('TO', 'ADP'), ('LOSE', 'PROPN'), ('POWER', 'PROPN'), (',', 'PUNCT'), ('ACFT', 'VERB'), ('TO', 'PART'), ('LAND', 'PROPN'), ('IN', 'ADP'), ('A', 'DET'), ('GRASSY', 'PROPN'), ('AREA', 'NOUN'), ('.', 'PUNCT')]","['ACFT', 'take', 'off', 'and', 'climbed', 'to', 'approx', '150', 'foot', 'AGL', 'AT', 'which', 'POINT', 'begin', 'to', 'LOSE', 'POWER', ',', 'ACFT', 'to', 'LAND', 'in', 'a', 'GRASSY', 'area', '.']","[('ACFT', 'compound', 'TOOK'), ('TOOK', 'compound', 'OFF'), ('OFF', 'ROOT', 'OFF'), ('AND', 'cc', 'OFF'), ('CLIMBED', 'conj', 'OFF'), ('TO', 'ROOT', 'TO'), ('APPROX', 'nmod', 'FEET'), ('150', 'nummod', 'FEET'), ('FEET', 'pobj', 'TO'), ('AGL', 'compound', 'AT'), ('AT', 'appos', 'FEET'), ('WHICH', 'ROOT', 'WHICH'), ('POINT', 'nsubj', 'BEGAN'), ('BEGAN', 'ROOT', 'BEGAN'), ('TO', 'compound', 'POWER'), ('LOSE', 'compound', 'POWER'), ('POWER', 'dobj', 'BEGAN'), (',', 'punct', 'POWER'), ('ACFT', 'appos', 'POWER'), ('TO', 'aux', 'LAND'), ('LAND', 'ROOT', 'LAND'), ('IN', 'prep', 'LAND'), ('A', 'det', 'AREA'), ('GRASSY', 'compound', 'AREA'), ('AREA', 'pobj', 'IN'), ('.', 'punct', 'LAND')]",0.0,[]
19990423039179A,"(.4)BEFORE DEPARTURE ON A FERRY FLIGHT, BOTH PREVIOUSLY DAMAGED PROPELLERS WERE REMOVED AND REPLACED. AN INCORRECT ",[],[],"[('(', 'PUNCT'), ('.4)BEFORE', 'PUNCT'), ('DEPARTURE', 'VERB'), ('ON', 'ADP'), ('A', 'DET'), ('FERRY', 'ADJ'), ('FLIGHT', 'NOUN'), (',', 'PUNCT'), ('BOTH', 'DET'), ('PREVIOUSLY', 'PROPN'), ('DAMAGED', 'PROPN'), ('PROPELLERS', 'NOUN'), ('WERE', 'VERB'), ('REMOVED', 'VERB'), ('AND', 'CCONJ'), ('REPLACED', 'NOUN'), ('.', 'PUNCT'), ('AN', 'DET'), ('INCORRECT', 'PROPN')]","['(', '.4)BEFORE', 'DEPARTURE', 'on', 'a', 'ferry', 'flight', ',', 'both', 'PREVIOUSLY', 'DAMAGED', 'propeller', 'were', 'remove', 'and', 'REPLACED', '.', 'an', 'INCORRECT']","[('(', 'punct', 'DEPARTURE'), ('.4)BEFORE', 'punct', 'DEPARTURE'), ('DEPARTURE', 'ROOT', 'DEPARTURE'), ('ON', 'prt', 'DEPARTURE'), ('A', 'det', 'FLIGHT'), ('FERRY', 'amod', 'FLIGHT'), ('FLIGHT', 'ROOT', 'FLIGHT'), (',', 'punct', 'WERE'), ('BOTH', 'det', 'PROPELLERS'), ('PREVIOUSLY', 'compound', 'PROPELLERS'), ('DAMAGED', 'compound', 'PROPELLERS'), ('PROPELLERS', 'nsubj', 'WERE'), ('WERE', 'ROOT', 'WERE'), ('REMOVED', 'acomp', 'WERE'), ('AND', 'cc', 'REMOVED'), ('REPLACED', 'conj', 'REMOVED'), ('.', 'punct', 'WERE'), ('AN', 'det', 'INCORRECT'), ('INCORRECT', 'ROOT', 'INCORRECT')]",-0.1666666666666666,[]
19980608025749A,"ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ",[],"[('JUNE 8, 1998', 'DATE'), ('SAAB', 'ORG'), ('N6370L', 'ORG'), ('WENT', 'ORG'), ('THE END OF THE RUNWAY DURING', 'ORG')]","[('ON', 'ADP'), ('JUNE', 'PROPN'), ('8', 'NUM'), (',', 'PUNCT'), ('1998', 'NUM'), ('M', 'NOUN'), ('AT', 'PROPN'), ('1055', 'NUM'), ('HOURS', 'PROPN'), ('PACIFIC', 'PROPN'), ('DAYLIGHT', 'PROPN'), ('TIME', 'PROPN'), (',', 'PUNCT'), ('A', 'DET'), ('SAAB', 'PROPN'), ('91B', 'NUM'), (',', 'PUNCT'), ('N6370L', 'PROPN'), (',', 'PUNCT'), ('WENT', 'VERB'), ('OFF', 'PROPN'), ('THE', 'DET'), ('END', 'NOUN'), ('OF', 'ADP'), ('THE', 'DET'), ('RUNWAY', 'NOUN'), ('DURING', 'ADP'), ('AN', 'DET')]","['on', 'JUNE', '8', ',', '1998', 'm', 'AT', '1055', 'HOURS', 'PACIFIC', 'DAYLIGHT', 'TIME', ',', 'a', 'SAAB', '91b', ',', 'N6370L', ',', 'go', 'OFF', 'the', 'end', 'of', 'the', 'runway', 'during', 'an']","[('ON', 'compound', 'JUNE'), ('JUNE', 'ROOT', 'JUNE'), ('8', 'nummod', 'JUNE'), (',', 'punct', 'JUNE'), ('1998', 'npadvmod', 'JUNE'), ('M', 'compound', 'AT'), ('AT', 'ROOT', 'AT'), ('1055', 'nummod', 'TIME'), ('HOURS', 'compound', 'PACIFIC'), ('PACIFIC', 'compound', 'TIME'), ('DAYLIGHT', 'compound', 'TIME'), ('TIME', 'nsubj', 'WENT'), (',', 'punct', 'TIME'), ('A', 'det', '91B'), ('SAAB', 'compound', '91B'), ('91B', 'appos', 'TIME'), (',', 'punct', '91B'), ('N6370L', 'appos', '91B'), (',', 'punct', 'TIME'), ('WENT', 'ROOT', 'WENT'), ('OFF', 'prep', 'WENT'), ('THE', 'det', 'END'), ('END', 'pobj', 'OFF'), ('OF', 'prep', 'END'), ('THE', 'det', 'RUNWAY'), ('RUNWAY', 'pobj', 'OF'), ('DURING', 'prep', 'WENT'), ('AN', 'pobj', 'DURING')]",0.0,[]
19990407020009I,UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE. LANDING GEAR WOULD NOT RETRACT.  AIRCRAFT CIRCLED SIMI VALLEY TO BURN F,[],"[('UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE', 'ORG')]","[('UPON', 'NOUN'), ('TAKEOFF', 'NOUN'), ('AIRCRAFT', 'NOUN'), ('WOULD', 'VERB'), ('NOT', 'ADV'), ('ACCELERATE', 'VERB'), ('.', 'PUNCT'), ('LANDING', 'NOUN'), ('GEAR', 'NOUN'), ('WOULD', 'VERB'), ('NOT', 'ADV'), ('RETRACT', 'PROPN'), ('.', 'PUNCT'), (' ', 'SPACE'), ('AIRCRAFT', 'NOUN'), ('CIRCLED', 'ADJ'), ('SIMI', 'PROPN'), ('VALLEY', 'PROPN'), ('TO', 'ADP'), ('BURN', 'PROPN'), ('F', 'NOUN')]","['upon', 'takeoff', 'aircraft', 'WOULD', 'not', 'accelerate', '.', 'landing', 'gear', 'WOULD', 'not', 'RETRACT', '.', ' ', 'aircraft', 'circled', 'SIMI', 'VALLEY', 'to', 'BURN', 'f']","[('UPON', 'compound', 'AIRCRAFT'), ('TAKEOFF', 'compound', 'AIRCRAFT'), ('AIRCRAFT', 'nsubj', 'ACCELERATE'), ('WOULD', 'aux', 'ACCELERATE'), ('NOT', 'neg', 'ACCELERATE'), ('ACCELERATE', 'ROOT', 'ACCELERATE'), ('.', 'punct', 'ACCELERATE'), ('LANDING', 'compound', 'GEAR'), ('GEAR', 'nsubj', 'RETRACT'), ('WOULD', 'aux', 'RETRACT'), ('NOT', 'neg', 'RETRACT'), ('RETRACT', 'ROOT', 'RETRACT'), ('.', 'punct', 'RETRACT'), (' ', '', '.'), ('AIRCRAFT', 'amod', 'VALLEY'), ('CIRCLED', 'amod', 'VALLEY'), ('SIMI', 'compound', 'VALLEY'), ('VALLEY', 'ROOT', 'VALLEY'), ('TO', 'aux', 'BURN'), ('BURN', 'ROOT', 'BURN'), ('F', 'dobj', 'BURN')]",0.0,[]
19980613036149I,(-5) ON THE ABOVE DATE AND TIME EMERY 024 (HEAVY) WAS DEPARTING DAY WHEN THE MAIN CARGO DOOR OPENED FOR UNKNOWN REA,[],"[('HEAVY', 'ORG')]","[('(', 'PUNCT'), ('-5', 'PUNCT'), (')', 'PUNCT'), ('ON', 'ADP'), ('THE', 'DET'), ('ABOVE', 'PROPN'), ('DATE', 'NOUN'), ('AND', 'CCONJ'), ('TIME', 'PROPN'), ('EMERY', 'NOUN'), ('024', 'NUM'), ('(', 'PUNCT'), ('HEAVY', 'PROPN'), (')', 'PUNCT'), ('WAS', 'VERB'), ('DEPARTING', 'NOUN'), ('DAY', 'NOUN'), ('WHEN', 'ADV'), ('THE', 'DET'), ('MAIN', 'ADJ'), ('CARGO', 'PROPN'), ('DOOR', 'PROPN'), ('OPENED', 'NOUN'), ('FOR', 'ADP'), ('UNKNOWN', 'NOUN'), ('REA', 'NOUN')]","['(', '-5', ')', 'on', 'the', 'ABOVE', 'date', 'and', 'TIME', 'emery', '024', '(', 'HEAVY', ')', 'be', 'departing', 'day', 'when', 'the', 'main', 'CARGO', 'DOOR', 'OPENED', 'for', 'unknown', 'rea']","[('(', 'ROOT', '('), ('-5', 'pobj', '('), (')', 'punct', '-5'), ('ON', 'pobj', '-5'), ('THE', 'det', 'DATE'), ('ABOVE', 'compound', 'DATE'), ('DATE', 'pobj', 'ON'), ('AND', 'cc', 'DATE'), ('TIME', 'conj', 'DATE'), ('EMERY', 'appos', 'TIME'), ('024', 'nummod', 'EMERY'), ('(', 'punct', 'HEAVY'), ('HEAVY', 'ROOT', 'HEAVY'), (')', 'punct', 'HEAVY'), ('WAS', 'ROOT', 'WAS'), ('DEPARTING', 'amod', 'DAY'), ('DAY', 'npadvmod', 'WAS'), ('WHEN', 'advmod', 'OPENED'), ('THE', 'det', 'OPENED'), ('MAIN', 'amod', 'OPENED'), ('CARGO', 'compound', 'OPENED'), ('DOOR', 'compound', 'OPENED'), ('OPENED', 'relcl', 'DAY'), ('FOR', 'prep', 'OPENED'), ('UNKNOWN', 'compound', 'REA'), ('REA', 'pobj', 'FOR')]",-0.0333333333333333,[]
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,[],[],"[('LOUD', 'PROPN'), ('BANG', 'PROPN'), ('AND', 'CCONJ'), ('SHUDDER', 'PROPN'), ('ENROUTE', 'PROPN'), ('.', 'PUNCT'), ('SAW', 'PROPN'), ('SPARKS', 'PROPN'), ('AT', 'PROPN'), ('ROTOR', 'PROPN'), ('.', 'PUNCT'), ('RETURNED', 'NOUN'), ('.', 'PUNCT'), ('ENGINE', 'PROPN'), ('COWLING', 'PROPN'), ('SEPERATED', 'PROPN'), ('.', 'PUNCT'), ('COWL', 'PROPN'), ('NOT', 'ADV'), ('FASTENED', 'VERB'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['LOUD', 'BANG', 'and', 'SHUDDER', 'ENROUTE', '.', 'SAW', 'SPARKS', 'AT', 'ROTOR', '.', 'RETURNED', '.', 'ENGINE', 'COWLING', 'SEPERATED', '.', 'COWL', 'not', 'fasten', '.', '        ']","[('LOUD', 'compound', 'BANG'), ('BANG', 'ROOT', 'BANG'), ('AND', 'cc', 'BANG'), ('SHUDDER', 'conj', 'BANG'), ('ENROUTE', 'dobj', 'SHUDDER'), ('.', 'punct', 'BANG'), ('SAW', 'compound', 'SPARKS'), ('SPARKS', 'ROOT', 'SPARKS'), ('AT', 'compound', 'ROTOR'), ('ROTOR', 'ROOT', 'ROTOR'), ('.', 'punct', 'ROTOR'), ('RETURNED', 'ROOT', 'RETURNED'), ('.', 'punct', 'RETURNED'), ('ENGINE', 'compound', 'SEPERATED'), ('COWLING', 'compound', 'SEPERATED'), ('SEPERATED', 'ROOT', 'SEPERATED'), ('.', 'punct', 'SEPERATED'), ('COWL', 'compound', 'FASTENED'), ('NOT', 'punct', 'FASTENED'), ('FASTENED', 'ROOT', 'FASTENED'), ('.', 'punct', 'FASTENED'), ('        ', '', '.')]",0.1,[]
19980617028129I,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL",[],"[('JUNE 17, 1998', 'DATE'), ('HAWAII', 'ORG')]","[('ON', 'ADP'), ('JUNE', 'PROPN'), ('17', 'NUM'), (',', 'PUNCT'), ('1998', 'NUM'), (',', 'PUNCT'), ('AN', 'DET'), ('AS-350-BA', 'ADP'), ('HELICOPTER', 'PROPN'), ('DEPARTED', 'PROPN'), ('LIHUE', 'NOUN'), ('AIRPORT', 'NOUN'), ('ON', 'ADP'), ('THE', 'DET'), ('ISLAND', 'NOUN'), ('OF', 'ADP'), ('KAUAI', 'PROPN'), (',', 'PUNCT'), ('HAWAII', 'PROPN'), (',', 'PUNCT'), ('THE', 'DET'), ('PILOT', 'PROPN'), ('HAD', 'VERB'), ('NEGL', 'PROPN')]","['on', 'JUNE', '17', ',', '1998', ',', 'an', 'as-350-ba', 'HELICOPTER', 'DEPARTED', 'lihue', 'airport', 'on', 'the', 'island', 'of', 'KAUAI', ',', 'HAWAII', ',', 'the', 'PILOT', 'have', 'NEGL']","[('ON', 'compound', 'JUNE'), ('JUNE', 'nsubj', 'HAD'), ('17', 'nummod', 'JUNE'), (',', 'punct', 'JUNE'), ('1998', 'npadvmod', 'JUNE'), (',', 'punct', 'JUNE'), ('AN', 'det', 'AIRPORT'), ('AS-350-BA', 'compound', 'AIRPORT'), ('HELICOPTER', 'compound', 'AIRPORT'), ('DEPARTED', 'compound', 'AIRPORT'), ('LIHUE', 'compound', 'AIRPORT'), ('AIRPORT', 'appos', 'JUNE'), ('ON', 'prep', 'AIRPORT'), ('THE', 'det', 'ISLAND'), ('ISLAND', 'pobj', 'ON'), ('OF', 'prep', 'ISLAND'), ('KAUAI', 'pobj', 'OF'), (',', 'punct', 'AIRPORT'), ('HAWAII', 'conj', 'AIRPORT'), (',', 'punct', 'HAWAII'), ('THE', 'det', 'PILOT'), ('PILOT', 'conj', 'HAWAII'), ('HAD', 'ROOT', 'HAD'), ('NEGL', 'dobj', 'HAD')]",0.0,[]
19990515020569A,"ON MAY 15, 1999, AT 1754 ALASKA DAYLIGHT TIME, A TAILWHEEL EQUIPPED PIPER PA-20 AIRPLANE, N8883C, SUSTAINED SUBSTAN",[],"[('MAY 15, 1999', 'DATE'), ('1754', 'DATE'), ('AIRPLANE', 'ORG'), ('N8883C', 'ORG'), ('SUSTAINED', 'ORG')]","[('ON', 'PROPN'), ('MAY', 'PROPN'), ('15', 'NUM'), (',', 'PUNCT'), ('1999', 'NUM'), (',', 'PUNCT'), ('AT', 'ADP'), ('1754', 'NUM'), ('ALASKA', 'PROPN'), ('DAYLIGHT', 'PROPN'), ('TIME', 'PROPN'), (',', 'PUNCT'), ('A', 'DET'), ('TAILWHEEL', 'PROPN'), ('EQUIPPED', 'NOUN'), ('PIPER', 'PROPN'), ('PA-20', 'PROPN'), ('AIRPLANE', 'PROPN'), (',', 'PUNCT'), ('N8883C', 'PROPN'), (',', 'PUNCT'), ('SUSTAINED', 'NOUN'), ('SUBSTAN', 'VERB')]","['ON', 'MAY', '15', ',', '1999', ',', 'at', '1754', 'ALASKA', 'DAYLIGHT', 'TIME', ',', 'a', 'TAILWHEEL', 'equipped', 'PIPER', 'PA-20', 'AIRPLANE', ',', 'N8883C', ',', 'SUSTAINED', 'SUBSTAN']","[('ON', 'prep', 'EQUIPPED'), ('MAY', 'pobj', 'ON'), ('15', 'nummod', 'MAY'), (',', 'punct', 'MAY'), ('1999', 'nummod', 'MAY'), (',', 'punct', 'MAY'), ('AT', 'nmod', 'TIME'), ('1754', 'nummod', 'TIME'), ('ALASKA', 'compound', 'TIME'), ('DAYLIGHT', 'compound', 'TIME'), ('TIME', 'appos', 'MAY'), (',', 'punct', 'EQUIPPED'), ('A', 'det', 'TAILWHEEL'), ('TAILWHEEL', 'nsubj', 'EQUIPPED'), ('EQUIPPED', 'ROOT', 'EQUIPPED'), ('PIPER', 'nmod', 'AIRPLANE'), ('PA-20', 'punct', 'AIRPLANE'), ('AIRPLANE', 'dobj', 'EQUIPPED'), (',', 'punct', 'AIRPLANE'), ('N8883C', 'dep', 'SUBSTAN'), (',', 'punct', 'SUBSTAN'), ('SUSTAINED', 'compound', 'SUBSTAN'), ('SUBSTAN', 'ROOT', 'SUBSTAN')]",0.0,[]
19990518014329I,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL","[HE: [HE, HE]]","[('STUDENT PRFLIGHTED', 'ORG'), ('TOLD INSTRUCTOR', 'PERSON')]","[('STUDENT', 'PROPN'), ('PRFLIGHTED', 'NOUN'), (',', 'PUNCT'), ('FOUND', 'PROPN'), ('WATER', 'PROPN'), ('.', 'PUNCT'), ('DRAINED', 'NOUN'), ('UNTIL', 'VERB'), ('HE', 'PRON'), ('THOUGHT', 'PROPN'), ('HE', 'PRON'), ('HAD', 'VERB'), ('ALL', 'DET'), ('THE', 'DET'), ('WATER', 'NOUN'), ('OUT', 'PROPN'), ('.', 'PUNCT'), ('TOLD', 'PROPN'), ('INSTRUCTOR', 'PROPN'), ('.', 'PUNCT'), ('INSTRUCTOR', 'PROPN'), ('TOL', 'NOUN')]","['STUDENT', 'prflighted', ',', 'FOUND', 'WATER', '.', 'DRAINED', 'until', 'he', 'THOUGHT', 'he', 'have', 'all', 'the', 'water', 'OUT', '.', 'TOLD', 'INSTRUCTOR', '.', 'INSTRUCTOR', 'TOL']","[('STUDENT', 'compound', 'PRFLIGHTED'), ('PRFLIGHTED', 'ROOT', 'PRFLIGHTED'), (',', 'punct', 'PRFLIGHTED'), ('FOUND', 'compound', 'WATER'), ('WATER', 'appos', 'PRFLIGHTED'), ('.', 'punct', 'PRFLIGHTED'), ('DRAINED', 'ROOT', 'DRAINED'), ('UNTIL', 'prep', 'DRAINED'), ('HE', 'nsubj', 'THOUGHT'), ('THOUGHT', 'ROOT', 'THOUGHT'), ('HE', 'nsubj', 'HAD'), ('HAD', 'ROOT', 'HAD'), ('ALL', 'predet', 'OUT'), ('THE', 'det', 'OUT'), ('WATER', 'compound', 'OUT'), ('OUT', 'dobj', 'HAD'), ('.', 'punct', 'HAD'), ('TOLD', 'ROOT', 'TOLD'), ('INSTRUCTOR', 'dobj', 'TOLD'), ('.', 'punct', 'TOLD'), ('INSTRUCTOR', 'compound', 'TOL'), ('TOL', 'ROOT', 'TOL')]",0.0,"[[[8, 8], [10, 10]]]"
19980705015659A,DURING GLIDER TOW AT 150FT AGL THE CANOPY OPENED. RELEASED TOW AND TRIED RETURN. SEPEATED GAR AND TAIL LANDING. (.4,[],"[('TOW', 'ORG'), ('TOW', 'ORG')]","[('DURING', 'ADP'), ('GLIDER', 'NOUN'), ('TOW', 'NOUN'), ('AT', 'ADP'), ('150FT', 'PROPN'), ('AGL', 'PROPN'), ('THE', 'DET'), ('CANOPY', 'PROPN'), ('OPENED', 'VERB'), ('.', 'PUNCT'), ('RELEASED', 'VERB'), ('TOW', 'NOUN'), ('AND', 'CCONJ'), ('TRIED', 'PROPN'), ('RETURN', 'PROPN'), ('.', 'PUNCT'), ('SEPEATED', 'ADJ'), ('GAR', 'PROPN'), ('AND', 'CCONJ'), ('TAIL', 'PROPN'), ('LANDING', 'PROPN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4', 'PUNCT')]","['during', 'GLIDER', 'tow', 'at', '150FT', 'AGL', 'the', 'CANOPY', 'open', '.', 'release', 'tow', 'and', 'TRIED', 'RETURN', '.', 'sepeated', 'GAR', 'and', 'TAIL', 'LANDING', '.', '(', '.4']","[('DURING', 'amod', '150FT'), ('GLIDER', 'compound', '150FT'), ('TOW', 'compound', 'AT'), ('AT', 'compound', '150FT'), ('150FT', 'ROOT', '150FT'), ('AGL', 'compound', 'OPENED'), ('THE', 'det', 'OPENED'), ('CANOPY', 'compound', 'OPENED'), ('OPENED', 'ROOT', 'OPENED'), ('.', 'punct', 'OPENED'), ('RELEASED', 'nmod', 'RETURN'), ('TOW', 'nmod', 'RETURN'), ('AND', 'cc', 'TOW'), ('TRIED', 'conj', 'TOW'), ('RETURN', 'ROOT', 'RETURN'), ('.', 'punct', 'RETURN'), ('SEPEATED', 'amod', 'GAR'), ('GAR', 'ROOT', 'GAR'), ('AND', 'cc', 'GAR'), ('TAIL', 'compound', 'LANDING'), ('LANDING', 'conj', 'GAR'), ('.', 'punct', 'GAR'), ('(', 'ROOT', '('), ('.4', 'punct', '(')]",0.0,[]
19990603013999I,FUEL COP IMPROPERLY SECURED AFTER FUELDING. CAP CAME OFF IN CRUISE FLIGHT ALLOWING FUEL TO SYPHON OUT OF THE WING T,[],"[('CAP CAME OFF', 'ORG')]","[('FUEL', 'NOUN'), ('COP', 'PROPN'), ('IMPROPERLY', 'NOUN'), ('SECURED', 'VERB'), ('AFTER', 'ADP'), ('FUELDING', 'PROPN'), ('.', 'PUNCT'), ('CAP', 'PROPN'), ('CAME', 'VERB'), ('OFF', 'PROPN'), ('IN', 'ADP'), ('CRUISE', 'PROPN'), ('FLIGHT', 'PROPN'), ('ALLOWING', 'PROPN'), ('FUEL', 'NOUN'), ('TO', 'ADP'), ('SYPHON', 'VERB'), ('OUT', 'ADV'), ('OF', 'ADP'), ('THE', 'DET'), ('WING', 'NOUN'), ('T', 'NOUN')]","['fuel', 'COP', 'improperly', 'secure', 'after', 'FUELDING', '.', 'CAP', 'come', 'OFF', 'in', 'CRUISE', 'FLIGHT', 'ALLOWING', 'fuel', 'to', 'syphon', 'out', 'of', 'the', 'wing', 't']","[('FUEL', 'compound', 'COP'), ('COP', 'compound', 'SECURED'), ('IMPROPERLY', 'compound', 'SECURED'), ('SECURED', 'ROOT', 'SECURED'), ('AFTER', 'compound', 'FUELDING'), ('FUELDING', 'ROOT', 'FUELDING'), ('.', 'punct', 'FUELDING'), ('CAP', 'nsubj', 'CAME'), ('CAME', 'ROOT', 'CAME'), ('OFF', 'prt', 'CAME'), ('IN', 'prep', 'CAME'), ('CRUISE', 'pobj', 'IN'), ('FLIGHT', 'compound', 'ALLOWING'), ('ALLOWING', 'ROOT', 'ALLOWING'), ('FUEL', 'dobj', 'ALLOWING'), ('TO', 'aux', 'SYPHON'), ('SYPHON', 'ROOT', 'SYPHON'), ('OUT', 'prt', 'SYPHON'), ('OF', 'prep', 'SYPHON'), ('THE', 'det', 'WING'), ('WING', 'compound', 'T'), ('T', 'pobj', 'OF')]",0.0,[]
19990511020019I,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,[],"[('#1', 'MONEY')]","[('AIRCRAFT', 'PROPN'), ('LANDED', 'PROPN'), ('GEAR', 'VERB'), ('UP', 'PART'), ('ON', 'PROPN'), ('RUNWAY', 'PROPN'), ('#', 'SYM'), ('1', 'NUM'), ('AT', 'ADP'), ('ALBANY', 'PROPN'), ('INTERNATIONAL', 'PROPN'), ('AIRPORT', 'PROPN'), ('.', 'PUNCT'), ('PILOT', 'PROPN'), ('WAS', 'VERB'), ('IN', 'ADP'), ('THE', 'DET'), ('PROCESS', 'NOUN'), ('OF', 'ADP'), ('PERFORMING', 'VERB'), ('AN', 'DET'), ('EME', 'NOUN')]","['AIRCRAFT', 'LANDED', 'GEAR', 'up', 'ON', 'RUNWAY', '#', '1', 'at', 'ALBANY', 'INTERNATIONAL', 'AIRPORT', '.', 'PILOT', 'be', 'in', 'the', 'proces', 'of', 'perform', 'an', 'eme']","[('AIRCRAFT', 'nmod', 'GEAR'), ('LANDED', 'nmod', 'GEAR'), ('GEAR', 'ROOT', 'GEAR'), ('UP', 'nmod', 'RUNWAY'), ('ON', 'nmod', 'RUNWAY'), ('RUNWAY', 'nmod', 'AIRPORT'), ('#', 'quantmod', '1'), ('1', 'nummod', 'AIRPORT'), ('AT', 'compound', 'AIRPORT'), ('ALBANY', 'compound', 'AIRPORT'), ('INTERNATIONAL', 'compound', 'AIRPORT'), ('AIRPORT', 'ROOT', 'AIRPORT'), ('.', 'punct', 'AIRPORT'), ('PILOT', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('IN', 'prep', 'WAS'), ('THE', 'det', 'PROCESS'), ('PROCESS', 'pobj', 'IN'), ('OF', 'prep', 'PROCESS'), ('PERFORMING', 'pobj', 'OF'), ('AN', 'det', 'EME'), ('EME', 'dobj', 'PERFORMING')]",0.0,[]
19980716021779I,AIRCRAFT FAILED PRESSURIZE ON CLIMB OUT. RETURNED. CARGO DOOR NOT PROPERLY CLOSED.                                 ,[],"[('CLIMB', 'ORG')]","[('AIRCRAFT', 'NOUN'), ('FAILED', 'ADJ'), ('PRESSURIZE', 'PROPN'), ('ON', 'NOUN'), ('CLIMB', 'NOUN'), ('OUT', 'ADV'), ('.', 'PUNCT'), ('RETURNED', 'NOUN'), ('.', 'PUNCT'), ('CARGO', 'PROPN'), ('DOOR', 'VERB'), ('NOT', 'ADV'), ('PROPERLY', 'NOUN'), ('CLOSED', 'PROPN'), ('.', 'PUNCT'), ('                                ', 'SPACE')]","['aircraft', 'failed', 'PRESSURIZE', 'on', 'climb', 'out', '.', 'RETURNED', '.', 'CARGO', 'DOOR', 'not', 'properly', 'CLOSED', '.', '                                ']","[('AIRCRAFT', 'compound', 'OUT'), ('FAILED', 'amod', 'ON'), ('PRESSURIZE', 'compound', 'ON'), ('ON', 'compound', 'OUT'), ('CLIMB', 'compound', 'OUT'), ('OUT', 'ROOT', 'OUT'), ('.', 'punct', 'OUT'), ('RETURNED', 'ROOT', 'RETURNED'), ('.', 'punct', 'RETURNED'), ('CARGO', 'amod', 'DOOR'), ('DOOR', 'nmod', 'CLOSED'), ('NOT', 'neg', 'CLOSED'), ('PROPERLY', 'compound', 'CLOSED'), ('CLOSED', 'ROOT', 'CLOSED'), ('.', 'punct', 'CLOSED'), ('                                ', '', '.')]",-0.225,[]
