,index,input,sentence,head,relation,tail
1375,1184,THE GEAR COLLAPSED DURING TAKEOFF ROLL.  GEAR SELECTOR HAD BEEN MOVED TO UP POSITION BY MAINTENANCE PERSONNEL.     ,<triplet> TAKEOFF ROLL <subj> GEAR <obj> facet of,TAKEOFF ROLL,facet of,GEAR
1376,1185,FAILED TO ADVANCE RPM LEVERS FOR TAKEOFF. PIC NOTED POOR PERFORMANCE AND ABORTED. RAN OFF END OF RUNWAY AND CRASHED,<triplet> TAKEOFF <subj> RPM LEVERS <obj> subclass of,TAKEOFF,subclass of,RPM LEVERS
1377,1186,NOSE BAGGAGE DOOR POPPED OPEN AT LIFTOFF.  ABORTED ON REMAINING RUNWAY.  SECURED DOOR AND DEPARTED.                ,<triplet> BAGGAGE <subj> DOOR <obj> part of,BAGGAGE,part of,DOOR
1378,1187,NOSE GEAR COLLAPSED ON ROLLOUT. BATTERY IN DISCHARGED CONDITION. ALTERNATOR SWITCH WAS OFF.                        ,<triplet> ROLLOUT <subj> BATTERY <obj> subclass of,ROLLOUT,subclass of,BATTERY
1379,1188,EVIDENCE INDICATES PILOTS SEAT NOT LOCKED SLID REARWARD O N TAKEOFF. PILOT UNABLE TO CONTROL. STALLED AND CRASHED  ,<triplet> TAKEOFF <subj> PILOT <obj> subclass of,TAKEOFF,subclass of,PILOT
1380,1189,CABIN DOOR CAME OPEN DURING CLIMB AFTER WIND NOISE WAS HEARD. RETURNED AND SHUT THE DOOR.                          ,<triplet> CABIN <subj> CLIMB <obj> instance of,CABIN,instance of,CLIMB
1381,1190,OIL NOTED ON ENGINE COWLING AT TAKEOFF.  RETURNED.  DISCOVERED THE OIL CAP WAS LOOSE.                              ,<triplet> TAKEOFF <subj> ENGINE <obj> instance of,TAKEOFF,instance of,ENGINE
1382,1191,ABORTED TAKEOFF AND DEPARTED RUNWAY END INTO A FENCE AND DITCH. IMPROPER USE OF FLAPS FOR SHORT FIELD TAKEOFF.     ,<triplet> TAKEOFF <subj> FENCE <obj> part of <triplet> TAKEOFF <subj> FENCE <obj> part of,TAKEOFF,part of,FENCE
1383,1191,ABORTED TAKEOFF AND DEPARTED RUNWAY END INTO A FENCE AND DITCH. IMPROPER USE OF FLAPS FOR SHORT FIELD TAKEOFF.     ,<triplet> TAKEOFF <subj> FENCE <obj> part of <triplet> TAKEOFF <subj> FENCE <obj> part of,TAKEOFF,part of,FENCE
1384,1192,"GEAR COLLAPSED ON ROLLOUT.  SUSPECT OPERATOR FAILED TO OPERATE ALTERNATOR SWITCH PROPERLY, BATTERY WAS DRAINED.    ",<triplet> GEAR <subj> ROLLOUT <obj> product or material produced,GEAR,product or material produced,ROLLOUT
1385,1193,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,<triplet> AIRCRAFT STOLEN <subj> AIRCRAFT <obj> instance of,AIRCRAFT STOLEN,instance of,AIRCRAFT
1386,1194,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR WAS FOUND TO BE OPEN. GROUND CREW FAILED TO SECURE THE DOOR.                ,<triplet> TAKEOFF <subj> GROUND CREW <obj> manufacturer,TAKEOFF,manufacturer,GROUND CREW
1387,1195,HIGH PRESSURE FUEL PUMP WAS ON DURING TAXI. ENGINE QUIT. DURING RESTART ATTEMPT FUEL ACCUMULATION ON GROUND IGNITED,<triplet> FUEL PUMP <subj> ENGINE <obj> part of,FUEL PUMP,part of,ENGINE
1388,1196,THE ENGINE FAILED. THE AIRCRAFT LANDED IN A COW PASTURE. WATER FOUND IN FUEL TANK.                                 ,<triplet> FUEL TANK <subj> AIRCRAFT <obj> instance of,FUEL TANK,instance of,AIRCRAFT
1389,1197,"FAILED TO HOOK UP ELEVATORS PRIOR TO TAKEOFF. GLIDER PITCHED UP ON THE TOW,HIT GROUND BOUNCED UP 150FT AND CRASHED ",<triplet> TAKEOFF <subj> GLIDER <obj> instance of,TAKEOFF,instance of,GLIDER
1390,1198,HOLD DOWN STRAP NOT UNHOOKED ON TAKEOFF TO HOVER FROM A TRAILER. TILTED LEFT. COLLIDED WITH GROUND. ROLLED OVER.   ,<triplet> TAKEOFF <subj> TRAILER <obj> part of,TAKEOFF,part of,TRAILER
1391,1199,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,<triplet> PILOT <subj> ENGINE <obj> has part,PILOT,has part,ENGINE
1392,1201,"THE DOOR CAME OPEN ON TAKEOFF. WHILE ATTEMPTING TO LAND, AIRCRAFT HIT TERRAIN. PILOT FAILED TO PROPERLY LATCH DOOR.",<triplet> TAKEOFF <subj> TERRAIN <obj> instance of,TAKEOFF,instance of,TERRAIN
1393,1202,"LOW OIL PRESSURE LIGHT CAME ON AFTER FLUCTUATION. ENGINE SHUTDOWN, AIRCRAFT RETURNED. OIL CAP WAS OFF.             ",<triplet> AIRCRAFT <subj> FLUCTUATION <obj> has part,AIRCRAFT,has part,FLUCTUATION
1394,1203,OIL SMEAR FINALLLY COVERED WINDSHIELD BEFORE EMERGENCY LANDING WAS MADE. CAUSE OF OIL LEAK NOT DEFINED.            ,<triplet> WINDSHIELD <subj> EMERGENCY <obj> has cause <triplet> EMERGENCY <subj> WINDSHIELD <obj> has effect,WINDSHIELD,has cause,EMERGENCY
1395,1203,OIL SMEAR FINALLLY COVERED WINDSHIELD BEFORE EMERGENCY LANDING WAS MADE. CAUSE OF OIL LEAK NOT DEFINED.            ,<triplet> WINDSHIELD <subj> EMERGENCY <obj> has cause <triplet> EMERGENCY <subj> WINDSHIELD <obj> has effect,EMERGENCY,has effect,WINDSHIELD
1396,1204,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,<triplet> The Great Gatsby <subj> Glee <obj> derivative work <triplet> Glee <subj> The Great Gatsby <obj> based on,The Great Gatsby,derivative work,Glee
1397,1204,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,<triplet> The Great Gatsby <subj> Glee <obj> derivative work <triplet> Glee <subj> The Great Gatsby <obj> based on,Glee,based on,The Great Gatsby
1398,1205,LOST POWER ON CLIMBOUT. CRASHED INTO BRUSH OFF END RUNWAY. PILOT TOOK OFF WITH FUEL SELECTOR IN OFF POSITION.      ,<triplet> FUEL SELECTOR <subj> CLIMBOUT <obj> use,FUEL SELECTOR,use,CLIMBOUT
1399,1206,NO ELEVATOR UP RESPONSE. PILOT BAILED OUT.CRASHED INVERTED IN A FLAT SPIN.SUSPECT IMPROPERLY ASSEMBLED TAIL SECTION,<triplet> INVERTED <subj> TAIL SECTION <obj> has part <triplet> TAIL SECTION <subj> INVERTED <obj> part of,INVERTED,has part,TAIL SECTION
1400,1206,NO ELEVATOR UP RESPONSE. PILOT BAILED OUT.CRASHED INVERTED IN A FLAT SPIN.SUSPECT IMPROPERLY ASSEMBLED TAIL SECTION,<triplet> INVERTED <subj> TAIL SECTION <obj> has part <triplet> TAIL SECTION <subj> INVERTED <obj> part of,TAIL SECTION,part of,INVERTED
1401,1207,OIL FROM ENGINE CAUGHT FIRE AND EXTINGUISHED BY FIRE BOTTLE.  SAFE LANDING.                                        ,<triplet> SAFE LANDING <subj> ENGINE <obj> facet of,SAFE LANDING,facet of,ENGINE
1402,1208,OVER INFLATED TAIL WHEEL STRUT CAUSED PILOT TO LOSE CONTROL WHEN IT BROKE OFF ON LANDING IN A CROSSWIND SIDE LOAD. ,<triplet> CROSSWIND <subj> TAIL WHEEL STRUT <obj> has part,CROSSWIND,has part,TAIL WHEEL STRUT
1403,1209,PILOT APPLIED 30 DEGREES OF FLAPS TO LIFT OFF SHORT RUNWAY. FLAPS WERE RETRACTED AND AIRCRAFT MUSHED INTO A SWAMP. ,<triplet> FLAPS <subj> AIRCRAFT <obj> part of <triplet> AIRCRAFT <subj> FLAPS <obj> has part,FLAPS,part of,AIRCRAFT
1404,1209,PILOT APPLIED 30 DEGREES OF FLAPS TO LIFT OFF SHORT RUNWAY. FLAPS WERE RETRACTED AND AIRCRAFT MUSHED INTO A SWAMP. ,<triplet> FLAPS <subj> AIRCRAFT <obj> part of <triplet> AIRCRAFT <subj> FLAPS <obj> has part,AIRCRAFT,has part,FLAPS
1405,1210,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",<triplet> CANOPY <subj> CLIMBOUT <obj> has cause,CANOPY,has cause,CLIMBOUT
1406,1211,UNABLE TO STAY AIRBORNE ON TAKEOFF. ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN. MAG SWITCH ON ONE MAG. ,<triplet> AIRBORNE <subj> TAKEOFF <obj> different from <triplet> TAKEOFF <subj> AIRBORNE <obj> different from,AIRBORNE,different from,TAKEOFF
1407,1211,UNABLE TO STAY AIRBORNE ON TAKEOFF. ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN. MAG SWITCH ON ONE MAG. ,<triplet> AIRBORNE <subj> TAKEOFF <obj> different from <triplet> TAKEOFF <subj> AIRBORNE <obj> different from,TAKEOFF,different from,AIRBORNE
1408,1212,SMOKE FROM ENGINES AFTER TAKEOFF. RETURNED. OIL FILLER CAPS WERE NOT SECURED.                                      ,<triplet> MOVE FROM ENGINES AFTER TAKEOFF <subj> OIL FILLER <obj> main subject,MOVE FROM ENGINES AFTER TAKEOFF,main subject,OIL FILLER
1409,1213,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING. SOME WATER WAS FOUND IN THE AUTO GAS.     ,<triplet> TAKEOFF <subj> AIRCRAFT <obj> instance of,TAKEOFF,instance of,AIRCRAFT
1410,1214,THE AIRCRAFT RAN OFF THE END OF THE RUNWAY DURING ABORT.  THE PILOT FAILED TO USE FLAPS FOR TAKEOFF.               ,<triplet> TAKEOFF <subj> ABORT <obj> subclass of,TAKEOFF,subclass of,ABORT
1411,1215,UPPER COWLING BECAME LOOSE ON CLIMBOUT. RETURNING TO AIRPORT AIRCRAFT STALLED. IMPACTED TERRAIN NEXT TO THE RUNWAY.,<triplet> COWLING <subj> AIRCRAFT <obj> subclass of,COWLING,subclass of,AIRCRAFT
1412,1216,THE AIRCRAFT WOULD NOT PRESSURIZE AND THE AIRCRAFT RETURNED TO AIRPORT.  CARGO DOOR UNLATCHED.  WARNING LIGHT INOP.,<triplet> Airport <subj> CARGO <obj> has part <triplet> CARGO <subj> Airport <obj> part of,Airport,has part,CARGO
1413,1216,THE AIRCRAFT WOULD NOT PRESSURIZE AND THE AIRCRAFT RETURNED TO AIRPORT.  CARGO DOOR UNLATCHED.  WARNING LIGHT INOP.,<triplet> Airport <subj> CARGO <obj> has part <triplet> CARGO <subj> Airport <obj> part of,CARGO,part of,Airport
1414,1217,THE AIRCRAFT DESCENDED INTO TREES DURING AN ATTEMPTED GO AROUND. THE PILOT RETRACTED THE FLAPS TOO EARLY.          ,<triplet> The Flying Machine <subj> John Wayne <obj> cast member,The Flying Machine,cast member,John Wayne
1415,1218,HELICOPTER IMPACTED GROUND AND ROLLED OVER AFTER LOSS OF TAIL ROTOR CONTROL. PRIOR DAMAGE IGNORED. NO AIRWORTHINESS,<triplet> AIRWORTHINESS <subj> ROLLED OVER <obj> subclass of,AIRWORTHINESS,subclass of,ROLLED OVER
1416,1219,INITIAL CLIMB. RIGHT TURN. UNABLE TO GET WING UP. HIT WATER. ROLLED OVER. SANK. SUSPECT WATER IN WING. LEAKY FLOATS,<triplet> WING <subj> CLIMB <obj> instance of,WING,instance of,CLIMB
1417,1220,"THE AIRCRAFT LANDED WITH THE PARKING BRAKE ENGAGED, BLOWING MAIN TIRES. PILOT USED UNAUTHOURIZED PROCEDURE.        ",<triplet> PILOT <subj> AIRCRAFT <obj> part of,PILOT,part of,AIRCRAFT
1418,1221,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,<triplet> APU <subj> START SWITCH <obj> has part <triplet> APU <subj> START SWITCH <obj> has part,APU,has part,START SWITCH
1419,1221,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,<triplet> APU <subj> START SWITCH <obj> has part <triplet> APU <subj> START SWITCH <obj> has part,APU,has part,START SWITCH
1420,1222,SHUT DOWN LEFT ENGINE DUE TO FUEL FLOW PROBLEM AFTER TAKEOFF.  RIGHT ENGINE QUIT SHORTLY AFTER.                    ,<triplet> TAKEOFF <subj> FUEL FLOW <obj> has cause,TAKEOFF,has cause,FUEL FLOW
1421,1223,THE ENGINE FAILED.  THE AIRCRAFT FLIPPED OVER ON LANDING.  WATER WAS FOUND IN ONE CYLINDER.                        ,<triplet> WATER WAS FOUND IN ONE CYLINDER <subj> AIRCRAFT <obj> instance of,WATER WAS FOUND IN ONE CYLINDER,instance of,AIRCRAFT
1422,1224,PILOT LEFT BOOST PUMP ON HIGH DURING TAXI.  FIRE ERUPTED.  FUEL DRAIN LINE WAS PUSHED UP INSIDE COWLING.           ,<triplet> COWLING <subj> TAXI <obj> instance of,COWLING,instance of,TAXI
1423,1225,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,<triplet> 737 <subj> 747 <obj> subclass of,737,subclass of,747
1424,1226,LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF.  RETURNED.  OIL CAP WAS NOT PROPERLY SECURED.                     ,<triplet> LEFT ENGINE <subj> LIFTOFF <obj> participant in <triplet> LIFTOFF <subj> LEFT ENGINE <obj> participant,LEFT ENGINE,participant in,LIFTOFF
1425,1226,LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF.  RETURNED.  OIL CAP WAS NOT PROPERLY SECURED.                     ,<triplet> LEFT ENGINE <subj> LIFTOFF <obj> participant in <triplet> LIFTOFF <subj> LEFT ENGINE <obj> participant,LIFTOFF,participant,LEFT ENGINE
1426,1227,UNABLE TO ROTATE ON TAKEOFF AND OVERRAN THE DEPARTURE END OF THE RUNWAY. INCORRECT CONTROL LOCK IN YOKE.           ,<triplet> TAKEOFF <subj> YOKE <obj> shares border with <triplet> YOKE <subj> TAKEOFF <obj> shares border with,TAKEOFF,shares border with,YOKE
1427,1227,UNABLE TO ROTATE ON TAKEOFF AND OVERRAN THE DEPARTURE END OF THE RUNWAY. INCORRECT CONTROL LOCK IN YOKE.           ,<triplet> TAKEOFF <subj> YOKE <obj> shares border with <triplet> YOKE <subj> TAKEOFF <obj> shares border with,YOKE,shares border with,TAKEOFF
1428,1228,THE NOSE WHEEL FAILED TO EXTEND.  THE AIRCRAFT LANDED ON THE MAIN GEAR.  WHEEL JAMMED IN DISCONNECTED GEAR DOORS.  ,<triplet> NOSE WHEEL <subj> AIRCRAFT <obj> part of,NOSE WHEEL,part of,AIRCRAFT
1429,1229,CANOPY OPENED DURING TAKEOFF.  AIRCRAFT CONTROL AFFECTED.  LANDED GEAR UP.  SAFETY LATCH DID NOT HOLD.             ,<triplet> SAFETY LATCH <subj> AIRCRAFT CONTROL <obj> part of,SAFETY LATCH,part of,AIRCRAFT CONTROL
1430,1230,THE GEAR RETRACTED ON TAKEOFF ROLL. SELECTOR WAS IN THE UP POSITION. BRF OUT OF DATE.                              ,<triplet> BRF <subj> TAKEOFF <obj> subsidiary,BRF,subsidiary,TAKEOFF
1431,1231,"OVERSHOT NIGHT LANDING, VEERED OFF RUNWAY TO AVOID A FENCE. OVER ONE HALF OF RUNWAY LIGHTS INOPERATIVE.            ",<triplet> OVERSHOT <subj> NIGHT <obj> subclass of,OVERSHOT,subclass of,NIGHT
1432,1232,"ON LANDING, RAN OFF SIDE OF RUNWAY INTO MUD AND FLIPPED OVER.PILOT HAD FAILED TO SECURE AILERON REFLEXER CONTROL.  ",<triplet> AILERON <subj> REFLEXER CONTROL <obj> has part <triplet> REFLEXER CONTROL <subj> AILERON <obj> part of,AILERON,has part,REFLEXER CONTROL
1433,1232,"ON LANDING, RAN OFF SIDE OF RUNWAY INTO MUD AND FLIPPED OVER.PILOT HAD FAILED TO SECURE AILERON REFLEXER CONTROL.  ",<triplet> AILERON <subj> REFLEXER CONTROL <obj> has part <triplet> REFLEXER CONTROL <subj> AILERON <obj> part of,REFLEXER CONTROL,part of,AILERON
1434,1233,LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED. DITCHED IN OCEAN,<triplet> FUEL PUMP <subj> PUMP <obj> instance of,FUEL PUMP,instance of,PUMP
1435,1234,CANOPY SEPARATED THE AIRCRAFT DURING TAKEOFF ROLL. PILOT FORGOT TO LATCH THE CANOPY.                               ,<triplet> TAKEOFF ROLL <subj> CANOPY <obj> location,TAKEOFF ROLL,location,CANOPY
1436,1235,THE RIGHT MAIN GEAR COLLAPSED ON ROLLOUT OLEO STRUT WAS NOT CONNECTED AT THE THREADED JOINTS.                      ,<triplet> ROLLOUT OLEO STRUT <subj> THREADED JOINTS <obj> has part <triplet> THREADED JOINTS <subj> ROLLOUT OLEO STRUT <obj> part of,ROLLOUT OLEO STRUT,has part,THREADED JOINTS
1437,1235,THE RIGHT MAIN GEAR COLLAPSED ON ROLLOUT OLEO STRUT WAS NOT CONNECTED AT THE THREADED JOINTS.                      ,<triplet> ROLLOUT OLEO STRUT <subj> THREADED JOINTS <obj> has part <triplet> THREADED JOINTS <subj> ROLLOUT OLEO STRUT <obj> part of,THREADED JOINTS,part of,ROLLOUT OLEO STRUT
1438,1236,ACTIVATED FLAPS INSTEAD OF SPOILERS ON APPROACH. TOO HIGH BEGAN A TURN TO LOSE ALTITUDE AND STALLED THE GLIDER.    ,<triplet> FLAPS <subj> SPOILERS <obj> opposite of,FLAPS,opposite of,SPOILERS
1439,1237,SMOKE ACCOMPANIED PRESSURIZATION PROBLEMS. PILOT IMPROPERLY SET EMERGENCY VALVE. OIL FROM ENGINE WORK CAUSED SMOKE.,<triplet> ENGINE <subj> PILOT <obj> has part,ENGINE,has part,PILOT
1440,1238,"THE AIRCRAFT OVERRAN THE RUNWAY AFTER A FAST, NO FLAP LANDING. LANDING LIGHT FAILED. PILOT SHUT OFF BATTERY.       ",<triplet> LANDING LIGHT <subj> AIRCRAFT <obj> part of,LANDING LIGHT,part of,AIRCRAFT
1441,1239,ENGINE QUIT WITHOUT WARNING ON TAKEOFF. LANDED ON A ROAD. WATER FOUND IN THE CARBURETOR BOWL.                      ,<triplet> TAKEOFF <subj> CARBURETOR <obj> located in or next to body of water,TAKEOFF,located in or next to body of water,CARBURETOR
1442,1240,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",<triplet> IFR <subj> CIRCUIT <obj> uses,IFR,uses,CIRCUIT
1443,1241,LANDING GEAR COLLAPSED BECAUSE IT WAS NEVER FULLY EXTENDED AND LOCKED. CAUSE GENERATORS WERE NEVER TURNED ON.      ,<triplet> LANDING GEAR <subj> GENERATORS <obj> has part <triplet> GENERATORS <subj> LANDING GEAR <obj> part of,LANDING GEAR,has part,GENERATORS
1444,1241,LANDING GEAR COLLAPSED BECAUSE IT WAS NEVER FULLY EXTENDED AND LOCKED. CAUSE GENERATORS WERE NEVER TURNED ON.      ,<triplet> LANDING GEAR <subj> GENERATORS <obj> has part <triplet> GENERATORS <subj> LANDING GEAR <obj> part of,GENERATORS,part of,LANDING GEAR
1445,1242,"WHILE TAXING, THIS AIRCRAFT STRUCK A PARKED AIRPLANE. THE PILOT REPORTED THAT THE SEAT UNLOCKED AND SLIPPED BACK.  ",<triplet> AirCRAFT <subj> SEAT <obj> has part <triplet> SEAT <subj> AIRCRAFT <obj> part of,AirCRAFT,has part,SEAT
1446,1242,"WHILE TAXING, THIS AIRCRAFT STRUCK A PARKED AIRPLANE. THE PILOT REPORTED THAT THE SEAT UNLOCKED AND SLIPPED BACK.  ",<triplet> AirCRAFT <subj> SEAT <obj> has part <triplet> SEAT <subj> AIRCRAFT <obj> part of,SEAT,part of,AIRCRAFT
1447,1243,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ",<triplet> BOOST PUMP <subj> ENGINE <obj> part of,BOOST PUMP,part of,ENGINE
1448,1244,OIL COVERED THE WINDSHIELD AFTER TAKEOFF. RETURNED. AIRCRAFT IMPROPERLY ALIGNED WITH RUNWAY. OIL FILLER CAP LOOSE. ,<triplet> TAKEOFF <subj> WINDSHIELD <obj> instance of,TAKEOFF,instance of,WINDSHIELD
1449,1245,"TOOK OFF WITHOUT SLATS AND FLAPS EXTENDED. STRUCK LIGHT POLE,CRASHED AND BURNED. TAKEOFF WARNING SYSTEM INOPERATIVE",<triplet> TAKEOFF <subj> WARNING <obj> instance of,TAKEOFF,instance of,WARNING
1450,1246,AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT. INSTRUMENT PANEL LIGHTS WERE TURNED OFF.           ,<triplet> CIRCLING <subj> AIRCRAFT <obj> subclass of,CIRCLING,subclass of,AIRCRAFT
1451,1247,BOTH ENGINES FLAMED OUT WHILE DESCENDING THROUGH CLOUDS. INLET HEAT NO ON. BOTH ENGINES WERE RESTARTED.            ,<triplet> INLET <subj> HEAT <obj> subclass of,INLET,subclass of,HEAT
1452,1248,SAW ENGINE OIL LEAK. RETURNED TO FIELD. DISCOVERED OIL CAP LOOSE. REPLACED CAP AND RESUMED FLIGHT. PILOT COUNSELLED,<triplet> SAW <subj> ENGINE <obj> subclass of,SAW,subclass of,ENGINE
1453,1249,THE AIRCRAFT NOSED OVER ON TAKEOFF. THE PLIOT FAILED TO PULL THE ELEVATOR CONTROL OUT OF THE DETENT BEFORE TAKEOFF ,<triplet> TAKEOFF <subj> TAKEOFF <obj> location,TAKEOFF,location,TAKEOFF
1454,1250,OVERHEATED ENGINE. PRECAUTIONARY LANDING ON DIRT ROAD. BOUNCED. HIT A CATTLE GUARD AND GATE. OIL DIPSTICK MISSING. ,<triplet> HIT A CATTLE GUARD AND GATE <subj> OVERHEATED ENGINE <obj> subclass of,HIT A CATTLE GUARD AND GATE,subclass of,OVERHEATED ENGINE
1455,1251,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,<triplet> FUSELAGE <subj> ARM <obj> has part,FUSELAGE,has part,ARM
1456,1252,PILOT TAXIED OVER A PLASTIC MARKER CONE THAT WAS IN FRONT  OF HIS AIRCRAFT. FAILED TO MAKE WALK AROUND PREFLIGHT.  ,<triplet> CONE <subj> PLASTIC <obj> subclass of,CONE,subclass of,PLASTIC
1457,1253,ENGINE QUIT DUE TO SIGNIFICANT WATER IN THE FUEL. SAFE AIRPORT LANDING. FUEL FACILITY INSPECTION INCONCLUSIVE.     ,<triplet> FUEL FACILITY INSPECTION INCONCLUSIVE <subj> SAFE AIRPORT <obj> location,FUEL FACILITY INSPECTION INCONCLUSIVE,location,SAFE AIRPORT
1458,1254,HAD TO USE BOTH HANDS ON BALLOON VENT TO HOLD IT OPEN ON LANDING THEREFORE UNABLE TO CONTROL BURNER.BURNED ENVELOPE,<triplet> LANDING <subj> ENVELOPE <obj> has part <triplet> ENVELOPE <subj> LANDING <obj> part of,LANDING,has part,ENVELOPE
1459,1254,HAD TO USE BOTH HANDS ON BALLOON VENT TO HOLD IT OPEN ON LANDING THEREFORE UNABLE TO CONTROL BURNER.BURNED ENVELOPE,<triplet> LANDING <subj> ENVELOPE <obj> has part <triplet> ENVELOPE <subj> LANDING <obj> part of,ENVELOPE,part of,LANDING
1460,1255,THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING. OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE. ,<triplet> COWLING <subj> AIRCRAFT <obj> subclass of,COWLING,subclass of,AIRCRAFT
1461,1256,PILOT FAILED TO ENSURE THE OIL DIPSTICK WAS PROPERLY INSTALLED. RETURNED WITH OIL LEAKING FROM RIGHT ENGINE.       ,<triplet> PILOT <subj> ENGINE <obj> uses <triplet> ENGINE <subj> PILOT <obj> used by,PILOT,uses,ENGINE
1462,1256,PILOT FAILED TO ENSURE THE OIL DIPSTICK WAS PROPERLY INSTALLED. RETURNED WITH OIL LEAKING FROM RIGHT ENGINE.       ,<triplet> PILOT <subj> ENGINE <obj> uses <triplet> ENGINE <subj> PILOT <obj> used by,ENGINE,used by,PILOT
1463,1257,REPORTED A DOOR CAME OPEN AFTER TAKEOFF. MADE TIGHT CIRCLE TO LAND ON ANOTHER RUNWAY. HIT A TREE AND CRASHED.      ,<triplet> TAKEOFF <subj> CRASHED <obj> instance of,TAKEOFF,instance of,CRASHED
1464,1258,PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR. RETURNED WHEN GEAR WOULD NOT RETRACT FULLY.                  ,<triplet> TOWBAR <subj> NOSE GEAR <obj> has part <triplet> NOSE GEAR <subj> TOWBAR <obj> part of,TOWBAR,has part,NOSE GEAR
1465,1258,PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR. RETURNED WHEN GEAR WOULD NOT RETRACT FULLY.                  ,<triplet> TOWBAR <subj> NOSE GEAR <obj> has part <triplet> NOSE GEAR <subj> TOWBAR <obj> part of,NOSE GEAR,part of,TOWBAR
1466,1259,COLLIDED WITH THE TERRAIN AFTER TAKOFF. FOUND CONTROL LOCK WAS IN PLACE AT THE TIME OF THE ACCIDENT. BOLT USED.    ,<triplet> BOLT <subj> TERRAIN <obj> facet of,BOLT,facet of,TERRAIN
1467,1260,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,<triplet> TAKEOFF <subj> SOLO <obj> manufacturer,TAKEOFF,manufacturer,SOLO
1468,1261,"ENGINE QUIT ON CLIMBOUT.HIT A DITCH WHILE LANDING IN FIELD. WATER, DIRT IN FUEL NOZZLES. HAD SET 11 MONTHS INACTIVE",<triplet> FUEL <subj> WATER <obj> has part,FUEL,has part,WATER
1469,1262,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,<triplet> AIRCRAFT <subj> LANDING <obj> has part,AIRCRAFT,has part,LANDING
1470,1263,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",<triplet> The Great Gatsby <subj> Glee <obj> derivative work <triplet> Glee <subj> The Great Gatsby <obj> based on,The Great Gatsby,derivative work,Glee
1471,1263,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",<triplet> The Great Gatsby <subj> Glee <obj> derivative work <triplet> Glee <subj> The Great Gatsby <obj> based on,Glee,based on,The Great Gatsby
