,index,input,head,relation,tail
1664,1495,UNABLE TO RETRACT LANDING GEAR AFTER TAKEOFF. GEAR BY-PASS HANDLE WAS LEFT IN THE BY-PASS POSITION ON TAKEOFF.     ,2009 Atlantic hurricane season,point in time,2009
1665,1496,TRIED TO DEPART SHORT CLOSED STRIP AFTER LANDING DUE LOW OIL. UNABLE RAN OFF END. PISTON RINGS BROKEN. LOST TEMPER.,landing,different from,takeoff
1666,1497,LEFT ENGINE QUIT ON CLIMBOUT. LANDED GEAR UP OFF AIRPORT. HAD FEATHERED WRONG PROP. MIXTURE TOO RICH ON LEFT ENGINE,hydraulic reservoir,has part,gear
1667,1498,RIGHT ENGINE CAUGHT FIRE ON CLIMB. SHUT DOWN AND RETURNED. OIL DIPSTICK HAD BEEN LEFT OFF.                         ,seat,connects with,controls
1668,1498,RIGHT ENGINE CAUGHT FIRE ON CLIMB. SHUT DOWN AND RETURNED. OIL DIPSTICK HAD BEEN LEFT OFF.                         ,controls,connects with,seat
1669,1499,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",black smoke,subclass of,power loss
1670,1500,PARTIAL POWERLOSS ON CLIMBOUT. CRASH LANDED TRYING TO RETURN. HAD KNOWN EXHAUST SYSTEM LEAKS. OUT OF ANNUAL.       ,2009 Atlantic hurricane season,point in time,2009
1671,1501,ENGINE QUIT ON CLIMBOUT. FORCE LANDED IN LAKE OFF END OF RUNWAY. PILOT BELIEVED FUEL SELECTOR OFF ON TAKEOFF.      ,takeoff,uses,runway
1672,1502,NOSE GEAR COLLAPSED ON ROLLOUT. NO MECHANICAL FAILURE BUT HYDRAULIC RESERVOIR LOW AND GEAR DID NOT LOCK.           ,gear up,part of,takeoff
1673,1503,PILOT REPORT SEAT SLID BACK ON TAKEOFF ROLL. UNABLE REACH CONTROLS RAN OFF END RUNWAY. NO DEFECTS IN SEAT LATCH.   ,landing,subclass of,aircraft
1674,1504,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,left wing,subclass of,nose gear
1675,1505,AIRCRAFT PASSENGER DOOR BLEW OPEN AND SEPARATED ON CLIMB. RETURNED AND LANDED WITHOUT INCIDENT.                    ,fuel drain,part of,tanks
1676,1506,RESTARTED MOVEMENT OF CONTROL WHEEL ON TAKEOFF. ABORTED.VEERED OFF RUNWAY. FOLDED SEAT BACK RESTRICTED WHEEL.      ,aborted,subclass of,takeoff
1677,1507,LANDED GEAR UP. ABORTED TAKEOFF AFTER LIFTOFF WITH GEAR UP. DUE TO RIGHT ENGINE COWLING NOT BEING SECURED.         ,taxiing,followed by,takeoff
1678,1508,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,fuel cap,part of,fuel tank
1679,1508,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,fuel tank,has part,fuel cap
1680,1509,TAXIED WITHOUT REMOVING TOW BAR IN NOSE GEAR. PROP HIT TOW BAR AND HURLED IT INTO LEFT WING.                       ,runway,use,takeoff
1681,1510,FUEL EXHAUSTION. SWITCHED TANKS BUT UNABLE TO RESTART. LANDED ON HIGHWAY. FUEL DRAIN TRAPPED OPEN AND LEAKING.     ,fuel starvation,subclass of,engine failure
1682,1511,TAKEOFF WARNING HORN SOUNDED ON TAKEOFF ROLL. ABORTED. SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT.          ,landing,location,runway
1683,1512,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY. WHEEL FELL THRU DEEP HOLE. PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE. ,gear handle,part of,engine
1684,1513,FUEL EXHAUSTION. EMERGENCY LANDING ON A DIRT ROAD. FOUND FUEL CAP OFF FILLER NECK OF FUEL TANK.                    ,Banging noise,subclass of,noise
1685,1514,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS. ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY. NOSED OVER.          ",gear,part of,electronics
1686,1515,ENGINE FAILED. FORCED LANDING IN FIELD. LEFT FUEL TANK CAP MISSING. HAD NEGATIVE PRESSURE FUEL STARVATION.         ,inlet,part of,engine
1687,1516,RIGHT WING TOUCHED RUNWAY ON LANDING. CO-PILOT STATED BETA LIGHT ON RIGHT ENGINE CAME ON.                          ,swing,use,swing
1688,1517,GEAR HANDLE WAS IN UP POSITION AND CREW FAILED TO NOTICE. NOSE GEAR RETRACTED WHEN ENGINE WAS STARTED.             ,fuel cap,subclass of,leaking
1689,1518,BANGING NOISE DURING TAKEOFF. RETURNED. FOUND FUELING ACCESS DOOR UNLATCHED.                                       ,oil pressure,has effect,engine overheating
1690,1519,LOST ELECTRONICS. LOST CONTROL ON LANDING WITH MANUAL GEAR NOT LOCKED. HAD FAILED TURN ON GENERATOR SWITCH.        ,pilot,item operated,helicopter
1691,1520,ENGINE OVERHEATING. DIVERTED FOR LANDING. FOUND ENGINE INLET COVERS IN PLACE. PILOT STATED RUSHED PREFLIGHT.       ,propeller,part of,engine
1692,1521,LOST POWER ON OVERWATER CLIMBOUT AND DITCHED. HAD FAILED TO TURN ON REQUIRED BOOST PUMP SWITCHES.                  ,pilot,item operated,glider
1693,1522,FUEL LEAKING FROM AIRCRAFT. RETURNED. FOUND RIGHT FUEL CAP WAS MISSING.                                            ,gear,part of,aircraft
1694,1523,ENGINE OVERHEATING LOW OIL PRESSURE. PROPELLER PROBLEMS.  PRECAUTIONARY LANDING. AIR INTAKE COWL COVERS NOT REMOVED,tailwheel,use,takeoff
1695,1524,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,premature takeoff,subclass of,takeoff
1696,1525,ENGINE STARTED WHEN PILOT ROTATED PROPELLER TO CHECK COMPRESSION. MAGNETOS WERE LEFT ON FROM PREVIOUS FLIGHT.      ,main landing gear,part of,aircraft
1697,1526,"TOOK OFF IN GLIDER TOW WITH DIVE BRAKES OPEN. PILOT SAW THEM AS TOW PLANE RELEASED.TOO LOW,HIT WIRES AND POWER POLE",fuel pump,use,takeoff
1698,1527,FORGOT TO REMOVE CONTROL LOCK ON PREFLIGHT. ON TAKEOFF AIRCRAFT PORPOISED DAMAGING GEAR AND PROPELLER.             ,forced landing,subclass of,landing
1699,1528,GROUND LOOPED ON TAKEOFF ROLL IN A STRONG GUST QUARTERING CROSSWIND. HAD NEGLECTED TO INSURE TAILWHEEL WAS LOCKED. ,left engine,opposite of,right engine
1700,1528,GROUND LOOPED ON TAKEOFF ROLL IN A STRONG GUST QUARTERING CROSSWIND. HAD NEGLECTED TO INSURE TAILWHEEL WAS LOCKED. ,right engine,opposite of,left engine
1701,1529,FAILED RESET BACK TRIM FOR TAKEOFF WITH BACK SEAT LOAD. NOSE HIGH PREMATURE TAKEOFF. STALLED. NO FULL LOAD TRAINING,seat,connects with,seat track
1702,1529,FAILED RESET BACK TRIM FOR TAKEOFF WITH BACK SEAT LOAD. NOSE HIGH PREMATURE TAKEOFF. STALLED. NO FULL LOAD TRAINING,seat track,connects with,seat
1703,1530,TAXIWAY GAVE WAY UNDER RIGHT MAIN LANDING GEAR OF AIRCRAFT WHILE WAITING FOR DEPARTURE.                            ,crashed,location,aircraft
1704,1531,"ENGINE MISSING ON CLIMBOUT. DESCENDED BELOW TREES. FOUND IN POND. ELECTRIC FUEL PUMP OFF, ON TAKEOFF SHOULD BE ON. ",turbocharger,has part,exhaust pipe
1705,1531,"ENGINE MISSING ON CLIMBOUT. DESCENDED BELOW TREES. FOUND IN POND. ELECTRIC FUEL PUMP OFF, ON TAKEOFF SHOULD BE ON. ",exhaust pipe,part of,turbocharger
1706,1532,ENGINE QUIT RETURNING AFTER JUMPERS AWAY. ATTEMPED FORCED LANDING COLLIDED WITH TREES HALFMILE FROM RUNWAY.        ,carb bowl,part of,fuel tank
1707,1533,LOST BOTH ENGINES. HIT VEHICLE ON FREEWAY ON LANDING. FUEL LINE LEAKING LEFT ENGINE. WATER IN FUEL RIGHT ENGINE.   ,taxiing,followed by,takeoff
1708,1534,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,1969,point in time,1969
1709,1535,ON TAKEOFF LOOSE FUEL CAP SPILLED FUEL. ABORTED. WING EXPLODED ON RESTART. JUMPED OUT. AIRCRAFT STRUCK LIGHT POLE. ,bellcrank,part of,aileron
1710,1536,FIRE IN FLIGHT. CRASH LANDED AND BURNED. TURBOCHARGER EXHAUST PIPE CAME OFF. PILOT AWARE LOSS OF POWER PRIOR FLIGHT,crash,location,airport
1711,1537,ENGINE QUIT ON DOWNWIND. STRUCK DIRT BANK SHORT OF RUNWAY. FUEL TANKS HAD LARGE AMOUNTS WATER INCLUDING CARB BOWL. ,oil cooler,part of,engine
1712,1538,ENGINE ROUGH TAXIING OUT AND TAKEOFF. CLIMBED SLOWLY. STRUCK TREES OFF END RUNWAY. BURNED. NO ENGINE DEFECTS.      ,hover,subclass of,control
1713,1539,NEGLECTED TO TURN ON OIL SUPPLY VALVE PRIOR TO TAKEOFF. LOST OIL PRESSURE. ELECTED TO LAND ON A ROAD. WING HIT SIGN,emergency gear,used by,pilot
1714,1540,STRONG SURFACE WINDS DAMAGED AILERON BELLCRANK WHILE TIED DOWN. PILOT FAILED NOTE ON PREFLIGHT. CRASHED ON TAKEOFF.,pilot,item operated,control stick
1715,1541,SMOKE IN COCKPIT. ENGINE FAILED. FORCED LANDING IN FIELD. OIL DIP STICK HAD NOT BEEN REPLACED.                     ,cockpit,used by,pilot
1716,1541,SMOKE IN COCKPIT. ENGINE FAILED. FORCED LANDING IN FIELD. OIL DIP STICK HAD NOT BEEN REPLACED.                     ,pilot,uses,cockpit
1717,1542,ENGINE OVERHEATED. LANDED ON A ROAD TO CHECK. WIND STRUCK GAS METER PIPE. A RAG WAS COVERING THE OIL COOLER.       ,beacon code,subclass of,transponder
1718,1543,"LIFTED TO A HOVER,DRIFTED SIDEWAYS,STRUCK GROUND AND ROLLED OVER. CYCLIC CONTROL FRICTION SET TOO TIGHT.           ",refueling,facet of,engines
1719,1544,PILOT MADE EMERGENCY GEAR UP LANDING IN FIELD AFTER TAKEOFF. WATER IN FUEL AND INJECTOR NOZZLES FOULED.            ,landing,subclass of,climbout
1720,1545,GUS LOCK STRING WRAPPED AROUND CONTROL STICK IN FLIGHT. WING HIT GROUND AS PILOT TRIED FREE CONTROL. CARTWHEELED.  ,John F. Kennedy,position held,Secretary of Defense
1721,1547,CAPTAIN SET TRANSPONDER TO INCORRECT BEACON CODE. WAS NOT RADAR IDENTIFIED UNTIL 32 MINUTES INTO THE FLIGHT.       ,runway,use,aborted
1722,1548,BOTH ENGINES QUIT. DITCHED IN OCEAN NEAR SHORE. POSSIBLY NOT REFUELED PROPERLY LAST REFUELING.                     ,icing,subclass of,engine
1723,1549,DOOR CAME OPEN ON CLIMBOUT. UNABLE TO CLOSE. CIRCLING TO LANDING FLEW INTO GROUND.                                 ,1969,point in time,1969
1724,1550,LOST POWER RIGHT ENGINE.FEATHERED BUT UNABLE MAINTAIN FLIGHT.LANDING ON HIGHWAY HIT A TRUCK.AIR FILTER WAS BLOCKED.,flaps,use,lift off
1725,1551,PILOT SWITCHED TANKS AND SAW FUEL SIPHONING FROM TANK FILLER CAP. PRECAUTIONARY OFF AIRPORT LANDING.               ,airport,item operated,ferry
1726,1552,USED BOLT FOR CONTROL LOCK. OVERLOOKED PRIOR TAKEOFF. ABORTED AFTER LIFTOFF HIT RUNWAY NOSE FIRST. CRUSHED FIREWALL,main tire,connects with,propeller
1727,1552,USED BOLT FOR CONTROL LOCK. OVERLOOKED PRIOR TAKEOFF. ABORTED AFTER LIFTOFF HIT RUNWAY NOSE FIRST. CRUSHED FIREWALL,propeller,connects with,main tire
1728,1553,ENGINE LOST POWER ON CLIMBOUT WITH FOUR JUMPERS ON BOARD. OVERSHOT OPEN FIELD. SERVERE CARBURETOR ICING CONDITIONS.,oil filler cap,subclass of,valve
1729,1554,ENGINE LOST POWER ON APPROACH. LANDED SHORT OF RUNWAY. FUEL WAS CONTAMINATED.                                      ,runway,use,climbout
1730,1555,"EARLY LIFT OFF WITH 30 DEGREES FLAPS. STAYED BEHIND POWER CURVE,STALLED AVOIDING RISING TERRAIN. AT GROSS WEIGHT.  ",forced landing,subclass of,takeoff
1731,1556,LOST POWER ON TAKEOFF.ABORTED. STRUCK AIRPORT FENCE. BLOCKED EXHAUST MANIFOLD. ADVISED NOT TO FLY. NO FERRY PERMIT.,airport,has part,control
1732,1557,COCKPIT DOOR OPENED ON CLIMBOUT. RETURNED. MADE A HARD LANDING. BLEW LEFT MAIN TIRE AND BENT LEFT PROPELLER.       ,strut,has part,o ring
1733,1557,COCKPIT DOOR OPENED ON CLIMBOUT. RETURNED. MADE A HARD LANDING. BLEW LEFT MAIN TIRE AND BENT LEFT PROPELLER.       ,o ring,part of,strut
1734,1558,LOST OIL PRESSURE. OVERSHOT RUNWAY. OVERTURNED INTUNDRA. OIL FILLER CAP NOT SECURED. BALL TYPE CHECK VALVE NOT USED,cargo,part of,airport
1735,1559,OIL ON WINDSHIELD ON CLIMBOUT. MADE A 180 TO COME BACK TO RUNWAY. COLLIDED WITH A FENCE. OIL FILLER CAP NOT SECURED,airport,has part,runway
1736,1560,ENGINE QUIT ON TAKEOFF CLIMB. ON FORCED LANDING STRUCK TREE. DID NOT USE BOOST PUMP PER AIRCRAFT FLIGHT MANUAL.    ,aerial fire burn,subclass of,survey
1737,1561,TOOK OFF WITH RIGHT AILERON CONTROL LOCK IN PLACE. MADE LEFT UNCONTROLLED TURN INTO AIRPORT FENCE.                 ,airport,product or material produced,fuel
1738,1562,REPAIRED RIGHT STRUT WITH BAD SEAL WITH O RING. STRUT FAILED EXTEND ON TAKEOFF. LOST CONTROL GROUND LOOPED LANDING.,runway,use,climbout
1739,1563,MAIN CARGO DOOR OPENED AFTER TAKEOFF. DUMPED FUEL AND RETURNED. LANDED SAFELY.                                     ,right turn,subclass of,dual control
1740,1564,SET AMPHIBIAN PARKING BRAKE AT MOORING. OVERLOOKED BRAKE ON FOR LANDING AT AIRPORT. VEERED OFF RUNWAY. NOSED OVER. ,2008 Summer Olympics,point in time,2008
1741,1565,ENGINE QUIT ON AERIAL FIRE BURN SURVEY. LANDED ON SLOPE. ROLLED OVER. DEPARTED MINIMUM FUEL. DEPLETED BY LEAKY SUMP,fuel selector,connects with,spark plug
1742,1565,ENGINE QUIT ON AERIAL FIRE BURN SURVEY. LANDED ON SLOPE. ROLLED OVER. DEPARTED MINIMUM FUEL. DEPLETED BY LEAKY SUMP,spark plug,connects with,fuel selector
1743,1566,NOTICED FUEL VENTING OVERBOARD. EMERGENCY LANDING AT CLOSED AIRPORT. FUEL CAPS PUT ON WRONG.                       ,autopilot,uses,disconnect
1744,1566,NOTICED FUEL VENTING OVERBOARD. EMERGENCY LANDING AT CLOSED AIRPORT. FUEL CAPS PUT ON WRONG.                       ,disconnect,used by,autopilot
1745,1567,ENGINE QUIT ON CLIMBOUT. TRIED TO LAND ON ADJACENT RUNWAY BUT SETTLED IN STEEP TURN. HIT FENCE. WATER IN FUEL.     ,oil filler cap,part of,windscreen
1746,1568,"UNCONTROLLED RIGHT TURN ON LIFTOFF,UNABLE TO CORRECT. DUAL CONTROL BLOCKED BY PASSENGERS LEG. DEBRIS INJURIES.     ",jet fuel,different from,avgas
1747,1568,"UNCONTROLLED RIGHT TURN ON LIFTOFF,UNABLE TO CORRECT. DUAL CONTROL BLOCKED BY PASSENGERS LEG. DEBRIS INJURIES.     ",avgas,different from,jet fuel
1748,1569,FAILED TO UNFASTEN A STRAP HOLDING A SKID ON TRAILER. HELICOPTER FELL OVER ON ITS SIDE DURING ATTEMPTED LIFTOFF.   ,Llanbrynmair,located in the administrative territorial entity,Wales
1749,1570,"LOST POWER,STRUCK WIRES LANDING IN SCHOOL YARD. FUEL SELECTOR EMPTY TANK. BOOST ON. SPARK PLUGS SOOTED.            ",landing rollout,facet of,landing
1750,1571,ON LIFT OFF AIRCRAFT MADE TIGHT LEFT TURN. IMPACTED BETWEEN RUNWAYS. AUTOPILOT ON. CFI UNFAMILIAR WITH DISCONNECT. ,oil,has part,mags
1751,1572,OIL ON WINDSCREEN. STRUCK TREES TRYING FOR PRECAUTIONARY LANDING. FOUND OIL FILLER CAP NOT SECURED.                ,emergency escape hatch,use,landing
1752,1573,ENGINES LOST POWER ON CLIMBOUT. CRASH LANDED OFF END RUNWAY. LINEMAN HAD FUELED CONVAIR WITH JET FUEL INSTEAD AVGAS,fuel tank vent blocked,subclass of,cavatation of fuel
1753,1574,LOST POWER EN ROUTE. STRUCK A TREE LANDING ON A ROAD AT NIGHT. FOUND WATER IN THE FUEL.                            ,float,subclass of,aircraft
1754,1575,NOSE GEAR FOLDED ON LANDING ROLLOUT. RETRACTION ROD WAS BENT. PRIOR HARD LANDINGS.                                 ,2003,point in time,2003
1755,1576,LOST POWER ON DESCENT TO SPRAY FIELD. NOSED OVER IN WET WHEAT. WORN MAGS DIRTY OIL. INCORRECT WORN IGNITERS FACTORS,Nürburgring,country,Germany
1756,1577,AIRCRAFT DEPARTED WITHOUT THE EMERGENCY ESCAPE HATCH PROPERLY LATCHED. RETURNED. HATCH SECURED AFTER LANDING.      ,runway,use,takeoff
1757,1578,"LEFT FUEL TANK VENT BLOCKED, ENGINE QUIT TURNING FINAL DUE CAVATATION OF FUEL. LANDED HARD,SHORT OF RUNWAY.        ",runway,use,liftoff
1758,1579,PUMPED WATER FROM FLOATS WHILE DRIFTING TOWARDS A BRIDGE. TAKEOFF ATTEMPTED. ABORTED. AIRCRAFT NOSED OVER.         ,autopilot,used by,pilot
1759,1580,ENGINE OVERHEATED IN FLIGHT. STRUCK A LOG AND OVERTURNED ON PRECAUTIONARY LANDING. FORGOT TO SERVICE COOLANT.      ,first solo,subclass of,lost control
1760,1581,"DURING NR2 ENGINE RUNUP ON TAXIWAY SEVERAL LARGE PIECES OF ASPHALT WERE HURLED INTO AIR,HIT TAIL ON MAINTENANCE RUN",cruise pitch,part of,takeoff
1761,1582,NEGLECTED TO REMOVE CONTROL LOCK. ABORTED TAKEOFF UPON DISCOVERY. RAN OFF END RUNWAY. STRUCK LIGHTS AND A FENCE.   ,runway,part of,cabins
1762,1583,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,fuel cap,subclass of,leak
1763,1584,WRECKAGE INDICATES PILOT EXERTED CONTROL PRESSURE WITH AUTOPILOT ON CAUSING RUNAWAY TRIM LOST CONTROL AND CRASHED. ,fuel truck,has part,engine
1764,1585,STUDENT ON FIRST SOLO. WINDOW POPPED OPEN. LOST CONTROL AND RAN OFF RUNWAY TRYING TO CLOSE WINDOW.                 ,1977,point in time,1977
1765,1586,FAILED TO CLIMB ON TAKEOFF FROM SHORT STRIP. SETTLED TO GROUND. REPORTED LOW RPM. FOUND PROP IN CRUISE PITCH.      ,landing,followed by,takeoff
1766,1587,CABIN DOOR OPENED ON TAKEOFF ROLL. ABORTED AND RAN OFF END OF RUNWAY. NOSE GEAR COLLAPSED.                         ,airport,located in the administrative territorial entity,field
1767,1588,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,turn,followed by,takeoff
1768,1589,ENGINE QUIT. COLLIDED WITH A BUILDING ON FORCED LANDING. FOUND WATER IN FUEL FROM A FIELD FUEL TRUCK.              ,ferry tank,part of,fuselage
1769,1590,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,canopy,used by,pilot
1770,1590,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,pilot,uses,canopy
1771,1591,ON LOADING TAIL HIT RAMP. ON TAKEOFF REPORTED JAMMED ELEVATORS WANTED RETURN. TRAFFIC ON RUNWAY. LOST CONTROL.     ,runway,instance of,gear
1772,1592,LEFT ENGINE SHUT DOWN FOR TRAINING. RESTART UNSUCCESSFUL. NO SAFE GEAR INDICATION. LANDED IN FIELD NEXT TO AIRPORT.,helipad,part of,shipboard
1773,1593,ENCOUNTERED SPATIAL DISORIENTATION ON CLIMBING TURN AFTER TAKEOFF. DESCENDED INTO GROUND. PANEL LIGHTS INOPERATIVE.,landing gear,has part,prop
1774,1594,OVERFILLED LEFT WING TANK FROM FUSELAGE FERRY TANK CAUSING OVER PRESSURE AND EXPANSION OF TANK.BUCKLED WING SKIN.  ,t66,based on,t66
1775,1595,GLIDER CANOPY OPENED DURING TAKEOFF AND UNABLE TO LATCH. HELD IT SHUT. ON RELEASE PILOT LANDED. LATCH DID NOT FAIL.,2007 Pan American Games,point in time,2007
1776,1596,DOOR POPPED OPEN ON CLIMBOUT. TURNED FUEL PUMP IN ERROR. FLOODED ENGINE QUIT. LANDED GEAR UP SHORT OF RUNWAY.      ,airport,place served by transport hub,tallahassee
1777,1597,ROLLED OVER SIDEWAYS INTO OCEAN WHILE ATTEMPTING TO LIFT OFF SHIPBOARD HELIPAD. HAD NEGLECTED TO UNTIE RIGHT SKID. ,idnet,has part,fuel selector
1778,1598,RIGHT ENGINE SEIZED EN ROUTE DUE TO OIL STARVATION. ENGINES AND PROPS NOT AIRWORTHY. LANDING GEAR WAS INOPERATIVE. ,oil starvation,facet of,oil tank
1779,1599,TOOK EXPERIMENTAL T66 OUT OF LONG STORAGE. ENGINE QUIT ON FIRST FLIGHT. FOUND FUEL FILTER CLOGGED BY PRESERVATIVE. ,gascolator,subclass of,engine
1780,1600,BOTH DOORS OPENED ON DESCENT. LANDED SAFELY. FOUND PRIOR DOOR DAMAGE ON INSPECTION. PREFLIGHTED IN DARKNESS.       ,slide lock,part of,aileron
1781,1601,CAPTAIN DECLARED EMERGENCY FOR RAPID FUEL LOSS. VECTORED TO NEAREST AIRPORT. DEPARTED TALLAHASSEE WITHOUT REFUELING,trees,part of,ground
1782,1602,ENGINE QUIT ON PRACTICE GO AROUND. FUEL SELECTOR BETWEEN IDNETS. STUDENT CAUSED STALL. POSSIBLY LEANED BY MISTAKE  ,fire,has part,smoke
1783,1603,CYLINDER HEAD TEMPERATURE IN RED LINE ON CLIMB. FORCED LANDING ON ROAD. OIL TANK EMPTY. HAD OIL STARVATION.        ,off position,subclass of,fuel selector
1784,1604,ENGINE QUIT ON CLIMBOUT. FOUND RUST AND WATER IN GASCOLATOR. NON STC APPROVED ENGINE IN AIRCRAFT.                  ,helicopter,item operated,rotors
1785,1605,RIGHT AILERON BECAME DISCONNECTED IN FLIGHT. UNCONTROLLED SPIRAL. BAILED OUT. SLIDE LOCK FITTING LUBED IN ERROR.   ,left rear skid,subclass of,liftoff
1786,1606,BEGAN GO AROUND WITH FLAPS DOWN. USABLE CLIMB SPEED. DRIFTED AND STALLED INTO TREES AND GROUND.                    ,Lockheed Martin,product or material produced,C Series
1787,1607,SMOKE AND FIRE UNDER INSTRUMENT PANEL. FORCE LANDED IN PLOWED FIELD AND BURNED. DID NOT TURN OFF MASTER SWITCH.    ,2003,point in time,2003
1788,1608,ENGINE QUIT ON CLIMB TO CRUISE. HAD FUEL SELECTOR ON OFF POSITION. UNABLE RESTART. STRUCK FENCE FORCED LANDING.    ,aborted,different from,veered off
1789,1609,"HURRIED BOARDING HELICOPTER DUE TO RAIN. NEGLECTED TO REMOVE TIE DOWN STRAP,NOSED DOWN LIFTING. ROTORS HIT GROUND. ",airport,has part,cabin
1790,1610,TRIED TO DEPART SHIP PAD WITH LEFT REAR SKID ATTACHED. ROLLED OVER ON LIFTOFF.                                     ,turbo induction tube,part of,throttle body elbow
1791,1611,UNABLE TO ROTATE ON TAKEOFF. FOUND CONTROL LOCK IN PLACE. WHILE TRYING TO FREE IT RAN OFF END AND THRU A BUILDING. ,cruise prop,part of,runway
1792,1612,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ",flatbed,subclass of,lift
1793,1613,SLUGGISH CLIMBOUT. ABORTED. LANDED ON RUNWAY. BRAKES WEAK. VEERED OFF TO STOP. NOSED OVER. WORN PADS. LOW FLUID.   ,hover,subclass of,air taxi
1794,1614,SMOKE IN CABIN IN FLIGHT. RETURNED TO AIRPORT. FOUND BURNED RAG ON TOP OF MUFFLER.                                 ,tailboom,part of,helicopter
1795,1615,LOST POWER ON TAKEOFF. LANDED IN ROUGH GROUND OFF END RUNWAY. TURBO INDUCTION TUBE CAME OFF AT THROTTLE BODY ELBOW.,rust,has effect,auto fuel
1796,1616,"TRIED TO DEPART A SHORT RUNWAY,CALM WIND WITH CRUISE PROP SETTING. UNABLE TO LEAVE GROUND EFFECT. STRUCK TREES.    ",glider,has part,canopy
1797,1617,PREFLIGHTED HELICOPTER ON FLATBED. UNTIED ONE SKID. ROLLED OVER. TRYING LIFT. OTHER SKID TIED.                     ,engine stopping on landings,has effect,crash landed
1798,1618,LIFTED TO A HOVER TO AIR TAXI. ROLLED OVER AND SELF DESTRUCTED. INDICATES A TIEDOWN ROPE NOT DETACHED PRIOR LIFT.  ,low nose high position,subclass of,takeoff
1799,1619,TOOK OFF WITH CHEMICAL FILLER HOSE ATTACHED. JERKED HELICOPTER OUT OF CONTROL. COLLAPSED SKID. CHOPPED TAILBOOM.   ,fuel cap,part of,engine
1800,1620,LEFT ENGINE QUIT ON INITIAL CLIMBOUT. RESTARTED BUT ELECTED LAND GEAR UP ON AIRPORT. WATER RUST IN AUTO FUEL.      ,runway,use,takeoff
1801,1621,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,Nr2,has part,nr2 engine problem
1802,1621,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,nr2 engine problem,part of,Nr2
1803,1622,ENGINE QUIT ON DESCENT. CRASH LANDED. HAD PRIOR PROBLEMS ENGINE STOPPING ON LANDINGS AT IDLE. SUSPECT FUEL CONTROL.,cargo,part of,ship
1804,1623,UNABLE TO LOWER NOSE HIGH POSITION. ON TAKEOFF REDUCED POWER TOO LATE. STALLED. INDICATES FAILED TO SET TRIM.      ,1969 Atlantic hurricane season,point in time,1969
1805,1624,ENGINE QUIT EN ROUTE. FUEL USE HIGHER THAN NORMAL POSSIBLY DUE TO FUEL CAP VENT PLACED BACKWARDS. SIPHONED FUEL.   ,nose gear,part of,taxi
1806,1626,"HAD NR2 ENGINE PROBLEM.ATTEMPTED FERRY FLIGHT FOR MAINTENANCE.NR2 ENGINE OVER TEMP ON TAKEOFF,CRASH LANDED,HIT TREE",nose,part of,airframe
