,Unnamed: 0,c5,c119,c78,c80,c86,c77,c79,c81,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c161,c163,c183,c191
1114,77184,19861012048639I,"ENGINES FAILED DURING RAPID DESCENT. AIRCRAFT FORCE LANDED. PILOT DID NOT HAVE LICENSE, MEDICAL OR REGISTRATION.   ",ME,E,UA,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,Unauthorized Action ,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Forced Landing      ,Descent             ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Thunderstorm        ,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1115,77343,19860909055929I,"FLOAT PLANE ABORTED TAKEOFF DUE TO IMPROPER FLAP SETTING. INSUFFICIENT WATER REMAINED, RAN ONTO SHORELINE.         ",II,V,TO,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Delay Action In Abor,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Other,To Aborted (Fixed Wi,                    ,Pilot Induced       ,Personal            ,Pleasure            ,IFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,Rejected Takeoff    ,                    ,                    ,Pilot and Ground Cre
1116,77518,19861121060049A,THE ENGINE FAILED IN THE PATTERN AND THE PLANE STRUCK A TREE. WATER IN FUEL TANK. IMPROPER INSTRUCTOR MONITORING.  ,II,E,28,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,2810,                    ,                    ,Fuel Contamination  ,Collision With Trees,Forced Landing      ,                    ,Pilot And Maintenanc,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,Fire And Rescue - Ac,                    ,                    ,                    
1117,77571,19861125077099I,PILOT REPORTED SMOKE IN THE COCKPIT. OIL QUANTITY FOUND LOW. NO LEAKS EXCEPT TURBOCHARGER THROWING A LITTLE OIL.   ,II,V,81,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,8120,                    ,                    ,Leaking             ,Forced Landing      ,Normal Cruise       ,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,Smoke/Fumes In Cockp,                    ,                    ,                    
1118,77621,19860923078739I,DOOR CAME OPEN ON TAKEOFF ROLL. PILOT ABORTED BUT RAN OFF RUNWAY INTO A FENCE. TAKEOFF WAS MADE DOWNWIND.          ,II,V,DW,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Downwind Takeoff Or ,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Fence,To Aborted (Fixed Wi,                    ,Pilot Induced       ,Air Taxi (Sched-Not ,Cargo               ,VFR                 ,Weather Not A Factor,Day                 ,                    ,                    ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Rejected Takeoff    ,                    ,                    ,                    
1119,77649,19860811038649A,UPPER CABIN DOOR UNLOCKED ON CLIMBOUT RETURNED. WENT AROUND DUE TRAFFIC. DOWNDRAFT. HIT WIRES. SHEARED OFF A WING. ,II,O,HO,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,Fail Avd Objs Or Obs,Downdraft           ,Pilot-In-Command    ,                    ,Collision With Wires,Go Round (Aborted VF,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,Pilot and Ground Cre
1120,77661,19861023050009A,THE ENGINE FAILED DURING A PRACTICE FORCED LANDING. THE INSTRUCTOR FAILED TO SELECT THE PROPER FUEL PUMP MODE.     ,ME,E,CE,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,Didn't Clear Engine ,Emergency Landing   ,Pilot-In-Command    ,                    ,Control Coll With Gr,Simulated Forced Lan,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,Pilot and Ground Cre,                    
1121,77678,19861115069809I,FORCED LANDING AFTER FUEL EXHAUSTION. FOUND GASCOLATOR DRAIN NOT COMPLETELY CLOSED.                                ,II,V,28,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,2821,                    ,                    ,Improperly Secured  ,Engine Malfunction  ,Forced Landing      ,                    ,Pilot And Maintenanc,Personal            ,Experimental Test Fl,Unknown             ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,Declared Emergency  ,                    ,                    ,                    
1122,77696,19861130071509I,"BAGGAGE DOOR OPENED ON TAKEOFF,AIRCRAFT RETURNED. TIRE BLEW ON LANDING.                                            ",II,V,32,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,3244,                    ,                    ,Ruptured Or Burst   ,Other-Miscellaneous ,Level Off Touchdown ,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Unscheduled Landing ,                    ,                    ,                    
1123,77765,19861019065659I,DEPARTED TAXIWAY AT NIGHT AND STRUCK AN UNLIGHTED RUNWAY DIRECTION SIGN. AIRCRAFT LANDING LIGHTS BURNED OUT.       ,AU,S,AF,Attempt Operation Wi,"Inadequate Rwy, Taxi",Pilot-In-Command    ,Improper Maintenance,"Inadequate Rwy, Taxi",Airport Supervisory ,                    ,Coll With Rwy/App Li,"Ground Taxi, Other A",                    ,Pilot Induced       ,Personal            ,Civil Club          ,VFR                 ,Weather Not A Factor,Night               ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                    ,                    ,                    ,Pilot and Ground Cre
1124,77781,19861005047609A,THE ENGINE LOST POWER ON TAKEOFF. THE AIRCRAFT LANDED GEAR UP.A BALL OF PAINT MASKING MATERIAL BLOCKED AIR INTAKE. ,II,E,UO,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,Unsafe Acts By Third,Other/Miscellaneous ,Maintenance And/Or G,                    ,Wheels-Up Landing   ,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1125,77817,19861130075249I,FORCED LANDING ON HIGHWAY AFTER POWER LOSS. FOUND EXCESSIVE WATER IN FUEL TANKS. FUEL INJECTOR GASKET HAD COLLAPSED,II,V,73,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,7322,                    ,                    ,"Cracked, Split, Or B",Forced Landing      ,Normal Cruise       ,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1126,77845,19861114070459I,"LANDED AT AIR FORCE BASE BY MISTAKE, LORAN INDICATED DESTINATION WAS REACHED.                                      ",ME,V,  ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Level Off Touchdown ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,Landed On Wrong Airp,                    ,                    ,                    
1127,77893,19861129077679I,"ATTEMPTED FORCED LANDING AFTER VIBRATION, LANDED SHORT AND STRUCK FENCE. AILERON QUICK ACTION FITTING DISCONNECTED.",II,O,27,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,2710,                    ,                    ,Improperly Secured  ,Collision With Fence,Forced Landing      ,                    ,Pilot And Maintenanc,Other               ,Glider              ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,KITE/SAILWING                 ,NONPOWERED                    ,                              ,                    ,                    ,                    ,                    
1128,77910,19860905044809A,THE ENGINE FAILED FROM FUEL STARVATION. A BLOCKED FUEL VENT TRAPPED FUEL. PILOT FAILED TO INVESTIGATE IMBALANCE.   ,II,V,28,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,2810,                    ,                    ,Fouled              ,Nose Up Or Over     ,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1129,78040,19860910086059A,ENGINE FAILED AND AIRCRAFT NOSED OVER ON LANDING. SUSPECT CARBURETOR ICING. CARB HEAT LEVER JAMMED IN OFF POSITION.,AU,E,71,Attempt Operation Wi,Emergency Landing   ,Pilot-In-Command    ,7160,                    ,                    ,Jammed Or Malfunctio,Nose Up Or Over     ,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,Pilot and Ground Cre,                    
