c5,c119,c119_entity_linking
19940706017619A,ON DEPARTURE NOTICED LEFT TACH INOP SAME PROBLEM ON LANDING. DISTRACTED HIT TREES. TACH PROBLEM NOT EXPLAINED.     ,[]
19940522049029I,NARRATIVE: AFTER TAKEOFF AND DURING CLIMB PILOT VISUALLY IDENTIFIED OIL SPEWING FROM RIGHT ENGINE COWLING. PILOT VE,[]
19940807032099I,LOST POWER LANDED I75. BELIEVED FUEL CONTAMINATION. NOT ALLOWED. DEPART UNLESS CAUSE FOUND. CLEARED BY FAA.        ,"[['I75', Entity(wikidata_entity_id=Q94689, wikipedia_entity_title=Interstate 75), 'FAC'], ['FAA', Entity(wikidata_entity_id=Q335357, wikipedia_entity_title=Federal Aviation Administration), 'ORG']]"
19940704031599I,ATR CONDITION PACK TRIPPED OVER HEAT. SELECT MANUAL PSI. CABIN CLIMBED. MASK DEPLOYED. DESCENT.NO MECHANICAL DEFECT,[]
19940531027689I,NEGLECTED TO LOCK CAGO DOOR. ON CLIMB ARTILES IN CARGO POD FELL OUT.                                               ,"[['LOCK CAGO DOOR', Entity not linked to a knowledge base, None], ['CLIMB ARTILES', Entity not linked to a knowledge base, None], ['CARGO POD', Entity not linked to a knowledge base, None]]"
19940719019629A,DURING GLIDER TOW REAR OF CANOPY CAME OPEN. RELEASED TOW. LANDED ON RUNWAY AND GROUND LOOPED.                      ,[]
19940908025999A,INDICATING RAPID FUEL DEPLETON. DIVERTED TO 4U6. ENGINE QUIT ON BASE. LANDED SHORT DUE WIND. UNSECURED FUEL CAPS.  ,"[['4U6', None, 'CARDINAL']]"
19940818022409A,LOST LEFT ENGINE NEAR H71. FEATHERED. HIGH . BEGAN GO AROUND BELOW VMC. CRASHED. BAD OIL LEAK. CRACKED ENGINE CASE.,"[['BEGAN', Entity(wikidata_entity_id=Q2602814, wikipedia_entity_title=Spindletop), None]]"
19940815046149I,BATTERY COMPARTMENT DOOR CAME OPEN. ANTENNA CRACKED WINDSHIELD.                                                    ,"[['BATTERY COMPARTMENT', Entity(wikidata_entity_id=Q4869892, wikipedia_entity_title=Battery holder), 'FAC'], ['ANTENNA CRACKED', Entity not linked to a knowledge base, None], ['WINDSHIELD', Entity(wikidata_entity_id=Q13693, wikipedia_entity_title=Windshield), None]]"
19940818021759A,LOST POWER LEFT ENGINE ON CLIMBOUT. TURNED INTO DEAD ENGINE. WING HIT A CRANE. IMPACT IN WATER. REPORT WATER IN FUE,[]
19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ","[['JULY 21, 1994', Entity(parsed_string=[timepoint: [""1994/7/21""]]), 'DATE'], ['BELL HELICOPTER', Entity(wikidata_entity_id=Q815723, wikipedia_entity_title=Bell Textron), None], ['206', None, 'CARDINAL'], ['DEPART GILLESPIE AIRPORT', Entity not linked to a knowledge base, 'FAC'], ['SEE', Entity(wikidata_entity_id=Q866196, wikipedia_entity_title=Episcopal see), None], ['EL CAJ', Entity not linked to a knowledge base, 'ORG']]"
19940620048819A,LOST POWER ON LOCAL FLIGHT. LANDED ON HIGHWAY. FLIPPED OVER. FIRST TIME FLOW IN 4 YEARS. IGNITERS WERE OIL FOULED. ,"[['FIRST', None, 'ORDINAL'], ['4 YEARS', None, 'DATE']]"
19940709032089I,LOST POWER EN ROUTE TO SPRAY. SLID ON WET GRASS LANDING IN FIELD INTO A FENCE. WATER IN FUEL. DRAINED. OPERATED OK.,[]
19940530040609A,HIGH SINK RATE ON FINAL BOTH PILOTS FORCED YOKE BACK. LANDED HARD. TRIP MANIFEST PAD WEDGED BETWEEN YOKE SEAT FRAME,"[['YOKE', Entity(wikidata_entity_id=Q203290, wikipedia_entity_title=Yoke), 'PERSON'], ['YOKE', Entity(wikidata_entity_id=Q203290, wikipedia_entity_title=Yoke), 'PERSON']]"
19940611028999I,ENGINE OVERHEAT ON TAKEOFF. LANDED IN FARM FIELD. FORGOT TO REMOVE ENGINE INLET PLUGS.                             ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]"
19940715018089A,UNABLE TO GET ON STEP. NOTICED NO FLAPS BEGAN PUMP DOWN. RAN OUT OF LAKE. STRUCK TREES ON SHORE.                   ,[]
19940514010919A,ENGINE QUIT ON CLIMBOUT TOUCH AND GO. NOSED OVER LANDING. WATER IN FUEL SYSTEM.                                    ,[]
19940715034609I,"NARRATIVE: THE PILOT STATED THAT, WHILE IN CRUISE FLIGHT OVER THE GULF OF MEXICO, HE FELT A SLIGHT YAW IN THE AIRCR","[['UL', Entity not linked to a knowledge base, None], ['MEXICO', Entity(wikidata_entity_id=Q96, wikipedia_entity_title=Mexico), 'GPE']]"
19940530012939A,RUSHED TAKEOFF. NO RUNUP. LEFT ENGINE QUIT ON ROTATION. WING HIT. CARTWHEELED. BOOST PUMP NOT ON FOR 100 DEGREES.  ,"[['100 DEGREES', None, 'CARDINAL']]"
19940907048599A,STUDENT LOST DIRECTIONAL CONTROL ON TAKEOFF. CFI UNABLE TO CORRECT. RUDDER PEDALS WERE STOWED. WING STRUCK GROUND. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]"
19940611015219A,NO AILERON CONTROL ON TOW CLIMBOUT. RELEASED TOW. WING HIT GROUND. ANC3 BOLT AILERON TORQUE TUBE IMPROPER INSTALLED,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['ANC', Entity(wikidata_entity_id=Q4824491, wikipedia_entity_title=Australian Navy Cadets), None], ['OLT', Entity(wikidata_entity_id=Q7088748, wikipedia_entity_title=Olt Defile), None], ['AILERON TORQUE', Entity not linked to a knowledge base, 'PERSON'], ['UBE', Entity not linked to a knowledge base, None]]"
19940819022339I,UNABLE TO OBTAIN FLYING SPEED. ABORTED LATE RAN OFF RUNWAY INTO CORNFIELD. PARKING BRAKE WAS ON.                   ,"[['CORNFIELD', Entity not linked to a knowledge base, 'GPE']]"
19940719020269A,ENGINE QUIT ON CLIMBOUT. LANDED IN TREES.  HAD DRAINED WATER IN FUEL. PREFLIGHT. WATER REMAINED EVEN IN OIL SYSTEM.,[]
19940602013379A,LIFTED OFF PAD TO HOVER. BEGAN PILOT INDUCED OSCILLATION DUE HEAVY CYLIC FORCE. FORGOT TO ENGAGE HYDRAULIC SYSTEM. ,"[['HOVER', Entity(wikidata_entity_id=Q185757, wikipedia_entity_title=Hovercraft), None], ['BEGAN', Entity(wikidata_entity_id=Q2602814, wikipedia_entity_title=Spindletop), None]]"
19940515048059I,REPORTED OIL PRESSURE PROBLEM TO SBN. LANDED SAFELY. WINTER BAFFLES NOT REMOVED CAUSING OIL OVERTEMP.              ,"[['BN', Entity(wikidata_entity_id=Q6382533, wikipedia_entity_title=Battalion), None], ['WINTER BAFFLES', Entity not linked to a knowledge base, 'PERSON']]"
19940702017269A,STRUCK TREES AND RESIDENCE ON MISSED APPROACH. WINDSHEAR AND FAILURE PROPER POWER.AWS NOT WORKING.NO WEATHER UPDATE,[]
19940715027909I,DOOR CAME OPEN ON TAKEOFF. ABORTED VEERED OFF RUNWAY. STRUCK DIRT BERM COLLAPSING THE GEAR. CAN FLY DOOR OPEN.     ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]"
19940620029349I,TRIED TO HOVER TAXI WITH FUEL HOSE ATTACHED TO FUEL TANK. MADE HARD LANDING.                                       ,"[['HOVER TAXI', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None], ['FUEL HOSE', Entity(wikidata_entity_id=Q5507159, wikipedia_entity_title=Fuel line), 'PERSON'], ['FUEL TANK', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None]]"
19940619015629A,MAINTENANCE NEW ENGINE TEST FLIGHT. NOSED UP AND STALLED AFTER TAKEOFF. ELEVATOR TRIM FULL NOSE HIGH.COULD OVERCOME,[]
19940813021529A,TRIED TO TAKEOFF WITH FULL FLAPS. DRIFTED OFF RUNWAY STRIKING RUNWAY MARKER.                                       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE']]"
19940604028919I,POWER LOSS ON LIFTOFF. LANDED REMAINING RUNWAY. FUEL SELECTOR NOT IN DETENT.                                       ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]"
19940827034779I,ELECTRICAL FAILURE ON TAKEOFF. CIRCLE. WRONG MANUAL GEAR EXTEND. NO ELECTRICAL DEFECTS.PILOT LACKED BASIC INFO.    ,[]
19940519011739A,IDLE FOR TWO YRS. FUEL LEAKING INTO WINGS. OBSERVED GOIND DOWN SMOKE AND FLAMES. FUEL CAUGHT FIRE.                 ,"[['TWO YRS', None, 'DATE'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]"
19940809021049A,UNCONTROLLED LEFT ROLL ON LIFTOFF. ABORTED. LEFT WING HIT. CARTWHEELED. USED 20 DEGREES FLAPS. LIMITING AILERONS.  ,"[['20', None, 'CARDINAL']]"
19940729020119A,ENGINE QUIT ON CLIMBOUT. NOSED OVER ON LANDING. CARB VENTURI CLOGGED WITH MUD DAUBER NEST MATERIAL.                ,"[['CARB VENTURI', Entity not linked to a knowledge base, 'PERSON'], ['MUD DAUBER', Entity(wikidata_entity_id=Q6931468, wikipedia_entity_title=Mud dauber), 'PERSON']]"
19940612014969A,GUSTY WIND ON LANDING. ELECTED GO AROUND. DUMPED FLAPS. LOST LIFT AND IMPACTED RUNWAY.                             ,[]
19940530028959I,REPORT SMOKE IN COCKPIT. TURNED OFF BLEED AIR. SMOKE SUBSIDED.RETURNED. PILOT FAILED REMOVE RAM AIR INTAKE PLUG.   ,"[['OKE', Entity(wikidata_entity_id=Q7081884, wikipedia_entity_title=Oke Nnachi), None], ['RAM AIR', Entity(wikidata_entity_id=Q453140, wikipedia_entity_title=Ram-air intake), None]]"
19940526031279I,RIGHT ENGINE COWL DOOR DEPARTED IN FLIGHT. STRUCK ROTORS AND TAIL ROTOR DRIVE. MAY HAVE IMPROPERLY CLOSED SAME.    ,"[['ENGINE COWL', Entity not linked to a knowledge base, None], ['MAY', None, 'DATE']]"
19941107042069I,BURNING OIL FUMES ON CLIMBOUT. RETURNED TO AIRPORT. RESIDUAL OIL ON TURBO CHARGER. NEW AIRCRAFT.                   ,"[['TURBO', Entity(wikidata_entity_id=Q185525, wikipedia_entity_title=Turbocharger), None]]"
19941113038169A,DURING CLIMBOUT ENGINE QUIT. STRUCK TREES LANDING. INADEQUATE FUEL SUMPING. WATER RUST IN CARB. PRIOR WATER IN FUEL,"[['CARB', Entity(wikidata_entity_id=Q1026794, wikipedia_entity_title=California Air Resources Board), 'GPE'], ['EL', Entity(wikidata_entity_id=Q2633778, wikipedia_entity_title=Elevation), None]]"
19941001037039I,ENGINE QUIT ON CLIMBOUT. TURNED BACK. LANDED OK BUT GROUND LOOPED AVOIDING DITCH. BELEIVE HIT IGNITION WITH KNEE.  ,"[['IVE', None, 'CARDINAL']]"
19941014039459I,INBOARD TRAILING EDGE FLAPS FATLED FULLY RETRACT ON CLIMBOUT. RETURNED. MAINTENANCE RESET CIRCUIT BREAKERS.OPS OK. ,[]
19941228042989A,REPORTED LOOSE ENGINE COWLING. TRIED TO LAND AT X17. COWLING HIT BY PROP. COWLING PUNCTURED OIL COOLER. LOST OIL.  ,[]
19941129039879A,TEST FLIGHT. LOST POWER. HAD HISTORY COMPRESSOR STALLS. DEFERRED INSPECTION. ENGINE STALLED. STATOR VANES ERRODED. ,"[['HAD', Entity not linked to a knowledge base, 'PERSON'], ['STATOR VANES', Entity not linked to a knowledge base, 'PERSON']]"
19940922029829A,FAA ASI GIVING BIENNIAL NOT CURRENT IN TYPE WAS FLYING UNAWARE RIGHT THROTTLE COLLECTIVE REMOVED. MADE HARD LANDING,"[['FAA ASI', Entity not linked to a knowledge base, None]]"
19941207040969A,RAN OUT OF FUEL AT NIGHT ON FINAL. STRUCK APPROACH LIGHTS. SEVERED A WING. LEFT FUEL CAP MISSING. SIPHONED FUEL.   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'GPE'], ['NIGHT', None, 'TIME'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]"
19941015034899A,FRONT BAGGAGE DOOR OPEN ON TAKEOFF. OBSERVED BY PILOT ON CLIMBOUT. RETURNED. STRUCK POLES STEEP TURN FOR LANDING.  ,[]
19940918028309A,MAINTENANCE TEST FLIGHT. FUEL TRANSFER PUMP SHUT OFF TO CHECK FLOAT. NO RESTART. NO FUEL. CRASHED.FLOAT SHOWED FULL,[]
19941022038429A,NO BRAKE ON LANDING. TURNED OFF RUNWAY AVOID OVERRUM. STRUCK SIGN AND DITCH LEAKY BRAKE CYLINDER. LOST ALL FLUID.  ,[]
19941210044449I,PRACTICE DEPARTURE STALL. RAISED GEAR. BURN SMELL. UNABLE EXTEND. USED MANUAL GEAR MOTOR ON. LANDED GEAR DOWN.     ,[]
19941220046009I,HEARD LOUD BANG ENROUTE DIVERTED TO PITTSBURGH.CARGO DOORS SEPARATED.INDICATES DOOR NOT SECURED PRIOR TO FLIGHT.   ,"[['BANG', Entity(wikidata_entity_id=Q4854912, wikipedia_entity_title=Bang (Korean)), None], ['PITTSBURGH', Entity(wikidata_entity_id=Q1342, wikipedia_entity_title=Pittsburgh), 'ORG'], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]"
19941215046519A,AFT CARGO DOOR OPENED DURING TAKEOFF. LOST BAGGAGE. RETURNED. DOOR FRAME BENT. NOT PROPERLY CLOSED AND LOCKED.     ,"[['AFT CARGO', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]"
19941125039249A,ACCIDENTLLY TURNED OFF IGNITION EN ROUTE. UNABLE RESTART. STRUCK TREES LANDING.                                    ,"[['ACCIDENTLLY', Entity not linked to a knowledge base, None]]"
19941027046069I,BATTERY COMPARTMENT DOOR CAME OPEN DURING LANDING.ANTENNA ON DOOR PUNCHED HOLE IN WINDSHIELD.                      ,"[['BATTERY', Entity not linked to a knowledge base, None], ['ANTENNA', Entity(wikidata_entity_id=Q131214, wikipedia_entity_title=Antenna (radio)), None], ['WINDSHIELD', Entity(wikidata_entity_id=Q13693, wikipedia_entity_title=Windshield), None]]"
19941222048769A,ROUGH ENGINE AFTER DEPARTING. TURNED BACK. ENGINE SURGING. DESCENDED INTO TREES. WATER AND ICE IN FUEL.            ,[]
19941127039199A,VFR NOT ADVISED. LOW IFR TIME AND KNOWN INOP VACUMM PUMP PROCEEDED INTO IMC. LOST CONTROL. CRASHED.                ,[]
19940918037579I,ENGINE QUIT ON CLIMBOUT. LANDED FARM FIELD. FUEL LINE IN WING CRUSHED BY FOLDING WING. LINE NOT INSPECTED PREFLIGHT,[]
19941118043129I,ENGINE QUIT ON CLIMBOUT. MADE 180. LANDED SAFE ON GRASS. WATER IN FUEL DUE TO FUEL TANK SENDING UNIT SEAL LEAKING. ,"[['180', None, 'CARDINAL'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['UNIT', Entity not linked to a knowledge base, 'ORG']]"
19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), 'GPE']]"
19941211043799I,ENGINE QUIT. MADE EMERGENCY LANDING ON AIRPORT. ICE PARTICLES IN FUEL CAUSED CARBURETOR NEEDLE VALVE TO STICK OPEN.,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'ORG'], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), 'ORG']]"
19950113003429I,NARRATIVE: DEPARTED AIRPORT AT 0530 IN DARKNESS. AT 1000' AGL ATTEMPTED TO TURN OFF LANDING LIGHT BUT SWITCHED OFF ,"[['0530', None, 'TIME'], [""1000'"", None, 'QUANTITY']]"
19950112008339I,"NARRATIVE: DURING DESCENT INTO WILLISTON AIRPORT (ISN), ND THE FLIGHT CREW EXPERIENCED THE LOSS OF THE ELEVATOR TRI","[['WILLISTON AIRPORT', Entity(wikidata_entity_id=Q8022150, wikipedia_entity_title=Williston Municipal Airport), 'ORG'], ['ISN', Entity(wikidata_entity_id=Q263601, wikipedia_entity_title=Internment Serial Number), None], ['ND', Entity(wikidata_entity_id=Q1207, wikipedia_entity_title=North Dakota), None]]"
19950108000199A,LOST POWER ON CLIMBOUT. LANDED IN TREES. AIRCRAFT IDLE FOUR MONTHS. FUEL DRAINS FROZE SHUT. NO CURRENT MEDICAL.    ,"[['FOUR MONTHS', None, 'DATE'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]"
19950114000459A,NEWLY PURCHASED DEPARTING TO FERRY HOME. PASS SIDE SEAT BELT PREVENTED GEAR BAR LOCK. TRYING TO CLEAR LOST CONTROL.,[]
19950115000449A,UNEVEN FUEL FLOW. SLIPPED TO EQUILIZE FUEL IN TANKS. LOST POWER. NO RESTART. FUELED FROM CANS. SUMPS NOT USED.     ,[]
19950118003799I,"NARRATIVE: ON JANUARY 18, 1995, DELTA AIRLINES FLIGHT #1691, AFTER LANDING ON RUNWAY 20 AT IDAHO FALLS, ID (FANNING","[['JANUARY 18, 1995', Entity(parsed_string=[timepoint: [""1995/1/18""]]), 'DATE'], ['DELTA AIRLINES', Entity(wikidata_entity_id=Q188920, wikipedia_entity_title=Delta Air Lines), 'ORG'], ['RUNWAY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None], ['20', None, 'CARDINAL'], ['IDAHO FALLS', Entity(wikidata_entity_id=Q496360, wikipedia_entity_title=Idaho Falls, Idaho), 'GPE'], ['ID', Entity(wikidata_entity_id=Q1221, wikipedia_entity_title=Idaho), 'GPE']]"
19950124001189A,TRIED TAXI NOSE WHEEL CHOCKED. PASSENGERS GOT OUT TO REMOVE CHOCK WAS STRUCK BY IDLING PROPELLER.                  ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]"
19950128000899A,TURNED WRONG WAY AFTER TAKEOFF. THEN DESCENDED INTO TREES. FAILED REMOVE AIRSCOOP COVER CAUSING POWER LOSS.        ,[]
19950129005649I,"NARRATIVE: AFTER LANDING RUNWAY 01 AT TEB AIRPORT AND DECELERATING, THE LEFT MAIN LANDING GEAR COLLAPSED AND THE AI","[['WAY', Entity(wikidata_entity_id=Q28130474, wikipedia_entity_title=Way (vessel)), None], ['01', None, 'CARDINAL'], ['TEB AIRPORT', Entity(wikidata_entity_id=Q1433053, wikipedia_entity_title=Teterboro Airport), 'ORG'], ['MAIN', Entity(wikidata_entity_id=Q1343028, wikipedia_entity_title=Helicopter rotor), None]]"
19950208003549A,LOST POWER TRIED FOR OPEN FIELD. STRUCK TREES. WATER AND ICE IN FUEL SYSTEM. PRIOR PROBLEM. MAG SWITCH ON ONE MAG. ,"[['ONE', None, 'CARDINAL']]"
19950203001139A,VIBRATION ON SLOW SPRAY RUN. FELL TO GROUND. ROLLED OVER. LOST A ROTOR BLADE. WAS ADVISED OF CRACK AT ROTOR HUB.   ,"[['ROTOR HUB', Entity(wikidata_entity_id=Q1343028, wikipedia_entity_title=Helicopter rotor), None]]"
19950209001419A,FIRST FLIGHT AFTER PAINTING. ENGINE QUIT. LANDED IN FIELD. FOUND WATER IN FUEL. INADEQUATE FUEL SUMPING.           ,"[['FIRST', None, 'ORDINAL']]"
19950218002129A,ROLLED THROTTLE OFF INSTEAD OF COLLECTIVE ON DESCENT FOR LANDING. IMPACT BROKE OFF RIGHT SKID. ROLLED OVER.        ,[]
19950303003139A,LANDED SHORT OF RUNWAY DARK SNOWY NIGHT. ICE ON AIRCRAFT. SPOILERS OUT. POOR COCKPIT MANAGEMENT. SPOILER LIGHT ON. ,"[['NIGHT', None, 'TIME']]"
19950215047429I,"NARRATIVE: PILOT DEPARTED RWY 28L, VFR, REPORTED ENGINE FAILURE APPROX. 1 MILE WEST OF AIRPORT. ATC CLEARED PILOT T","[['RWY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None], ['28L', None, 'QUANTITY'], ['MILE', None, 'QUANTITY'], ['ATC', Entity(wikidata_entity_id=Q221395, wikipedia_entity_title=Air traffic control), None]]"
19950219004799A,DEPARTED WITH KNOWN BRAKE PROBLEM. BRAKE FAILED LANDING. EXITED RUNWAY. NOSED OVER.                                ,"[['KNOWN BRAKE', Entity not linked to a knowledge base, None], ['BRAKE', Entity(wikidata_entity_id=Q1534839, wikipedia_entity_title=Brake), 'PERSON']]"
19950222002239A,STATE POLICE FLIGHT. CLIMBING OVER RIVER. LOST POWER. ROTORS STOPPED. FUEL HAD RUSTY WATER. INJECTORS CLOGGED.     ,"[['FUEL HAD', Entity not linked to a knowledge base, None]]"
19950225002549A,LOST POWER AFTER NOTING LOW FUEL. LANDED GEAR UP IN FIELD. BELEIVE QUICK DRAIN LEAKED 12 GALLONS FUEL EN ROUTE.    ,"[['12', None, 'CARDINAL'], ['ONS', None, 'QUANTITY']]"
19950226002529A,THE BLIMP HAD A HISTORY OF UNRESOLVED ELECTRICAL SYSTEM CHARGING PROBLEMS. THE GROUND CREW WERE GIVEN RIDES AFTER T,"[['THE BLIMP HAD', Entity not linked to a knowledge base, None]]"
19950311003709A,UNABLE TO ROTATE ON TAKEOFF. ABORTED AND RAN OFF END RUNWAY. NOSED OVER. HAD FORGOTTEN TO REMOVE THE CONTROL LOCK. ,"[['T', Entity(wikidata_entity_id=Q785745, wikipedia_entity_title=Tank locomotive), None]]"
19950312008889I,"NARRATIVE: WHILE ENROUTE FROM LGA TO MIA, CREW DETECTED A VIBRATION DURING ALL PHASES OF FLIGHT. CREW REPORTED THE ","[['LGA', Entity(wikidata_entity_id=Q18481123, wikipedia_entity_title=Local government in Australia), None]]"
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","[['MARCH 14, 1995', Entity(parsed_string=[timepoint: [""1995/3/14""]]), 'DATE'], ['AMATEUR BUILT', Entity(wikidata_entity_id=Q2995267, wikipedia_entity_title=Homebuilt aircraft), None], ['BLO', Entity(wikidata_entity_id=Q11824275, wikipedia_entity_title=Blönduós Airport), None]]"
19950303047789A,LANDED SHORT OF RUNWAY DARK SNOW NIGHT. ICE ON AIRCRAFT. SPOTILERS OUT. POOR COCKPIT MANAGEMENT. SPOILER LIGHT ON. ,"[['NIGHT', None, 'TIME']]"
19950325005409A,FAILED RAISE FLAPS ON TOUCH AND GO. UNCABLE CLIMB. CFI TOOK OVER. ABORTED DUE TREES OFF END. NOSED OVER LANDING.   ,[]
19950117000499A,FAILED TO SEPARATE GROUND DOLLY. ON LIFTOFF REALIZED DOLLY STILL ATTACHED. ABORTED. ROLLED. CHOPPED TAIL AND BURNED,[]
19950321009089I,"NARRATIVE: AFTER TAKE-OFF FROM WAINWRIGHT AS, AK. WITH 2 PASSENGERS, THE REAR CARGO DOOR CAME OPEN AT APPROX. 70 FT","[['WAINWRIGHT AS', Entity not linked to a knowledge base, None], ['AK', Entity(wikidata_entity_id=Q797, wikipedia_entity_title=Alaska), 'GPE'], ['THE REAR CARGO', Entity not linked to a knowledge base, None], ['70 FT', None, 'QUANTITY']]"
19950314004749A,RIGHT MAIN GEAR COLLAPSED LANDING. PRIO GEAR CHECK WAS ADVISED GEAR WORK NEEDED BUT DECLINED.SHOWED HARD LANDINGS. ,"[['PRIO', Entity(wikidata_entity_id=Q7369591, wikipedia_entity_title=Ross Prio), None]]"
19950420011449I,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE","[['MARCH 20, 1995', Entity(parsed_string=[timepoint: [""1995/3/20""]]), 'DATE'], ['ROBERT HIGBEE', Entity not linked to a knowledge base, 'PERSON']]"
19950411014559A,TRIED TO TAKEOFF FROM TRAILOR WITHOUT REMOVING SHIPPING BLOCK. LOST CONTROL ROLLED OVER.                           ,"[['AKEOFF', Entity not linked to a knowledge base, None]]"
19950412011379I,"NARRATIVE: ON 04/12/95 A DC-6-B, N4390F OPERATED BY EVERTS AIR FUEL INC., DEPARTED THE RAMP AT FAIRBANKS INT'L AFTE","[['04/12/95', None, 'DATE'], ['DC-6-B', Entity not linked to a knowledge base, None], ['EVERTS AIR FUEL INC', Entity not linked to a knowledge base, 'ORG'], [""FAIRBANKS INT'L AFTE"", Entity not linked to a knowledge base, 'ORG']]"
19950123047799A,ON TAKEOFF PLANNED 180 PIVET PRIOR HOVERING. DURING PIVOT ROTATED 70 DEGREES LEFT. PITCHED UP. TIEDOWN ATTACHED.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'PERSON'], ['180', None, 'CARDINAL'], ['70', None, 'CARDINAL']]"
19950416008229A,STARTED ENGINE AND FORGOT TO UNTIE MAIN ROTOR BLADE. BLADE BROKE OFF AT 60 PERCENT POWER.                          ,"[['UNTIE MA', Entity not linked to a knowledge base, None], ['60 PERCENT', None, 'QUANTITY']]"
19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL","[['COM', Entity not linked to a knowledge base, 'ORG'], ['CINCINNATI', Entity(wikidata_entity_id=Q43196, wikipedia_entity_title=Cincinnati), 'FAC'], ['NORTHERN KENTUCKY INTERNATIONAL AIRPORT', Entity(wikidata_entity_id=Q151121, wikipedia_entity_title=Cincinnati/Northern Kentucky International Airport), 'ORG'], ['COVINGTON', Entity(wikidata_entity_id=Q747599, wikipedia_entity_title=Covington, Kentucky), 'ORG'], ['KENTUCKY', Entity(wikidata_entity_id=Q1603, wikipedia_entity_title=Kentucky), 'GPE'], ['1000', None, 'CARDINAL']]"
