,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
803,19931217046969A,CAUGHT FIRE BURNED ON ENGINE START. CARBURETOR REMOVED FOR EXCHANGE. NO PLACARDS OR FLAG. ADVISED PLANE AVAILABLE. ,"[['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None]]",CARBURETOR,,Carburetor,Q165435
804,19940318005589A,NIGHT APPROACH. LOST LEFT ENGINE DUE FUEL STARVATION. NOT FEATHERED. GEAR DOWN. BELOW VMC. HIT TREES. BAD GAUGES.  ,"[['VMC', Entity not linked to a knowledge base, None]]",VMC,,,
805,19940122000809A,ENGINE QUIT ON CLIMBOUT. RETURNED HARD ANGLED LANDING. VEERED INTO SNOWBANK. FOUND ICE CRYSTALS IN FUEL TANKS.     ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
806,19940731019749A,SLOW ACCELERATION ON TAKEOFF. AND LONG ROLL. TIRE HIT RUT. VEERED. HIT HANGAR ROOF AND POLE. PROP NOT FULL FORWARD.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
807,19940806020599A,ENGINE FAILED ON TAKEOFF. AIRCRAFT OUT OF ANNUAL MANY YEARS. ADS NOT COMPLIED. NO STC FOR AUTO FUEL.               ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
808,19940704031599I,ATR CONDITION PACK TRIPPED OVER HEAT. SELECT MANUAL PSI. CABIN CLIMBED. MASK DEPLOYED. DESCENT.NO MECHANICAL DEFECT,"[['CABIN', Entity not linked to a knowledge base, None]]",CABIN,,,
809,19940531027689I,NEGLECTED TO LOCK CAGO DOOR. ON CLIMB ARTILES IN CARGO POD FELL OUT.                                               ,"[['LOCK CAGO', Entity not linked to a knowledge base, None], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",LOCK CAGO,,,
810,19940531027689I,NEGLECTED TO LOCK CAGO DOOR. ON CLIMB ARTILES IN CARGO POD FELL OUT.                                               ,"[['LOCK CAGO', Entity not linked to a knowledge base, None], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",CARGO,,Cargo,Q319224
811,19940818022409A,LOST LEFT ENGINE NEAR H71. FEATHERED. HIGH . BEGAN GO AROUND BELOW VMC. CRASHED. BAD OIL LEAK. CRACKED ENGINE CASE.,"[['EG', Entity not linked to a knowledge base, None], ['MC', Entity not linked to a knowledge base, None]]",EG,,,
812,19940818022409A,LOST LEFT ENGINE NEAR H71. FEATHERED. HIGH . BEGAN GO AROUND BELOW VMC. CRASHED. BAD OIL LEAK. CRACKED ENGINE CASE.,"[['EG', Entity not linked to a knowledge base, None], ['MC', Entity not linked to a knowledge base, None]]",MC,,,
813,19940611028999I,ENGINE OVERHEAT ON TAKEOFF. LANDED IN FARM FIELD. FORGOT TO REMOVE ENGINE INLET PLUGS.                             ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
814,19940907048599A,STUDENT LOST DIRECTIONAL CONTROL ON TAKEOFF. CFI UNABLE TO CORRECT. RUDDER PEDALS WERE STOWED. WING STRUCK GROUND. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
815,19940611015219A,NO AILERON CONTROL ON TOW CLIMBOUT. RELEASED TOW. WING HIT GROUND. ANC3 BOLT AILERON TORQUE TUBE IMPROPER INSTALLED,"[['ILERON', Entity not linked to a knowledge base, None], ['ANC3', Entity(wikidata_entity_id=Q27545790), None], ['AILERON TORQUE', Entity not linked to a knowledge base, None]]",ILERON,,,
816,19940611015219A,NO AILERON CONTROL ON TOW CLIMBOUT. RELEASED TOW. WING HIT GROUND. ANC3 BOLT AILERON TORQUE TUBE IMPROPER INSTALLED,"[['ILERON', Entity not linked to a knowledge base, None], ['ANC3', Entity(wikidata_entity_id=Q27545790), None], ['AILERON TORQUE', Entity not linked to a knowledge base, None]]",ANC3,,,Q27545790
817,19940611015219A,NO AILERON CONTROL ON TOW CLIMBOUT. RELEASED TOW. WING HIT GROUND. ANC3 BOLT AILERON TORQUE TUBE IMPROPER INSTALLED,"[['ILERON', Entity not linked to a knowledge base, None], ['ANC3', Entity(wikidata_entity_id=Q27545790), None], ['AILERON TORQUE', Entity not linked to a knowledge base, None]]",AILERON TORQUE,,,
818,19940602013379A,LIFTED OFF PAD TO HOVER. BEGAN PILOT INDUCED OSCILLATION DUE HEAVY CYLIC FORCE. FORGOT TO ENGAGE HYDRAULIC SYSTEM. ,"[['HOVER', Entity(wikidata_entity_id=Q740997, wikipedia_entity_title=Levitation), None], ['BEGAN', Entity not linked to a knowledge base, 'PERSON']]",HOVER,,Levitation,Q740997
819,19940620029349I,TRIED TO HOVER TAXI WITH FUEL HOSE ATTACHED TO FUEL TANK. MADE HARD LANDING.                                       ,"[['HOVER TAXI', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",HOVER TAXI,,Taxiing,Q1421250
820,19940620029349I,TRIED TO HOVER TAXI WITH FUEL HOSE ATTACHED TO FUEL TANK. MADE HARD LANDING.                                       ,"[['HOVER TAXI', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
821,19940619015629A,MAINTENANCE NEW ENGINE TEST FLIGHT. NOSED UP AND STALLED AFTER TAKEOFF. ELEVATOR TRIM FULL NOSE HIGH.COULD OVERCOME,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
822,19940827034779I,ELECTRICAL FAILURE ON TAKEOFF. CIRCLE. WRONG MANUAL GEAR EXTEND. NO ELECTRICAL DEFECTS.PILOT LACKED BASIC INFO.    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
823,19940809021049A,UNCONTROLLED LEFT ROLL ON LIFTOFF. ABORTED. LEFT WING HIT. CARTWHEELED. USED 20 DEGREES FLAPS. LIMITING AILERONS.  ,"[['L', Entity not linked to a knowledge base, None], ['TOFF', Entity(wikidata_entity_id=Q7812964, wikipedia_entity_title=Toff), None]]",L,,,
824,19940809021049A,UNCONTROLLED LEFT ROLL ON LIFTOFF. ABORTED. LEFT WING HIT. CARTWHEELED. USED 20 DEGREES FLAPS. LIMITING AILERONS.  ,"[['L', Entity not linked to a knowledge base, None], ['TOFF', Entity(wikidata_entity_id=Q7812964, wikipedia_entity_title=Toff), None]]",TOFF,,Toff,Q7812964
825,19940530028959I,REPORT SMOKE IN COCKPIT. TURNED OFF BLEED AIR. SMOKE SUBSIDED.RETURNED. PILOT FAILED REMOVE RAM AIR INTAKE PLUG.   ,"[['SMOKE', Entity not linked to a knowledge base, None]]",SMOKE,,,
826,19941228042989A,REPORTED LOOSE ENGINE COWLING. TRIED TO LAND AT X17. COWLING HIT BY PROP. COWLING PUNCTURED OIL COOLER. LOST OIL.  ,"[['X17', Entity(wikidata_entity_id=Q76161097, wikipedia_entity_title=X17 particle), None]]",X17,,X17 particle,Q76161097
827,19940922029829A,FAA ASI GIVING BIENNIAL NOT CURRENT IN TYPE WAS FLYING UNAWARE RIGHT THROTTLE COLLECTIVE REMOVED. MADE HARD LANDING,"[['FAA ASI', Entity not linked to a knowledge base, None]]",FAA ASI,,,
828,19940918028309A,MAINTENANCE TEST FLIGHT. FUEL TRANSFER PUMP SHUT OFF TO CHECK FLOAT. NO RESTART. NO FUEL. CRASHED.FLOAT SHOWED FULL,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
829,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",TAKEO,,,
830,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",TOWBAR,,Tow hitch,Q545837
831,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",T,,,
832,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",OWBAR,,Evat,Q5736920
833,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",TOWBAR,,Tow hitch,Q545837
834,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",CK,,,
835,19950108000199A,LOST POWER ON CLIMBOUT. LANDED IN TREES. AIRCRAFT IDLE FOUR MONTHS. FUEL DRAINS FROZE SHUT. NO CURRENT MEDICAL.    ,"[['CLIMB', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]",CLIMB,,,
836,19950115000449A,UNEVEN FUEL FLOW. SLIPPED TO EQUILIZE FUEL IN TANKS. LOST POWER. NO RESTART. FUELED FROM CANS. SUMPS NOT USED.     ,"[['UNEVEN FUEL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",UNEVEN FUEL,,,
837,19950115000449A,UNEVEN FUEL FLOW. SLIPPED TO EQUILIZE FUEL IN TANKS. LOST POWER. NO RESTART. FUELED FROM CANS. SUMPS NOT USED.     ,"[['UNEVEN FUEL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
838,19950124001189A,TRIED TAXI NOSE WHEEL CHOCKED. PASSENGERS GOT OUT TO REMOVE CHOCK WAS STRUCK BY IDLING PROPELLER.                  ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
839,19950208003549A,LOST POWER TRIED FOR OPEN FIELD. STRUCK TREES. WATER AND ICE IN FUEL SYSTEM. PRIOR PROBLEM. MAG SWITCH ON ONE MAG. ,"[['EL', Entity not linked to a knowledge base, None]]",EL,,,
840,19950203001139A,VIBRATION ON SLOW SPRAY RUN. FELL TO GROUND. ROLLED OVER. LOST A ROTOR BLADE. WAS ADVISED OF CRACK AT ROTOR HUB.   ,"[['ROTOR HUB', Entity(wikidata_entity_id=Q1343028, wikipedia_entity_title=Helicopter rotor), None]]",ROTOR HUB,,Helicopter rotor,Q1343028
841,19950215047429I,"NARRATIVE: PILOT DEPARTED RWY 28L, VFR, REPORTED ENGINE FAILURE APPROX. 1 MILE WEST OF AIRPORT. ATC CLEARED PILOT T","[['RWY 28L', Entity not linked to a knowledge base, None], ['VFR', Entity(wikidata_entity_id=Q907246, wikipedia_entity_title=Visual flight rules), 'ORG']]",RWY 28L,,,
842,19950226002529A,THE BLIMP HAD A HISTORY OF UNRESOLVED ELECTRICAL SYSTEM CHARGING PROBLEMS. THE GROUND CREW WERE GIVEN RIDES AFTER T,"[['THE BLIMP', Entity(wikidata_entity_id=Q1324545, wikipedia_entity_title=Blimp), None]]",THE BLIMP,,Blimp,Q1324545
843,19950311003709A,UNABLE TO ROTATE ON TAKEOFF. ABORTED AND RAN OFF END RUNWAY. NOSED OVER. HAD FORGOTTEN TO REMOVE THE CONTROL LOCK. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
844,19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","[['AMATEUR BUILT', Entity(wikidata_entity_id=Q2995267, wikipedia_entity_title=Homebuilt aircraft), None], ['BLO', Entity not linked to a knowledge base, 'GPE']]",AMATEUR BUILT,,Homebuilt aircraft,Q2995267
845,19950420011449I,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE","[['PIS-1', Entity(wikidata_entity_id=Q102114775), None], ['ROBERT HIGBEE', Entity(wikidata_entity_id=Q108277387), 'PERSON'], ['LANDE', Entity not linked to a knowledge base, 'ORG']]",PIS-1,,,Q102114775
846,19950412011379I,"NARRATIVE: ON 04/12/95 A DC-6-B, N4390F OPERATED BY EVERTS AIR FUEL INC., DEPARTED THE RAMP AT FAIRBANKS INT'L AFTE","[['DC-6-B', Entity not linked to a knowledge base, None], ['EVERTS AIR FUEL INC', Entity not linked to a knowledge base, 'ORG'], [""FAIRBANKS INT'L AFTE"", Entity not linked to a knowledge base, 'ORG']]",DC-6-B,,,
847,19950511019239I,CARGO OF PALLETS SHIFTED AFT ON TAKEOFF. STRUCK AFT BULKHEAD. ABORTED PALLET CAME FORWARD INTO FRONT RETAINER WALL.,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
848,19950526019579I,ENGINE QUIT AFTER REFUELING. LANDED RICE FIELD. FOUND WATER IN FUEL. REMOVED ENGINE FOR HARD LANDING CHECK.        ,"[['RICE', Entity(wikidata_entity_id=Q5090, wikipedia_entity_title=Rice), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'GPE']]",RICE,,Rice,Q5090
849,19950417029249I,2 TAKEOFF ABORTS.AUTO THROTTLE FAILED ENGAGE.TAKEOFF EPR NOT PROGRAMED IN TO FMC.CHECK LIST IMPROPERLY PERFORMED.  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, 'PERSON'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FMC', Entity not linked to a knowledge base, 'ORG']]",TAKEOFF,,Takeoff,Q854248
850,19950421009249A,BOUNCED LANDING. TRIED GO AROUND WITH IDLE POWER. OVERFLEW RUNWAY INTO MARSH. UNFAMILIAR WITH VERNIER THROTTLE.    ,"[['VER', Entity not linked to a knowledge base, None]]",VER,,,
851,19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CO', Entity not linked to a knowledge base, None]]",CARGO,,Cargo,Q319224
852,19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CO', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
853,19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CO', Entity not linked to a knowledge base, None]]",CO,,,
854,19950703016069A,"LOW ROTOR RPM DEMO. AIRCRAFT BEGAN UNCOMMANDED TURN. LANDED HARD, BOUNCED. LEFT ANTITORQUE CABLE BROKE DUE WEAR.   ","[['EG', Entity not linked to a knowledge base, None]]",EG,,,
855,19950718019642A,"GLIDER COLLIDED WITH GROUND AFTER TOW, LOST POWER ON TAKEOFF. (.4)THE GLIDER PILOT STATED THAT AFTER HE COMPLETED H","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
856,19950527014439A,LOST CONTROL ON CLIMBOUT AFTER TOW RELEASE. ROLLED BOTH WAYS. SPIRAL TO IMPACT. NEGLECTED TO CONNECT RIGHT AILERON.,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
857,19950728028999I,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,"[['EAA CON', Entity not linked to a knowledge base, None]]",EAA CON,,,
858,19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
859,19950609018129A,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
860,19950216008379I,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU","[['CESSNA 207', Entity(wikidata_entity_id=Q1057183, wikipedia_entity_title=Cessna 206), None], ['BETHEL AIRPORT', Entity(wikidata_entity_id=Q619997, wikipedia_entity_title=Bethel Airport), 'ORG']]",CESSNA 207,,Cessna 206,Q1057183
861,19950626014949A,ENGINE FAILED ON POLICE SURVEILANCE FLIGHT. AUTOROTATED TO EDGE OF CLEARING. STRUCK TREES. WATER IN FUEL.          ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
862,19950903033269I,TRIED TO TAKEOFF MOTOR GLIDER WITH FULL FLAPS. STALLED.                                                            ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
863,19950906035259I,CLIMB NR1 ENGINE FIRE LIGHT. SHUTDOWN. STILL ON. USED BOTTLES. LIGHT OUT. HAD FIRE NO LEAK CHK NOZZLE CHANGE PER AD,"[['CLIMB NR1', Entity not linked to a knowledge base, None]]",CLIMB NR1,,,
864,19950703022969I,LOST POWER ON TAKEOFF. LANDED OFF AIRPORT. FUEL SELECT ON EMPTY TANK. OTHER FULL. FUEL GAGE INOPERATIVE.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
865,19950703022969I,LOST POWER ON TAKEOFF. LANDED OFF AIRPORT. FUEL SELECT ON EMPTY TANK. OTHER FULL. FUEL GAGE INOPERATIVE.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
866,19950708017569A,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
867,19950708017569A,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
868,19951012037469I,"NARRATIVE: STUDENT PILOT ON HER FIRST CROSS COUNTRY SOLO. RECEIVED WEATHER BRIEFING, FILED A VFR PLAN, THEN DEPARTE","[['SOLO', Entity(wikidata_entity_id=Q5454245, wikipedia_entity_title=First solo flight), None], ['V', Entity not linked to a knowledge base, None]]",SOLO,,First solo flight,Q5454245
869,19951012037469I,"NARRATIVE: STUDENT PILOT ON HER FIRST CROSS COUNTRY SOLO. RECEIVED WEATHER BRIEFING, FILED A VFR PLAN, THEN DEPARTE","[['SOLO', Entity(wikidata_entity_id=Q5454245, wikipedia_entity_title=First solo flight), None], ['V', Entity not linked to a knowledge base, None]]",V,,,
870,19950717033279I,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   ,"[['THRU FL390', Entity not linked to a knowledge base, None], ['NR1', Entity not linked to a knowledge base, None]]",THRU FL390,,,
871,19950717033279I,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   ,"[['THRU FL390', Entity not linked to a knowledge base, None], ['NR1', Entity not linked to a knowledge base, None]]",NR1,,,
