,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
957,19870816056669A,"TOOK OFF WITHOUT SLATS AND FLAPS EXTENDED. STRUCK LIGHT POLE,CRASHED AND BURNED. TAKEOFF WARNING SYSTEM INOPERATIVE","[['TAKEOFF WARNING SYSTEM', Entity(wikidata_entity_id=Q18387688, wikipedia_entity_title=Take-off warning system), None]]",TAKEOFF WARNING SYSTEM,,Take-off warning system,Q18387688
958,19871022072959I,SAW ENGINE OIL LEAK. RETURNED TO FIELD. DISCOVERED OIL CAP LOOSE. REPLACED CAP AND RESUMED FLIGHT. PILOT COUNSELLED,"[['SAW ENG', Entity not linked to a knowledge base, None], ['FI', Entity not linked to a knowledge base, None]]",SAW ENG,,,
959,19871022072959I,SAW ENGINE OIL LEAK. RETURNED TO FIELD. DISCOVERED OIL CAP LOOSE. REPLACED CAP AND RESUMED FLIGHT. PILOT COUNSELLED,"[['SAW ENG', Entity not linked to a knowledge base, None], ['FI', Entity not linked to a knowledge base, None]]",FI,,,
960,19870911051849A,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,"[['DOOR', Entity(wikidata_entity_id=Q36794, wikipedia_entity_title=Door), None]]",DOOR,,Door,Q36794
961,19871024060409A,REPORTED A DOOR CAME OPEN AFTER TAKEOFF. MADE TIGHT CIRCLE TO LAND ON ANOTHER RUNWAY. HIT A TREE AND CRASHED.      ,"[['AKEOFF', Entity not linked to a knowledge base, None]]",AKEOFF,,,
962,19870910061919I,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,"[['TAILWHEEL', Entity(wikidata_entity_id=Q2874355, wikipedia_entity_title=Conventional landing gear), None]]",TAILWHEEL,,Conventional landing gear,Q2874355
963,19880113000529A,TRIED TO TAKE OFF FROM SHIPS HELIPAD WITH A UNDETECTED REAR TIEDOWN STRAP STILL FASTENED. ROLLED OVER AND BURNED.  ,"[['SHIPS HELIPAD', Entity not linked to a knowledge base, None]]",SHIPS HELIPAD,,,
964,19871119066679A,LIFTED TO HOVER UNAWARE HIDDEN TIE DOWN CHAINS STILL ATTACHED. ROLLED OVER AND CRASHED. TIE DOWNS WERE IMPROPER.   ,"[['HOVER', Entity not linked to a knowledge base, None], ['CH', Entity not linked to a knowledge base, 'PERSON']]",HOVER,,,
965,19871118082759I,THE TAKEOFF WAS ABORTED WHEN THE PILOT HEARD A BANG. CREW ENTRANCE LADDER HAD COME LOOSE AND HIT THE DECK.         ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
966,19880216002609A,TAIL ROTOR ASSEMBLY BROKE OFF IN FLIGHT WHEN IT WAS STRUCK BY A HELMET FLIGHT BAG BLOWN OUT OF COCKPIT.            ,"[['TA', Entity not linked to a knowledge base, None], ['EMBLY BROKE', Entity not linked to a knowledge base, 'PERSON'], ['C', Entity not linked to a knowledge base, None], ['P', Entity not linked to a knowledge base, None]]",TA,,,
967,19880303054509I,INDICATES PILOT DID NOT TURN ON ENGINE ANTI ICE PRIOR TO ICING. LOST BOTH ENGINES. WAS ABLE TO RESTART AND RETURN. ,"[['TI', Entity not linked to a knowledge base, None]]",TI,,,
968,19880209002149A,APPEARS LEFT TANK RAN DRY. UNFASTENED BELT TO TURN VALVE TO FULL TANK.  SELECTOR JAMMED. LOST CONTROL OF AIRCRAFT. ,"[['AMMED', Entity(wikidata_entity_id=Q22673595, wikipedia_entity_title=Military Academy of Health Sciences), None]]",AMMED,,Military Academy of Health Sciences,Q22673595
969,19880314026319A,HIT POWERLINES ON A PRECAUTIONARY LANDING. FUEL BOOST WARNING LIGHT ON. IMPACTED GROUND. GENERATOR SWITCH WAS OFF. ,"[['F', Entity not linked to a knowledge base, None], ['EL', Entity(wikidata_entity_id=Q2633778, wikipedia_entity_title=Elevation), None]]",F,,,
970,19880314026319A,HIT POWERLINES ON A PRECAUTIONARY LANDING. FUEL BOOST WARNING LIGHT ON. IMPACTED GROUND. GENERATOR SWITCH WAS OFF. ,"[['F', Entity not linked to a knowledge base, None], ['EL', Entity(wikidata_entity_id=Q2633778, wikipedia_entity_title=Elevation), None]]",EL,,Elevation,Q2633778
971,19871117077809I,LOUD BANG AT ENGINE START AFTER MAINTENANCE. FOUND NR3 TAIL ROTOR DRIVE SHAFT COUPLING BOLTS WERE LOOSE.           ,"[['ENGINE', Entity not linked to a knowledge base, None]]",ENGINE,,,
972,19880213002489A,LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF THE RUNWAY. STUDENT USED NOSEWHEEL STEERING. CFI FAILED TO ADVISE. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['NOSEWHEEL', Entity(wikidata_entity_id=Q2874353, wikipedia_entity_title=Tricycle landing gear), None], ['CFI', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
973,19880213002489A,LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF THE RUNWAY. STUDENT USED NOSEWHEEL STEERING. CFI FAILED TO ADVISE. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['NOSEWHEEL', Entity(wikidata_entity_id=Q2874353, wikipedia_entity_title=Tricycle landing gear), None], ['CFI', Entity not linked to a knowledge base, None]]",NOSEWHEEL,,Tricycle landing gear,Q2874353
974,19880213002489A,LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF THE RUNWAY. STUDENT USED NOSEWHEEL STEERING. CFI FAILED TO ADVISE. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['NOSEWHEEL', Entity(wikidata_entity_id=Q2874353, wikipedia_entity_title=Tricycle landing gear), None], ['CFI', Entity not linked to a knowledge base, None]]",CFI,,,
975,19871205069159A,"LOST OIL PRESSURE ON TAKEOFF. TRIED LANDING DOWNWIND NO FLAPS. TOO HIGH,STALLED CLIMBOUT. OIL DIPSTICK NOT SECURED.","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
976,19880104000179A,LOST CONTROL ON CLIMB-OUT AND IMPACTED NEAR VERTICAL.INDICATES PILOT FAILED TO TURN ON GYRO HORIZON PRIOR DEPARTURE,"[['GYRO HORIZ', Entity not linked to a knowledge base, None]]",GYRO HORIZ,,,
977,19880324019949I,ICING PROBLEM. ENGINE QUIT AT CRUISE. RESTARTED. ONLY RAN AT IDLE. LANDED ON DIRT ROAD. WAS USING RAM AIR.         ,"[['ENG', Entity not linked to a knowledge base, None]]",ENG,,,
978,19880623040369I,"ENGINE OVERHEATED ON CLIMBOUT. LANDED ON A HIGHWAY. HAD FORGOT TO REMOVE COWL COVERS.TOOK OFF, RETURNED TO AIRPORT.","[['COWL', Entity(wikidata_entity_id=Q1138219, wikipedia_entity_title=Cowling), None]]",COWL,,Cowling,Q1138219
979,19880426011719A,ENGINE QUIT. NOSED OVER LANDING IN A SOFT FIELD. FOUND WATER IN THE FUEL.                                          ,"[['ENG', Entity(wikidata_entity_id=Q632025, wikipedia_entity_title=Engineering notation), None]]",ENG,,Engineering notation,Q632025
980,19880413016839I,HAD A RATTLE NOISE OUTSIDE OF THE AIRCRAFT. RETURNED. FOUND EXCESS SEAT BELT WAS HANGING OUTSIDE OF COCKPIT.       ,"[['BELT', Entity(wikidata_entity_id=Q422887, wikipedia_entity_title=Belt armor), None]]",BELT,,Belt armor,Q422887
981,19880623040529I,ENGINE QUIT IN THE PATTERN. LANDED IN A FLOOD CHANNEL. LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE.   ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['ENGINE', Entity not linked to a knowledge base, None]]",ENGINE,,Aircraft engine,Q743004
982,19880623040529I,ENGINE QUIT IN THE PATTERN. LANDED IN A FLOOD CHANNEL. LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE.   ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['ENGINE', Entity not linked to a knowledge base, None]]",ENGINE,,,
983,19880410036529A,FIRE ERUPTED IN EXHAUST SYSTEM IN AN INVERTED SPIN DUE TO POOLING OF SMOKE OIL AND IGNITED. SMOKE OBSCURED LANDING.,"[['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None], ['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None]]",SMOKE,,Smoke,Q130768
984,19880410036529A,FIRE ERUPTED IN EXHAUST SYSTEM IN AN INVERTED SPIN DUE TO POOLING OF SMOKE OIL AND IGNITED. SMOKE OBSCURED LANDING.,"[['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None], ['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None]]",SMOKE,,Smoke,Q130768
985,19880406036069I,RIGHT MAIN WHEEL LEFT THE TAXIWAY DURING TAXIING. FOUND LEFT BRAKE HAD A LEAK AT THE PISTON. PILOT FAILED TO NOTE. ,"[['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None]]",TAXIWAY,,Taxiway,Q910386
986,19880520015489A,"AIRCRAFT MADE LEFT VERTICAL BANK ON INITIAL CLIMB IMPACTED AND BURNED. AILERON CONTROL JUST REWORKED, WERE BACKWARD","[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
987,19880402015869I,SMOKE IN COCKPIT. DECLARED AN EMERGENCY. LANDED SAFELY. FOUND PILOT HAD MISHANDLED THE CABIN HEATER CONTROL.       ,"[['CABIN', Entity(wikidata_entity_id=Q695207, wikipedia_entity_title=Log cabin), None]]",CABIN,,Log cabin,Q695207
988,19880422066369I,ATC EQUIPMENT SHOWED PLANE BELOW ASSIGNED ALTITUDE. PILOT VERIFIED CORRECT ALTITUDE. RADAR READOUT SOMETIMES FAUTLY,"[['ATC', Entity(wikidata_entity_id=Q221395, wikipedia_entity_title=Air traffic control), None], ['PLANE', Entity not linked to a knowledge base, 'PERSON']]",ATC,,Air traffic control,Q221395
989,19880509021299I,LEFT ENGINE OIL PRESSURE FLUCTUATING ON CLIMB. ENGINE WAS IDLED. RETURNED. FOUND OIL RESERVOIR CAP LOOSE.          ,"[['ENGINE', Entity not linked to a knowledge base, None], ['ENGINE', Entity not linked to a knowledge base, None]]",ENGINE,,,
990,19880509021299I,LEFT ENGINE OIL PRESSURE FLUCTUATING ON CLIMB. ENGINE WAS IDLED. RETURNED. FOUND OIL RESERVOIR CAP LOOSE.          ,"[['ENGINE', Entity not linked to a knowledge base, None], ['ENGINE', Entity not linked to a knowledge base, None]]",ENGINE,,,
991,19880420048059I,DOOR OPENED IN FLIGHT. PILOT REQUESTED NEAREST AIRPORT WHERE HE LANDED WITHOUT INCIDENT.                           ,"[['DO', Entity not linked to a knowledge base, None]]",DO,,,
992,19880921056649I,LOST DIRECTIONAL CONTROL AFTER TAKEOFF AND ROLLED. RECOVERED AND LANDED. FORGOT TO REMOVE EXTERNAL AILERON LOCK.   ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
993,19880909038109A,"BEGAN TAKEOFF ROLL WITH CONTROL LOCK IN PLACE. UNABLE TO REMOVE, ABORTED LATE, RAN OFF END OF RUNWAY AND OVERTURNED","[['BEGAN TAKEOFF', Entity not linked to a knowledge base, None]]",BEGAN TAKEOFF,,,
994,19880914038569A,RIGHT COWL PANEL OPENED ON TAKEOFF CAUSED DRAG AND LOSS OF LIFT. LANDED OFF AIRPORT. IMPACT BENT THE WING SPAR.    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
995,19880831036229A,"CREW FAILED TO ASCERTAIN FLAPS SET FOR TAKEOFF AND FLAP WARNING HORN FAILED, LACK OF LIFT CAUSED SETTLING AND CRASH","[['W', Entity not linked to a knowledge base, None]]",W,,,
996,19880711026239A,MISSED APPROACH. FORCED LANDING IN FIELD. PILOT USED TO VERNIOR THROTTLE. UNSCREWED SAME BY TWISTING. NO MECHANICAL,"[['VERNIOR', Entity not linked to a knowledge base, None]]",VERNIOR,,,
997,19880725057329A,WATER TAXI TO REFUEL PRIOR TO TAKEOFF. WATER ROUGH. LEFT FLOAT CAP OPEN SHIPPED WATER AND ACFT ROLLED OVER AND SANK,"[['X', Entity(wikidata_entity_id=Q1190763, wikipedia_entity_title=X band), None]]",X,,X band,Q1190763
998,19880920059059I,"DISCARDED CARGO DOOR WAS PICKED UP BY ROTOR WASH OF UNKNOWN HELICOPTER.IT HIT PARKED S550 N#92QS, DAMAGING AILERON.","[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",CARGO,,Cargo,Q319224
999,19880920059059I,"DISCARDED CARGO DOOR WAS PICKED UP BY ROTOR WASH OF UNKNOWN HELICOPTER.IT HIT PARKED S550 N#92QS, DAMAGING AILERON.","[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
1000,19880730028329A,"HAD UNEVEN FUEL FLOW AND IMBALANCE. DIVERTED TO NEAREST AIRPORT, CRASHED AND BURNED. YAW DAMPER INOP.              ","[['YAW DAMPER', Entity(wikidata_entity_id=Q1433666, wikipedia_entity_title=Yaw damper), None]]",YAW DAMPER,,Yaw damper,Q1433666
1001,19880926053609I,RIGHT SIDE OF ENGINE COWLING OPENED EN ROUTE. DIVERTED TO ROSTRAVER. LEFT SIDE OPENED. LANDED. NO REASON FOUND.    ,"[['ENGINE', Entity(wikidata_entity_id=Q12760, wikipedia_entity_title=Steam engine), None]]",ENGINE,,Steam engine,Q12760
1002,19881006062739I,UNABLE TO PRESSURIZE CABIN AFTER TAKEOFF. RETURNED. R-1 DOOR WAS OPEN. RECYCLED DOOR AND RESUMED FLIGHT.           ,"[['CABIN', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['R-1 DO', Entity not linked to a knowledge base, None]]",CABIN,,,
1003,19881006062739I,UNABLE TO PRESSURIZE CABIN AFTER TAKEOFF. RETURNED. R-1 DOOR WAS OPEN. RECYCLED DOOR AND RESUMED FLIGHT.           ,"[['CABIN', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['R-1 DO', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
1004,19881006062739I,UNABLE TO PRESSURIZE CABIN AFTER TAKEOFF. RETURNED. R-1 DOOR WAS OPEN. RECYCLED DOOR AND RESUMED FLIGHT.           ,"[['CABIN', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['R-1 DO', Entity not linked to a knowledge base, None]]",R-1 DO,,,
1005,19881115058249A,NO AILERON CONTROL ON TAKEOFF TOW. RELEASED TOW AND CRASHED INTO TREES. PINS HOLDING AILERON CONTROLS WERE MISSING.,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), 'PERSON']]",AILERON,,Aileron,Q509379
1006,19881115058249A,NO AILERON CONTROL ON TAKEOFF TOW. RELEASED TOW AND CRASHED INTO TREES. PINS HOLDING AILERON CONTROLS WERE MISSING.,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), 'PERSON']]",TAKEOFF,,Takeoff,Q854248
1007,19881228056929A,ROUGH ENGINE AND PARTIAL POWER ON CLIMBOUT. HIT TREES ON RETURN. CARB HEAT LEVER TRAVEL WAS RESTRICTED.            ,"[['CARB HEAT', Entity(wikidata_entity_id=Q2515721, wikipedia_entity_title=Carburetor heat), None]]",CARB HEAT,,Carburetor heat,Q2515721
1008,19881130064879I,BOTH ENGINES FLUCTUATING. LANDED AT FT LEONARD WOOD. NO FUEL WOULD DRAIN FROM SUMP. LATER WATER CAME FROM SUMP.    ,"[['LEONARD WOOD', Entity not linked to a knowledge base, None]]",LEONARD WOOD,,,
1009,19881214055199I,DOOR OPENED AND DEPARTED AIRCRAFT AT CRUISE ALTITUDE. DIVERTED. CAUSE NOT STATED.                                  ,"[['CRUISE ALTITUDE', Entity(wikidata_entity_id=Q190200, wikipedia_entity_title=Altitude), None]]",CRUISE ALTITUDE,,Altitude,Q190200
1010,19881006044739A,PUT GEAR DOWN BY MISTAKE FOR WATER LANDING. AMPHIBIAN FLIPPED OVER. REPORTED ELEVATOR TRIM BROKE. NO DEFECTS NOTED.,"[['AMPHIBIAN', Entity(wikidata_entity_id=Q10908, wikipedia_entity_title=Amphibian), None]]",AMPHIBIAN,,Amphibian,Q10908
1011,19881230068779I,TAKEOFF WARNING HORN WHEN THROTTLES WERE ADVANCED. ABORTED. RESET STABILIZER TRIM AND RETURNED TO TAKEOFF AGAIN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE']]",TAKEOFF,,Takeoff,Q854248
1012,19890413020489I,LOST POWER ON TAKEOFF. LANDED WITH GEAR UP ON SAME RUNWAY. WATER IN FUEL TANK. FILLER CAP FIT LOOSELY.             ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1013,19890322024319I,VEERED OFF RUNWAY AT START OF TAKEOFF ROLL. STOPPED WITHOUT DAMAGE. CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CREW HAD', Entity not linked to a knowledge base, 'PERSON']]",TAKEOFF,,Takeoff,Q854248
1014,19890517027839I,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.           ,"[['MAIN', Entity not linked to a knowledge base, None], ['EL', Entity not linked to a knowledge base, None]]",MAIN,,,
1015,19890517027839I,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.           ,"[['MAIN', Entity not linked to a knowledge base, None], ['EL', Entity not linked to a knowledge base, None]]",EL,,,
1016,19890308025899I,RIGHT EMERGENCY DOOR SEPARATED ON CLIMB. RETURNED. FOUND RELEASE HANDLE PARTIALLY DISENGAGED.                      ,"[['IMB', Entity(wikidata_entity_id=Q16980619, wikipedia_entity_title=Intelligent Mail barcode), None], ['HAND', Entity not linked to a knowledge base, None]]",IMB,,Intelligent Mail barcode,Q16980619
1017,19890308025899I,RIGHT EMERGENCY DOOR SEPARATED ON CLIMB. RETURNED. FOUND RELEASE HANDLE PARTIALLY DISENGAGED.                      ,"[['IMB', Entity(wikidata_entity_id=Q16980619, wikipedia_entity_title=Intelligent Mail barcode), None], ['HAND', Entity not linked to a knowledge base, None]]",HAND,,,
1018,19890212002089A,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ","[['BEGAN', Entity not linked to a knowledge base, None]]",BEGAN,,,
1019,19890505030929I,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.                 ,"[['NOSE', Entity not linked to a knowledge base, None]]",NOSE,,,
1020,19890311003709A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF. FOUND LOOSE FRONT COCKPIT SEAT HAD FALLEN TO FLOOR. JAMMED LEFT BRAKE.,"[['JAMMED LE', Entity not linked to a knowledge base, None]]",JAMMED LE,,,
1021,19890306022879I,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.                 ,"[['LE', Entity not linked to a knowledge base, None], ['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",LE,,,
1022,19890306022879I,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.                 ,"[['LE', Entity not linked to a knowledge base, None], ['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",ENGINE,,Aircraft engine,Q743004
1023,19890306022879I,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.                 ,"[['LE', Entity not linked to a knowledge base, None], ['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1024,19890505026419I,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EL', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
1025,19890505026419I,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EL', Entity not linked to a knowledge base, None]]",EL,,,
1026,19890503010699A,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1027,19890220017259I,SMOKE IN COCKPIT AFTER HEATER TURNED ON. RETURNED. OIL SPILL DURING PREFLIGHT SERVICE WAS SOURCE OF SMOKE.         ,"[['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None]]",SMOKE,,Smoke,Q130768
1028,19890125022859I,LEFT ENGINE FAILED WHEN FUEL BOOST PUMP SET ON HIGH. SAFE LANDING. UNFAMILIAR SWITCHES AND PILOT FLOODED ENGINE.   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
1029,19890728051289I,CABIN DOOR CAME AJAR AT TOP INFLIGHT. PRECAUTIONARY LANDING. TOP LATCH NOT ENGAGED.                                ,"[['CABIN DO', Entity not linked to a knowledge base, None], ['AJAR', Entity(wikidata_entity_id=Q3600990, wikipedia_entity_title=AJAR (applications software platform)), 'PERSON']]",CABIN DO,,,
