,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
895,19960614020959I,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,","[['ILT', Entity(wikidata_entity_id=Q16977668, wikipedia_entity_title=Information Learning Technology), None], ['ARAY', Entity(wikidata_entity_id=Q745637, wikipedia_entity_title=Ara the Handsome), None], ['CRAFT', Entity not linked to a knowledge base, None], ['LAKE GENEVA', Entity(wikidata_entity_id=Q6403, wikipedia_entity_title=Lake Geneva), None]]",ARAY,,Ara the Handsome,Q745637
896,19960614020959I,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,","[['ILT', Entity(wikidata_entity_id=Q16977668, wikipedia_entity_title=Information Learning Technology), None], ['ARAY', Entity(wikidata_entity_id=Q745637, wikipedia_entity_title=Ara the Handsome), None], ['CRAFT', Entity not linked to a knowledge base, None], ['LAKE GENEVA', Entity(wikidata_entity_id=Q6403, wikipedia_entity_title=Lake Geneva), None]]",CRAFT,,,
897,19960614020959I,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,","[['ILT', Entity(wikidata_entity_id=Q16977668, wikipedia_entity_title=Information Learning Technology), None], ['ARAY', Entity(wikidata_entity_id=Q745637, wikipedia_entity_title=Ara the Handsome), None], ['CRAFT', Entity not linked to a knowledge base, None], ['LAKE GENEVA', Entity(wikidata_entity_id=Q6403, wikipedia_entity_title=Lake Geneva), None]]",LAKE GENEVA,,Lake Geneva,Q6403
898,19960428008739A,LOST POWER ON INITIAL CLIMB RIGHT ENGINE. FAILED POWER OFF LEFT ENGINE. BELOW VMC. CRASHED. TURBO WASTE GATE JAMMED,"[['TURBO', Entity(wikidata_entity_id=Q185525, wikipedia_entity_title=Turbocharger), None]]",TURBO,,Turbocharger,Q185525
899,19960504009509A,FAILED TO DETACH TRAILER TIE DOWN FROM SKID. LOST CONTROL AND ROLLED ON LIFT OFF. (-23) PILOT FAILED TO FULLY DETAC,"[['SKID', Entity not linked to a knowledge base, None]]",SKID,,,
900,19960727020129A,LOST POWER ON CLIMBOUT. NOSED OVER LANDING. APPARENTLY TURNED ON AUX PUMP THAT RESTRICTED FUEL FLOW CAUSED PROBLEM.,"[['AUX', Entity not linked to a knowledge base, None]]",AUX,,,
901,19960524045629A,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BELWO UMC', Entity not linked to a knowledge base, None], ['SEA', Entity(wikidata_entity_id=Q165, wikipedia_entity_title=Sea), None]]",TAKEOFF,,Takeoff,Q854248
902,19960524045629A,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BELWO UMC', Entity not linked to a knowledge base, None], ['SEA', Entity(wikidata_entity_id=Q165, wikipedia_entity_title=Sea), None]]",BELWO UMC,,,
903,19960524045629A,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BELWO UMC', Entity not linked to a knowledge base, None], ['SEA', Entity(wikidata_entity_id=Q165, wikipedia_entity_title=Sea), None]]",SEA,,Sea,Q165
904,19960530021489I,NARRATIVE: FLIGHT CREW DID NOT PERFORM THE PROPER PRE-FLIGHT. FORGOT TO REMOVE PITOT TUBE COVERS (WHICH WERE ACTUAL,"[['PITOT', Entity(wikidata_entity_id=Q56218, wikipedia_entity_title=Pitot tube), None]]",PITOT,,Pitot tube,Q56218
905,19960817031829I,NARRATIVE: NOSEGEAR MECHANISM FAILED AND ALLOWED NOSEGEAR TO COLLAPSE ON TOUCHDOWN. INVESTIGATION INDICATES AIRCRAF,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['CRA', Entity not linked to a knowledge base, None]]",NOSEGEAR,,Landing gear,Q263421
906,19960817031829I,NARRATIVE: NOSEGEAR MECHANISM FAILED AND ALLOWED NOSEGEAR TO COLLAPSE ON TOUCHDOWN. INVESTIGATION INDICATES AIRCRAF,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['CRA', Entity not linked to a knowledge base, None]]",NOSEGEAR,,Landing gear,Q263421
907,19960817031829I,NARRATIVE: NOSEGEAR MECHANISM FAILED AND ALLOWED NOSEGEAR TO COLLAPSE ON TOUCHDOWN. INVESTIGATION INDICATES AIRCRAF,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['CRA', Entity not linked to a knowledge base, None]]",CRA,,,
908,19960825024019A,"LOST OIL PRESSURE EN ROUTE. LANDED RAILROAD BED. EXITED BED DOWN EMBANKMENT. FAILED TO ADD OIL ON FUEL STOP,LOW OIL","[['RAILROAD', Entity(wikidata_entity_id=Q3565868, wikipedia_entity_title=Rail transport), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",RAILROAD,,Rail transport,Q3565868
909,19960825024019A,"LOST OIL PRESSURE EN ROUTE. LANDED RAILROAD BED. EXITED BED DOWN EMBANKMENT. FAILED TO ADD OIL ON FUEL STOP,LOW OIL","[['RAILROAD', Entity(wikidata_entity_id=Q3565868, wikipedia_entity_title=Rail transport), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
910,19961104034789A,"VFR PILOT FLYING INTO IFR CONDITIONS, UNABLE TO LAND DUE TO WEATHER, VECTORED TO TEA AIRPORT, CRASHED. (.4)THE NONI","[['IFR', Entity(wikidata_entity_id=Q847919, wikipedia_entity_title=Instrument flight rules), None], ['TEA AIRPORT', Entity not linked to a knowledge base, 'ORG'], ['NONI', Entity(wikidata_entity_id=Q234238, wikipedia_entity_title=Morinda citrifolia), None]]",IFR,,Instrument flight rules,Q847919
911,19960725019819A,ON TAKEOFF CARDBOARD FOLDER BLEW OUT AND STRUCK WOOD PROP. VIBRATED DUE BROKEN PROP. OVERRAN ROAD INTO TREES DITCH.,"[['EOFF', Entity not linked to a knowledge base, None], ['TRE', Entity not linked to a knowledge base, 'GPE']]",EOFF,,,
912,19961101034759A,HELICOPTER LIFTED OFF HELIPAD WITH AN EXTERNAL LOAD WHEN CABLE BECAME ENTANGLED IN LANDING SKID. ROLLED OVER.      ,"[['HELIPAD', Entity(wikidata_entity_id=Q534159, wikipedia_entity_title=Helipad), None]]",HELIPAD,,Helipad,Q534159
913,19961217044949I,NARRATIVE: START VALVE STAYED OPEN AFTER #2 ENGINE WAS STARTED. MAINTENANCE CLOSED THE VALVE MANUALLY AS PER MEL 80,"[['MEL 80', Entity not linked to a knowledge base, None]]",MEL 80,,,
914,19961231040889A,LOST POWER ON CLIMBOUT. TRIED RETURN. HIT FENCE SHORT RUNWAY. WAATER IN FUEL LEAKY FUEL CAP. RECENT ANNUAL AND RAIN,"[['CLIMB', Entity not linked to a knowledge base, None], ['FENCE', Entity not linked to a knowledge base, None], ['FUEL LEAKY FUEL', Entity not linked to a knowledge base, None]]",CLIMB,,,
915,19961231040889A,LOST POWER ON CLIMBOUT. TRIED RETURN. HIT FENCE SHORT RUNWAY. WAATER IN FUEL LEAKY FUEL CAP. RECENT ANNUAL AND RAIN,"[['CLIMB', Entity not linked to a knowledge base, None], ['FENCE', Entity not linked to a knowledge base, None], ['FUEL LEAKY FUEL', Entity not linked to a knowledge base, None]]",FENCE,,,
916,19961231040889A,LOST POWER ON CLIMBOUT. TRIED RETURN. HIT FENCE SHORT RUNWAY. WAATER IN FUEL LEAKY FUEL CAP. RECENT ANNUAL AND RAIN,"[['CLIMB', Entity not linked to a knowledge base, None], ['FENCE', Entity not linked to a knowledge base, None], ['FUEL LEAKY FUEL', Entity not linked to a knowledge base, None]]",FUEL LEAKY FUEL,,,
917,19970102000129A,SEARCH AND RESCUE FLIGHT. PASSENGER ACCIDENTLY BROKE FUEL HANDLE. INADVERTENTLY PUT SELECTOR TO OFF. QUIT ON TAKEOF,"[['EL', Entity not linked to a knowledge base, None]]",EL,,,
918,19960820028789I,"NARRATIVE: AIRCRAFT N1JX, A NORTH AMERICAN SABRELINER, MADE A NORMAL APPROACH AND LANDING AT THE MONROE AIRPORT, NO","[['AIRCRAFT N1JX', Entity not linked to a knowledge base, None], ['NORTH AMERICAN', Entity(wikidata_entity_id=Q49, wikipedia_entity_title=North America), 'ORG'], ['MONROE AIRPORT', Entity(wikidata_entity_id=Q452290, wikipedia_entity_title=Monroe Regional Airport (Louisiana)), 'FAC']]",AIRCRAFT N1JX,,,
919,19961222039699A,FAILED TO STOW SPOILERS FOR GLIDER TOW. THEY DEPLOYED. GLIDER PILOT CUT LOSE FROM TOW BUT HIT TREES SHORT RUNWAY.  ,"[['GLIDER TOW', Entity not linked to a knowledge base, None], ['GLIDER', Entity not linked to a knowledge base, None]]",GLIDER TOW,,,
920,19961222039699A,FAILED TO STOW SPOILERS FOR GLIDER TOW. THEY DEPLOYED. GLIDER PILOT CUT LOSE FROM TOW BUT HIT TREES SHORT RUNWAY.  ,"[['GLIDER TOW', Entity not linked to a knowledge base, None], ['GLIDER', Entity not linked to a knowledge base, None]]",GLIDER,,,
921,19970116005549I,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","[['BEECH 99', Entity(wikidata_entity_id=Q120323, wikipedia_entity_title=Beechcraft Model 99), None], ['ALPINE AIR', Entity(wikidata_entity_id=Q4735476, wikipedia_entity_title=Alpine Air Express), 'ORG'], ['PROVO', Entity(wikidata_entity_id=Q23443, wikipedia_entity_title=Provo, Utah), 'GPE'], ['UTAH', Entity(wikidata_entity_id=Q829, wikipedia_entity_title=Utah), 'GPE']]",BEECH 99,,Beechcraft Model 99,Q120323
922,19970213004729I,AFT CARGO LIGHTO ON CLIMBOUT. LOST PRESSURIZATION. NR3 ENGINE FAILED. RETURNED. CARGO DOOR OPEN. DOOR HIT ENGINE.  ,"[['AFT CARGO', Entity not linked to a knowledge base, None], ['IGHTO', Entity not linked to a knowledge base, None], ['NR3', Entity(wikidata_entity_id=Q17068110, wikipedia_entity_title=National Highway 3 (Myanmar)), None], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",AFT CARGO,,,
923,19970213004729I,AFT CARGO LIGHTO ON CLIMBOUT. LOST PRESSURIZATION. NR3 ENGINE FAILED. RETURNED. CARGO DOOR OPEN. DOOR HIT ENGINE.  ,"[['AFT CARGO', Entity not linked to a knowledge base, None], ['IGHTO', Entity not linked to a knowledge base, None], ['NR3', Entity(wikidata_entity_id=Q17068110, wikipedia_entity_title=National Highway 3 (Myanmar)), None], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",IGHTO,,,
924,19960909026429A,YAW STRING CAUGHT IN CANOPY ON TOW. RELEASED. TURNED BACK. HEAVY SINK ON FINAL. STRUCK TREES.                      ,"[['YAW', Entity not linked to a knowledge base, None]]",YAW,,,
925,19970207001579A,"AIRCRAFT CRASHED ON TAKEOFF AND WAS MISSING, SUBJECT OF AN ALNOT. WRECKAGE WAS LOCATED. (.19) ON FEBRUARY 7, 1997, ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
926,19970313010659I,"NARRATIVE: ON MARCH 13, 1997, N956S, A CESSNA MODEL 500, WHILE ON A FUNCTIONAL TEST FLIGHT LANDED WITH THE NOSE GEA","[['956S', Entity not linked to a knowledge base, None], ['CESSNA MODEL 500', Entity not linked to a knowledge base, None], ['NOSE GEA', Entity not linked to a knowledge base, None]]",956S,,,
927,19970313010659I,"NARRATIVE: ON MARCH 13, 1997, N956S, A CESSNA MODEL 500, WHILE ON A FUNCTIONAL TEST FLIGHT LANDED WITH THE NOSE GEA","[['956S', Entity not linked to a knowledge base, None], ['CESSNA MODEL 500', Entity not linked to a knowledge base, None], ['NOSE GEA', Entity not linked to a knowledge base, None]]",CESSNA MODEL 500,,,
928,19970313010659I,"NARRATIVE: ON MARCH 13, 1997, N956S, A CESSNA MODEL 500, WHILE ON A FUNCTIONAL TEST FLIGHT LANDED WITH THE NOSE GEA","[['956S', Entity not linked to a knowledge base, None], ['CESSNA MODEL 500', Entity not linked to a knowledge base, None], ['NOSE GEA', Entity not linked to a knowledge base, None]]",NOSE GEA,,,
929,19970407010199A,HOT SMELL ON TEST FLIGHT. ENIGNE QUIT TURNING BASE. LANDED SHORT. BURNED. EXHAUST WELD BROKE. ILLEGAL MODIFICATION.,"[['ENIGNE', Entity not linked to a knowledge base, None]]",ENIGNE,,,
930,19961030044759I,"NARRATIVE: PRIVATE PILOT, IN A SINGLE ENGINE CESSNA, ON A VFR FLIGHT WITH ONE PASSENGER, MADE AN EMERGENCY LANDING ","[['ESSNA', Entity not linked to a knowledge base, None]]",ESSNA,,,
931,19970408005359A,LOST POWER AFTER LIFTOFF. HAD COMPRESSOR STALL. HIT GROUND. CARTWHEELED. MASKING FLIM BLOCKED AIR INTAKE. (-23) ON ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['MAS', Entity not linked to a knowledge base, None]]",LIFTOFF,,Takeoff,Q854248
932,19970408005359A,LOST POWER AFTER LIFTOFF. HAD COMPRESSOR STALL. HIT GROUND. CARTWHEELED. MASKING FLIM BLOCKED AIR INTAKE. (-23) ON ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['MAS', Entity not linked to a knowledge base, None]]",MAS,,,
933,19970506016499I,"NARRATIVE: THE LEAR 35, OPERATING UNDER FAR 135, DEPARTED SPIRIT OF ST. LOUIS AIRPORT ON AN IFR FLIGHT PLAN, PROPOS","[['THE LEAR 35', Entity(wikidata_entity_id=Q667988, wikipedia_entity_title=Learjet 35), None], ['FAR 135', Entity(wikidata_entity_id=Q464490, wikipedia_entity_title=Federal Aviation Regulations), None], ['ST. LOUIS AIRPORT', Entity(wikidata_entity_id=Q1425838, wikipedia_entity_title=St. Louis Lambert International Airport), 'ORG'], ['IFR', Entity(wikidata_entity_id=Q847919, wikipedia_entity_title=Instrument flight rules), 'ORG'], ['PROPOS', Entity not linked to a knowledge base, 'ORG']]",THE LEAR 35,,Learjet 35,Q667988
934,19970506016499I,"NARRATIVE: THE LEAR 35, OPERATING UNDER FAR 135, DEPARTED SPIRIT OF ST. LOUIS AIRPORT ON AN IFR FLIGHT PLAN, PROPOS","[['THE LEAR 35', Entity(wikidata_entity_id=Q667988, wikipedia_entity_title=Learjet 35), None], ['FAR 135', Entity(wikidata_entity_id=Q464490, wikipedia_entity_title=Federal Aviation Regulations), None], ['ST. LOUIS AIRPORT', Entity(wikidata_entity_id=Q1425838, wikipedia_entity_title=St. Louis Lambert International Airport), 'ORG'], ['IFR', Entity(wikidata_entity_id=Q847919, wikipedia_entity_title=Instrument flight rules), 'ORG'], ['PROPOS', Entity not linked to a knowledge base, 'ORG']]",FAR 135,,Federal Aviation Regulations,Q464490
935,19970427014569I,"NARRATIVE: ON 04/27/97 AT 6:25 A CESSNA CARAVAN, N303GV, DEPARTED KOTZEBUE, ALASKA WITH THE TAIL STAND ATTACHED.   ","[['CESSNA CARAVAN', Entity(wikidata_entity_id=Q1056131, wikipedia_entity_title=Cessna 208 Caravan), None], ['N303GV', Entity not linked to a knowledge base, None], ['KOTZEBUE', Entity(wikidata_entity_id=Q79810, wikipedia_entity_title=Kotzebue, Alaska), 'GPE'], ['ALASKA', Entity(wikidata_entity_id=Q797, wikipedia_entity_title=Alaska), 'GPE']]",CESSNA CARAVAN,,Cessna 208 Caravan,Q1056131
936,19970427014569I,"NARRATIVE: ON 04/27/97 AT 6:25 A CESSNA CARAVAN, N303GV, DEPARTED KOTZEBUE, ALASKA WITH THE TAIL STAND ATTACHED.   ","[['CESSNA CARAVAN', Entity(wikidata_entity_id=Q1056131, wikipedia_entity_title=Cessna 208 Caravan), None], ['N303GV', Entity not linked to a knowledge base, None], ['KOTZEBUE', Entity(wikidata_entity_id=Q79810, wikipedia_entity_title=Kotzebue, Alaska), 'GPE'], ['ALASKA', Entity(wikidata_entity_id=Q797, wikipedia_entity_title=Alaska), 'GPE']]",N303GV,,,
937,19970430011489I,"NARRATIVE: ON APRIL 30, 1997, N83GA, BEECHCRAFT MODEL 200 MADE A LANDING EMERGENCY AFTER THE RIGHT ENGINE FIRE WARN","[['N83GA', Entity not linked to a knowledge base, None], ['BEECHCRAFT MODEL 200', Entity(wikidata_entity_id=Q1094597, wikipedia_entity_title=Beechcraft Super King Air), None]]",N83GA,,,
938,19970430011489I,"NARRATIVE: ON APRIL 30, 1997, N83GA, BEECHCRAFT MODEL 200 MADE A LANDING EMERGENCY AFTER THE RIGHT ENGINE FIRE WARN","[['N83GA', Entity not linked to a knowledge base, None], ['BEECHCRAFT MODEL 200', Entity(wikidata_entity_id=Q1094597, wikipedia_entity_title=Beechcraft Super King Air), None]]",BEECHCRAFT MODEL 200,,Beechcraft Super King Air,Q1094597
939,19970112000859A,CARB ICING AT CRUISE. APPLIED PARTIAL CARB HEAT AND LEANED MIXTURE. CONTRARY TO MANUEL. ENGINE QUIT.FUEL EXHAUSTION,"[['B', Entity not linked to a knowledge base, None], ['CRUISE', Entity not linked to a knowledge base, 'ORG'], ['MANUEL', Entity not linked to a knowledge base, 'ORG']]",B,,,
940,19970616014309A,CABIN DOOR OPENED ON CLIMBOUT. DISTRACTED RETURNED. LANDED GEAR UP. AWARE GEAR UP TOO LATE FOR GO AROUND.          ,"[['CABIN', Entity not linked to a knowledge base, None]]",CABIN,,,
941,19970811021669A,ENGINE QUIT ON FINAL. HIT LIGHT POLES AND FENCE. WATER RUST IN FUEL. LEAKY RUSTED FUEL CAPS. BAD O RING CORROSION. ,"[['INE', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",INE,,,
942,19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"[['TAKEO', Entity not linked to a knowledge base, None], ['RWY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), 'PERSON'], ['CORNFIELD', Entity not linked to a knowledge base, None]]",TAKEO,,,
943,19970417009999A,SKIDDED AND NOSED OVER LANDING ON 900 FT LONG GRAVEL STRIP. FOUND SPRAY CAN WEDGED UNDER RIGHT RUDDER PEDAL.       ,"[['RUDDER', Entity(wikidata_entity_id=Q209760, wikipedia_entity_title=Rudder), None], ['ED', Entity not linked to a knowledge base, None]]",RUDDER,,Rudder,Q209760
944,19970417009999A,SKIDDED AND NOSED OVER LANDING ON 900 FT LONG GRAVEL STRIP. FOUND SPRAY CAN WEDGED UNDER RIGHT RUDDER PEDAL.       ,"[['RUDDER', Entity(wikidata_entity_id=Q209760, wikipedia_entity_title=Rudder), None], ['ED', Entity not linked to a knowledge base, None]]",ED,,,
945,19970921027739A,"CRASHED ON TAKEOFF, OTHER CIRCUMSTANCES ARE UNKNOWN. (.4)THE PILOT WAS PLANNING TO FERRY HIS AIRPLANE FROM A PRIVAT","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['PRIVAT', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
946,19970921027739A,"CRASHED ON TAKEOFF, OTHER CIRCUMSTANCES ARE UNKNOWN. (.4)THE PILOT WAS PLANNING TO FERRY HIS AIRPLANE FROM A PRIVAT","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['PRIVAT', Entity not linked to a knowledge base, None]]",PRIVAT,,,
947,19971121040659A,"NARRATIVE: ON NOVEMBER 21, 1997, AT APPROXIMATELY 1130 LOCAL EST, A DC-9-15F, N564PC, OPERATED BY KITTY HAWK AIRCAR","[['DC-9-15F', Entity not linked to a knowledge base, None], ['KITTY HAWK AIRCAR', Entity not linked to a knowledge base, 'ORG']]",DC-9-15F,,,
948,19971222043699I,"NARRATIVE: ON MONDAY, DECEMBER 22, 1997, AT 0948 PST, A PIPER ARROW, PA-28R-200, N15428, HAD AN ENGINE FAILURE 15 N","[['PA-28R-200', Entity not linked to a knowledge base, None]]",PA-28R-200,,,
949,19971226042729I,NR2 ENGINE FIRE WHILE LOADING PASSENGERS AT GATE. EVACUATED. FUEL LEVER WAS IN FLIGHT IDLE. CUT OFF. SMOKE CLEARED.,"[['NR2', Entity(wikidata_entity_id=Q414896, wikipedia_entity_title=NMDA receptor), None], ['ATE', Entity not linked to a knowledge base, 'GPE'], ['FUEL LEVER', Entity not linked to a knowledge base, 'PERSON']]",NR2,,NMDA receptor,Q414896
950,19971213041139A,LOST POWER ENROUTE. FORCE LANDED WEST OF AIRPORT. NOSED OVER IN MUD. 175 NOT FLOWN 10YRS. ONLY OIL CHGE FUEL FLUSH.,"[['OIL CHGE', Entity not linked to a knowledge base, None], ['U', Entity not linked to a knowledge base, None]]",OIL CHGE,,,
951,19971213041139A,LOST POWER ENROUTE. FORCE LANDED WEST OF AIRPORT. NOSED OVER IN MUD. 175 NOT FLOWN 10YRS. ONLY OIL CHGE FUEL FLUSH.,"[['OIL CHGE', Entity not linked to a knowledge base, None], ['U', Entity not linked to a knowledge base, None]]",U,,,
952,19980109000199A,PILOT DID NOT PERFORM PREFLIGHT CHECK AND FAILED TO REMOVE GUST LOCK FROM FLIGHT CONTROLS. STURCK TREES END OF RUN ,"[['P', Entity not linked to a knowledge base, None], ['OT', Entity not linked to a knowledge base, 'PERSON'], ['STURCK', Entity not linked to a knowledge base, 'PERSON']]",P,,,
953,19970727019809A,DOOR OPENED ON CLIMBOUT. BECAME DISTRUBED BELEIVING EMERGENCY. LANDED SHORT. SHEARED GEAR. SLID INTO TREE. (.4)BEFO,"[['BEFO', Entity not linked to a knowledge base, None]]",BEFO,,,
954,19980322004029A,THRU A ROD ON CLIMBOUT. SMOKE FIRE. PILOT OVERCOME BY SMOKE. STALL SPIN AND BURNED ON IMPACT. OUT OF CG UNAIRWORTH ,"[['THRU', Entity(wikidata_entity_id=Q7798566, wikipedia_entity_title=Thru), None], ['SM', Entity not linked to a knowledge base, 'PERSON'], ['KE', Entity not linked to a knowledge base, 'PERSON'], ['CG UNAIRWORTH', Entity not linked to a knowledge base, None]]",THRU,,Thru,Q7798566
955,19980415008799I,"NARRATIVE: AT THE DIRECTION OF AIR TRAFFIC CONTROL (ATC), THE AIRCRAFT WAS HOLDING FOR DEPARTURE CLEARANCE AT RUNWA","[['AIR TRAFFIC CONTROL', Entity(wikidata_entity_id=Q221395, wikipedia_entity_title=Air traffic control), None], ['ATC', Entity(wikidata_entity_id=Q221395, wikipedia_entity_title=Air traffic control), 'ORG'], ['RUNWA', Entity not linked to a knowledge base, 'ORG']]",AIR TRAFFIC CONTROL,,Air traffic control,Q221395
956,19980505011329A,LOST DIRCTIONAL CONTROL WHEN TAIL CAME UP ON TAKEOFF. VEERED OFF RUNWAY. EQUIPPED WITH LARGE TUNDRA TIRES. (.4) ON ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['T', Entity not linked to a knowledge base, None], ['RA', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
